blk,team_abbr,fg_pct,fga,drtg,stl,efg_pct,ast_pct,date,threep,blk_pct,threepar,tov_pct,drb_pct,fg,ft,stl_pct,tov,starter,pf,orb_pct,trb_pct,ft_pct,threep_pct,pts,usg_pct,ortg,threepa,orb,ast,drb,bpm,player_name,sp,ts_pct,pm,fta,inactive,trb,ftr
0,BRK,.286,14,115,2,.321,6.2,20121107,1,0.0,.214,0.0,8.5,4,0,3.4,0,1,1,0.0,3.7,0,.333,9,19.6,78,3,0,1,2,-1.7,Joe Johnson,1933.0,.321,-19,0,0,2,.000
0,BRK,.467,15,119,1,.467,24.4,20121107,0,0.0,.267,31.8,4.4,7,0,1.8,7,1,3,0.0,1.9,0,.000,14,32.1,69,4,0,3,1,-9.3,Deron Williams,1852.0,.467,-18,0,0,1,.000
0,BRK,.500,8,118,0,.500,9.0,20121107,0,0.0,.000,8.6,34.0,4,3,0.0,1,1,2,22.0,27.2,.500,0,11,21.7,112,0,5,1,6,3.9,Kris Humphries,1454.0,.517,-12,6,0,11,.750
0,BRK,.333,3,116,1,.500,8.2,20121107,1,0.0,1.000,0.0,13.1,1,0,2.6,0,1,2,0.0,5.7,0,.333,3,6.4,121,3,0,1,2,0.5,Keith Bogans,1260.0,.500,-12,0,0,2,.000
1,BRK,.500,8,114,0,.500,11.3,20121107,0,4.4,.000,0.0,33.3,4,0,0.0,0,1,1,10.4,20.4,.000,0,8,18.5,111,0,2,1,5,5.5,Brook Lopez,1234.0,.474,-5,1,0,7,.125
0,BRK,.200,5,119,1,.200,13.9,20121107,0,0.0,.800,37.5,0.0,1,0,2.2,3,0,1,4.3,2.4,0,.000,2,14.7,41,4,1,2,0,-10.8,C.J. Watson,1476.0,.200,-16,0,0,1,.000
0,BRK,.250,8,111,1,.250,0.0,20121107,0,0.0,.000,20.0,38.9,2,0,2.6,2,0,2,10.1,22.7,0,0,4,21.3,52,0,2,0,6,-10.0,Andray Blatche,1269.0,.250,-19,0,0,8,.000
0,BRK,.714,7,116,1,.714,29.2,20121107,0,0.0,.000,25.5,7.2,5,2,2.9,3,0,1,0.0,3.2,.500,0,12,28.0,103,0,0,2,1,7.2,MarShon Brooks,1138.0,.685,-14,4,0,1,.571
0,BRK,.125,8,124,0,.188,10.5,20121107,1,0.0,.875,0.0,0.0,1,0,0.0,0,0,0,6.3,3.6,0,.143,3,21.3,57,7,1,1,0,-8.0,Mirza Teletović,1014.0,.188,-18,0,0,1,.000
0,BRK,1.000,1,118,0,1.000,0.0,20121107,0,0.0,.000,26.6,31.3,1,3,0.0,1,0,2,16.2,22.8,.750,0,5,12.9,139,0,2,0,3,2.1,Reggie Evans,789.0,.906,-6,4,0,5,4.000
0,BRK,0,0,122,0,0,0.0,20121107,0,0.0,0,69.4,11.4,0,2,0.0,2,0,0,0.0,5.0,1.000,0,2,10.8,68,0,0,0,1,-8.8,Tornike Shengelia,720.0,1.136,-7,2,0,1,0
0,BRK,.000,3,124,0,.000,0.0,20121107,0,0.0,.000,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,31.1,0,0,0,0,0,-28.7,Tyshawn Taylor,261.0,.000,-4,0,0,0,.000
0,BRK,0,0,0,0,0,0,20121107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Jerry Stackhouse,0.0,0,0,0,0,0,0
2,MIA,.714,14,86,1,.714,29.9,20121107,0,5.1,.071,6.3,3.3,10,2,1.7,1,1,2,4.3,3.7,1.000,.000,22,24.8,148,1,1,5,1,15.1,Dwyane Wade,1924.0,.739,+24,2,0,2,.143
0,MIA,.583,12,78,1,.667,44.5,20121107,2,0.0,.250,12.7,28.5,7,4,1.8,2,1,1,18.3,24.0,1.000,.667,20,26.3,149,3,4,8,8,20.3,LeBron James,1799.0,.727,+18,4,0,12,.333
0,MIA,.429,7,81,1,.500,26.0,20121107,1,0.0,.286,33.7,20.0,3,1,2.0,4,1,2,5.1,13.5,.500,.500,8,22.3,88,2,1,5,5,-2.7,Mario Chalmers,1598.0,.508,+5,2,0,6,.286
0,MIA,.333,9,90,0,.500,0.0,20121107,3,0.0,.889,0.0,8.6,3,0,0.0,0,1,2,0.0,4.8,0,.375,9,18.1,101,8,0,0,2,-3.2,Shane Battier,1487.0,.500,+13,0,0,2,.000
1,MIA,.200,10,74,3,.200,5.6,20121107,0,3.4,.100,0.0,8.9,2,4,6.8,0,1,2,11.4,10.0,.667,.000,8,26.3,86,1,2,1,2,-2.7,Chris Bosh,1440.0,.316,+13,6,0,4,.600
0,MIA,.667,6,87,0,.750,5.5,20121107,1,0.0,.333,14.3,12.0,4,0,0.0,1,0,5,0.0,6.7,0,.500,9,13.1,123,2,0,1,3,-2.5,Ray Allen,1603.0,.750,+12,0,0,3,.000
0,MIA,.000,2,86,1,.000,23.4,20121107,0,0.0,.500,41.0,5.2,0,2,2.6,2,0,2,0.0,2.9,1.000,.000,2,11.9,82,1,0,4,1,-2.8,Norris Cole,1232.0,.347,+21,2,0,1,1.000
0,MIA,.667,3,80,0,.667,0.0,20121107,0,0.0,.000,25.0,32.6,2,0,0.0,1,0,0,0.0,18.3,0,0,4,10.2,90,0,0,0,6,-0.7,Udonis Haslem,1179.0,.667,+13,0,0,6,.000
0,MIA,.667,9,88,1,.722,0.0,20121107,1,0.0,.333,0.0,0.0,6,0,2.8,0,0,1,0.0,0.0,0,.333,13,23.4,136,3,0,0,0,7.8,Rashard Lewis,1151.0,.722,+13,0,0,0,.000
0,MIA,1.000,1,53,0,1.000,0.0,20121107,1,37.4,.000,0.0,49.0,1,0,0.0,0,0,0,0.0,27.6,0,1.000,3,11.5,200,1,0,1,1,29.1,Joel Anthony,261.0,1.000,+4,0,0,1,.000
2,MIA,1.000,1,84,0,1.500,38.1,20121107,0,0.0,1.000,0.0,24.5,1,0,0.0,0,0,0,0.0,13.8,0,0,2,11.5,276,0,0,0,2,33.1,Mike Miller,261.0,1.500,+4,0,0,2,.000
0,MIA,.000,1,81,0,.000,0.0,20121107,0,0.0,.000,50.0,26.4,0,0,0.0,1,0,1,0.0,14.9,0,0,0,24.8,0,0,0,0,1,-31.4,Josh Harrellson,242.0,.000,+4,0,0,1,.000
0,MIA,.500,2,94,0,.750,0.0,20121107,1,0.0,1.000,0.0,0.0,1,0,0.0,0,0,0,0.0,0.0,0,.500,3,26.9,135,2,0,0,0,12.7,James Jones,223.0,.750,+6,0,0,0,.000
0,BRK,0,0,0,0,0,0,20121107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Josh Childress,0.0,0,0,0,1,0,0
0,BRK,0,0,0,0,0,0,20121107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Gerald Wallace,0.0,0,0,0,1,0,0
0,MIA,0,0,0,0,0,0,20121107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Terrel Harris,0.0,0,0,0,1,0,0
0,MIA,0,0,0,0,0,0,20121107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Dexter Pittman,0.0,0,0,0,1,0,0
