blk,team_abbr,fg_pct,fga,drtg,stl,efg_pct,ast_pct,date,threep,blk_pct,threepar,tov_pct,drb_pct,fg,ft,stl_pct,tov,starter,pf,orb_pct,trb_pct,ft_pct,threep_pct,pts,usg_pct,ortg,threepa,orb,ast,drb,bpm,player_name,sp,ts_pct,pm,fta,inactive,trb,ftr
0,ATL,.545,11,125,1,.545,15.6,20190111,0,0.0,.091,7.3,11.8,6,2,1.2,1,1,3,7.0,9.6,.500,.000,14,14.3,134,1,2,5,4,-1.7,DeAndre' Bembry,2434.0,.549,+14,4,0,6,.364
0,ATL,.647,17,124,2,.794,11.7,20190111,5,0.0,.471,10.1,3.1,11,2,2.5,2,1,4,7.2,5.0,1.000,.625,29,21.4,158,8,2,3,1,7.9,Kevin Huerter,2352.0,.811,+15,2,0,3,.118
0,ATL,.588,17,125,1,.618,9.2,20190111,1,0.0,.059,4.8,10.6,10,4,1.4,1,1,3,25.0,17.3,.667,1.000,25,25.7,146,1,6,2,3,1.6,John Collins,2029.0,.636,+8,6,0,9,.353
0,ATL,.636,11,121,1,.773,29.7,20190111,3,0.0,.455,7.8,25.8,7,2,1.5,1,1,3,4.3,15.9,1.000,.600,19,16.7,173,5,1,7,7,13.4,Dewayne Dedmon,1956.0,.800,+10,2,0,8,.182
0,ATL,.417,12,121,2,.542,19.7,20190111,3,0.0,.667,22.0,11.1,5,5,3.0,4,1,0,4.4,8.0,1.000,.375,18,23.7,123,8,1,5,3,0.6,Trae Young,1942.0,.634,-1,5,0,4,.417
0,ATL,.500,4,130,0,.500,17.3,20190111,0,0.0,.000,32.6,0.0,2,5,0.0,3,0,2,0.0,0.0,1.000,0,9,18.8,117,0,0,3,0,-8.3,Jeremy Lin,1240.0,.726,-11,5,0,0,1.250
0,ATL,.000,2,124,0,.000,8.0,20190111,0,0.0,.500,33.3,26.9,0,0,0.0,1,0,3,10.5,19.4,0,.000,0,9.4,49,1,1,1,3,-15.1,Vince Carter,804.0,.000,-7,0,0,4,.000
2,ATL,.667,6,111,0,.667,0.0,20190111,0,13.7,.167,35.3,46.1,4,1,0.0,4,0,2,10.8,29.9,.333,.000,9,36.7,75,1,1,0,5,-11.9,Alex Len,781.0,.615,-1,3,0,6,.500
1,ATL,.000,1,120,0,.000,9.6,20190111,0,8.0,.000,66.7,21.5,0,0,0.0,2,0,3,12.6,17.4,0,0,0,11.3,41,0,1,1,2,-12.4,Justin Anderson,670.0,.000,-11,0,0,3,.000
1,ATL,0,0,101,0,0,0.0,20190111,0,31.0,0,100.0,41.9,0,0,0.0,2,0,1,0.0,22.6,0,0,0,29.4,0,0,0,0,1,-27.1,Omari Spellman,172.0,0,-6,0,0,1,0
0,ATL,0,0,130,0,0,0.0,20190111,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,-5.7,Daniel Hamilton,20.0,0,0,0,0,0,0
0,ATL,0,0,0,0,0,0,20190111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Tyler Dorsey,0.0,0,0,0,0,0,0
1,PHI,.769,13,123,2,.769,49.3,20190111,0,2.0,.000,15.7,22.9,10,3,2.3,3,1,3,8.3,15.0,.429,0,23,18.7,145,0,3,15,7,10.6,Ben Simmons,2587.0,.715,-12,7,0,10,.538
0,PHI,.474,19,126,3,.474,17.6,20190111,0,0.0,.053,13.7,7.1,9,12,3.7,4,1,3,6.0,6.5,.857,.000,30,30.8,118,1,2,5,2,-1.3,Jimmy Butler,2397.0,.596,+1,14,0,4,.737
0,PHI,.333,21,133,1,.429,7.6,20190111,4,0.0,.667,4.4,0.0,7,2,1.4,1,1,0,3.4,1.8,1.000,.286,20,27.2,100,14,1,2,0,-7.9,J.J. Redick,2127.0,.457,-9,2,0,1,.095
1,PHI,.600,10,121,2,.800,5.2,20190111,4,3.2,.800,23.1,15.8,6,0,3.7,3,1,4,0.0,7.3,0,.500,16,20.5,108,8,0,1,3,2.4,Mike Muscala,1607.0,.800,+1,0,0,3,.000
1,PHI,.125,8,121,2,.188,4.3,20190111,1,3.3,.500,0.0,16.5,1,2,3.8,0,1,2,4.7,10.1,1.000,.250,5,14.6,82,4,1,1,3,-7.5,Wilson Chandler,1542.0,.282,-14,2,0,4,.250
0,PHI,.875,8,127,2,.938,24.6,20190111,1,0.0,.250,10.6,8.4,7,1,2.9,1,0,4,3.6,5.8,1.000,.500,16,11.9,175,2,1,6,2,5.7,T.J. McConnell,2011.0,.948,+14,1,0,3,.125
0,PHI,.750,4,126,1,.750,0.0,20190111,0,0.0,.250,0.0,8.9,3,0,3.1,0,0,3,0.0,4.1,.000,.000,6,11.7,127,1,0,0,1,-5.4,Landry Shamet,957.0,.676,+7,1,0,1,.250
1,PHI,.667,3,130,0,.833,8.2,20190111,1,5.7,.667,40.0,9.4,2,0,0.0,2,0,3,23.9,17.2,0,.500,5,14.0,115,2,3,1,1,-4.3,Jonah Bolden,904.0,.833,+3,0,0,4,.000
0,PHI,.000,1,136,0,.000,0.0,20190111,0,0.0,1.000,50.0,0.0,0,0,0.0,1,0,1,0.0,0.0,0,.000,0,18.9,0,1,0,0,0,-34.0,Furkan Korkmaz,268.0,.000,-1,0,0,0,.000
0,PHI,0,0,0,0,0,0,20190111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Amir Johnson,0.0,0,0,0,0,0,0
0,PHI,0,0,0,0,0,0,20190111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Shake Milton,0.0,0,0,0,0,0,0
0,ATL,0,0,0,0,0,0,20190111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Jaylen Adams,0.0,0,0,0,1,0,0
0,ATL,0,0,0,0,0,0,20190111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Kent Bazemore,0.0,0,0,0,1,0,0
0,ATL,0,0,0,0,0,0,20190111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Miles Plumlee,0.0,0,0,0,1,0,0
0,ATL,0,0,0,0,0,0,20190111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Alex Poythress,0.0,0,0,0,1,0,0
0,ATL,0,0,0,0,0,0,20190111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Taurean Prince,0.0,0,0,0,1,0,0
0,PHI,0,0,0,0,0,0,20190111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Joel Embiid,0.0,0,0,0,1,0,0
0,PHI,0,0,0,0,0,0,20190111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Markelle Fultz,0.0,0,0,0,1,0,0
0,PHI,0,0,0,0,0,0,20190111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Haywood Highsmith,0.0,0,0,0,1,0,0
0,PHI,0,0,0,0,0,0,20190111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Justin Patton,0.0,0,0,0,1,0,0
