ftr,fga,ast,starter,ft,stl,fg_pct,ast_pct,ts_pct,fg,threep_pct,date,ortg,trb,pts,orb,blk_pct,team_abbr,drb,tov_pct,ft_pct,usg_pct,fta,sp,stl_pct,efg_pct,tov,trb_pct,threep,threepar,orb_pct,blk,pf,player_name,drtg,inactive,threepa,drb_pct,pm
.267,15,10,1,2,2,.533,51.2,.567,8,.500,20210520,105,11,19,3,0.0,IND,8,23.0,.500,26.3,4,1934.0,2.7,.567,5,17.8,1,.133,8.3,0,6,Domantas Sabonis,125,0,2,31.4,-18
.000,10,0,1,0,1,.400,0.0,.500,4,.400,20210520,104,6,10,2,0.0,IND,4,0.0,0,13.3,0,1756.0,1.5,.500,0,10.7,2,.500,6.1,0,1,Oshae Brissett,129,0,5,17.3,-17
.087,23,4,1,2,1,.391,25.4,.503,9,.444,20210520,99,2,24,0,0.0,IND,2,4.0,1.000,33.5,2,1737.0,1.5,.478,1,3.6,4,.391,0.0,0,3,Malcolm Brogdon,130,0,9,8.7,-25
.000,10,3,1,0,1,.300,16.1,.300,3,.000,20210520,73,3,6,1,2.9,IND,2,9.1,0,16.9,0,1522.0,1.7,.300,1,6.2,0,.500,3.5,1,2,Justin Holiday,127,0,5,10.0,-14
.000,12,1,1,0,0,.417,6.4,.542,5,.429,20210520,108,2,13,1,0.0,IND,1,0.0,0,19.3,0,1451.0,0.0,.542,0,4.3,3,.583,3.7,0,1,Doug McDermott,134,0,7,5.2,-14
.000,14,1,0,0,0,.357,7.0,.464,5,.375,20210520,83,5,13,0,0.0,IND,5,6.7,0,25.8,0,1358.0,0.0,.464,1,11.5,3,.571,0.0,0,2,Kelan Martin,131,0,8,27.9,-13
.000,4,5,0,0,2,.500,29.5,.500,2,0,20210520,93,2,4,0,0.0,IND,2,33.3,0,10.5,0,1331.0,3.9,.500,2,4.7,0,.000,0.0,0,1,T.J. McConnell,124,0,0,11.4,-23
.000,3,3,0,0,0,.000,20.9,.000,0,.000,20210520,53,2,0,1,4.4,IND,1,25.0,0,9.3,0,1009.0,0.0,.000,1,6.2,0,.667,5.3,1,0,Goga Bitadze,130,0,2,7.5,-13
1.500,2,2,0,3,0,.500,19.0,.753,1,0,20210520,131,1,5,0,5.5,IND,1,23.1,1.000,12.5,3,808.0,0.0,.500,1,3.9,0,.000,0.0,1,2,Edmond Sumner,128,0,0,9.4,-17
.500,4,0,0,2,2,.500,0.0,.717,2,1.000,20210520,111,1,7,0,0.0,IND,1,17.0,1.000,19.0,2,724.0,7.1,.625,1,4.3,1,.250,0.0,0,1,Aaron Holiday,117,0,1,10.5,+3
2.000,3,1,0,6,0,.667,20.3,.975,2,.500,20210520,171,3,11,1,0.0,IND,2,15.1,1.000,31.9,6,487.0,0.0,.833,1,19.3,1,.667,11.0,0,0,Cassius Stanley,131,0,2,31.1,+8
0,0,0,0,3,0,0,0.0,.852,0,0,20210520,187,2,3,0,15.7,IND,2,0.0,.750,14.5,4,283.0,0.0,0,0,22.1,0,0,0.0,1,0,Amida Brimah,115,0,0,53.6,+8
0,0,0,0,0,0,0,0,0,0,0,20210520,0,0,0,0,0,IND,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,JaKarr Sampson,0,0,0,0,0
.692,13,15,1,6,1,.462,47.8,.531,6,.000,20210520,125,8,18,1,0.0,WAS,7,15.0,.667,24.2,9,1992.0,1.3,.462,3,12.6,0,.077,3.8,0,2,Russell Westbrook,105,0,1,18.7,+30
.176,17,4,1,3,0,.529,17.4,.682,9,.571,20210520,113,5,25,0,2.9,WAS,5,17.9,1.000,31.6,3,1704.0,0.0,.647,4,9.2,4,.412,0.0,1,0,Bradley Beal,107,0,7,15.6,+18
.250,8,0,1,2,2,.625,0.0,.788,5,.500,20210520,133,3,14,0,0.0,WAS,3,10.1,1.000,15.5,2,1541.0,3.4,.750,1,6.1,2,.500,0.0,0,2,Raul Neto,103,0,4,10.4,+17
.500,8,2,1,4,0,.750,8.9,.922,6,.667,20210520,187,4,18,0,0.0,WAS,4,0.0,1.000,15.4,4,1524.0,0.0,.875,0,8.2,2,.375,0.0,0,1,Rui Hachimura,110,0,3,14.0,+14
.000,2,2,1,0,1,1.000,15.5,1.000,2,0,20210520,138,7,4,0,6.2,WAS,7,33.3,0,9.1,0,793.0,3.3,1.000,1,27.6,0,.000,0.0,1,1,Alex Len,89,0,0,47.1,+11
.500,8,0,0,3,1,.750,0.0,.768,6,0,20210520,128,13,15,2,18.5,WAS,11,17.0,.750,21.4,4,1322.0,2.0,.750,2,30.8,0,.000,11.5,5,2,Daniel Gafford,83,0,0,44.4,+17
.286,7,6,0,0,1,.571,28.9,.508,4,0,20210520,104,4,8,0,0.0,WAS,4,20.2,.000,18.0,2,1320.0,2.0,.571,2,9.5,0,.000,0.0,0,2,Ish Smith,104,0,0,16.2,+26
.000,4,1,0,0,0,.750,5.2,.750,3,0,20210520,153,2,6,0,4.1,WAS,2,0.0,0,8.1,0,1194.0,0.0,.750,0,5.2,0,.000,0.0,1,2,Chandler Hutchison,108,0,0,8.9,+8
.143,7,0,0,1,1,.429,0.0,.605,3,.333,20210520,102,0,9,0,0.0,WAS,0,11.8,1.000,18.2,1,1118.0,2.3,.571,1,0.0,2,.857,0.0,0,1,Dāvis Bertāns,108,0,6,0.0,+19
.000,4,0,0,0,0,.250,0.0,.375,1,.333,20210520,76,0,3,0,0.0,WAS,0,0.0,0,19.8,0,487.0,0.0,.375,0,0.0,1,.750,0.0,0,3,Garrison Mathews,113,0,3,0.0,-8
.000,4,1,0,0,0,1.000,30.7,1.250,4,1.000,20210520,241,1,10,1,0.0,WAS,0,0.0,0,24.9,0,387.0,0.0,1.250,0,8.1,2,.500,19.6,0,1,Anthony Gill,113,0,2,0.0,-8
.200,5,0,0,1,0,.800,0.0,.827,4,0,20210520,173,3,9,2,12.9,WAS,1,0.0,1.000,34.7,1,378.0,0.0,.800,0,24.8,0,.000,40.1,1,1,Robin Lopez,99,0,0,14.1,+7
.000,2,1,0,0,0,.500,20.0,.750,1,1.000,20210520,119,1,3,1,0.0,WAS,0,33.3,0,22.6,0,320.0,0.0,.750,1,9.8,1,.500,23.7,0,1,Isaac Bonga,113,0,1,0.0,-8
.000,4,2,0,0,0,.000,33.3,.000,0,.000,20210520,38,1,0,0,0.0,WAS,1,0.0,0,30.1,0,320.0,0.0,.000,0,9.8,0,.250,0.0,0,1,Cassius Winston,109,0,1,16.7,-8
0,0,0,0,0,0,0,0,0,0,0,20210520,0,0,0,0,0,IND,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,Jeremy Lamb,0,1,0,0,0
0,0,0,0,0,0,0,0,0,0,0,20210520,0,0,0,0,0,IND,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,Caris LeVert,0,1,0,0,0
0,0,0,0,0,0,0,0,0,0,0,20210520,0,0,0,0,0,IND,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,Myles Turner,0,1,0,0,0
0,0,0,0,0,0,0,0,0,0,0,20210520,0,0,0,0,0,IND,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,T.J. Warren,0,1,0,0,0
0,0,0,0,0,0,0,0,0,0,0,20210520,0,0,0,0,0,WAS,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,Deni Avdija,0,1,0,0,0
0,0,0,0,0,0,0,0,0,0,0,20210520,0,0,0,0,0,WAS,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,Thomas Bryant,0,1,0,0,0
0,0,0,0,0,0,0,0,0,0,0,20210520,0,0,0,0,0,WAS,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,Caleb Homesley,0,1,0,0,0
