blk,team_abbr,fg_pct,fga,drtg,stl,efg_pct,ast_pct,date,threep,blk_pct,threepar,tov_pct,drb_pct,fg,ft,stl_pct,tov,starter,pf,orb_pct,trb_pct,ft_pct,threep_pct,pts,usg_pct,ortg,threepa,orb,ast,drb,bpm,player_name,sp,ts_pct,pm,fta,inactive,trb,ftr
0,ORL,.500,20,117,1,.525,19.2,20130304,1,0.0,.250,0.0,14.9,10,5,1.3,0,1,3,0.0,7.5,.833,.200,26,26.5,130,5,0,5,5,2.4,Arron Afflalo,2413.0,.574,-1,6,0,5,.300
1,ORL,.462,13,115,2,.462,3.7,20130304,0,2.2,.231,0.0,6.5,6,1,2.9,0,1,2,6.5,6.5,1.000,.000,13,17.1,113,3,2,1,2,-2.5,Maurice Harkless,2221.0,.484,-7,1,0,4,.077
0,ORL,.400,15,118,1,.467,26.2,20130304,2,0.0,.333,20.6,9.9,6,1,1.5,4,1,2,3.3,6.6,1.000,.400,15,25.1,95,5,1,7,3,-6.2,Jameer Nelson,2190.0,.486,-2,1,0,4,.067
0,ORL,.500,6,115,0,.500,4.5,20130304,0,0.0,.000,20.5,29.6,3,3,0.0,2,1,2,16.9,23.3,.750,0,9,16.2,114,0,4,1,7,-6.3,Nikola Vučević,1703.0,.580,-10,4,0,11,.667
0,ORL,.571,7,122,0,.571,9.8,20130304,0,0.0,.000,0.0,7.5,4,0,0.0,0,1,3,7.5,7.5,0,0,8,20.7,127,0,1,1,1,-4.6,Andrew Nicholson,954.0,.571,-9,0,0,2,.000
0,ORL,.667,9,113,2,.722,9.1,20130304,1,0.0,.111,0.0,11.5,6,2,3.5,0,0,3,7.7,9.6,.500,1.000,15,16.1,150,1,2,2,3,4.9,Tobias Harris,1882.0,.697,+17,4,0,5,.444
0,ORL,.571,7,101,2,.714,24.9,20130304,2,0.0,.429,12.5,33.5,4,0,6.1,1,0,1,0.0,16.8,0,.667,10,21.0,131,3,0,3,5,15.1,Al Harrington,1074.0,.714,+11,0,0,5,.000
1,ORL,.500,6,117,0,.583,8.0,20130304,1,4.7,.500,0.0,13.8,3,0,0.0,0,0,2,6.9,10.4,0,.333,7,16.3,131,3,1,1,2,0.6,E'Twaun Moore,1040.0,.583,+9,0,0,3,.000
0,ORL,.250,4,124,0,.250,53.8,20130304,0,0.0,.250,20.0,0.0,1,0,0.0,1,0,1,0.0,0.0,0,.000,2,20.5,86,1,0,5,0,-11.0,Beno Udrih,690.0,.250,+5,0,0,0,.000
1,ORL,0,0,100,0,0,0.0,20130304,0,20.9,0,0,30.8,0,0,0.0,0,0,1,0.0,15.4,0,0,0,0.0,0,0,0,0,1,2.0,DeQuan Jones,234.0,0,+2,0,0,1,0
