threepar,trb,trb_pct,date,team_abbr,orb_pct,ft,drb_pct,blk,efg_pct,bpm,ast,tov,blk_pct,fta,pf,drtg,ftr,sp,tov_pct,fg,threep,orb,stl_pct,ast_pct,ortg,ft_pct,fg_pct,threep_pct,pm,ts_pct,inactive,stl,usg_pct,pts,fga,threepa,player_name,starter,drb
.105,7,9.7,20090121,NJN,5.2,2,14.8,2,.474,-4.0,3,3,3.9,3,4,118,.158,2622.0,12.9,9,0,2,0.0,12.2,96,.667,.474,.000,-12,.492,0,0,26.2,20,19,2,Vince Carter,1,5
.556,4,6.8,20090121,NJN,0.0,1,14.4,0,.833,5.1,0,1,0.0,1,3,114,.111,2160.0,9.6,6,3,0,3.0,0.0,146,1.000,.667,.600,-8,.847,0,2,14.2,16,9,5,Bobby Simmons,1,4
.000,3,5.5,20090121,NJN,3.5,0,7.9,0,.500,-11.9,0,3,0.0,0,2,122,.000,1979.0,27.3,4,0,1,0.0,0.0,74,0,.500,0,-4,.500,0,0,16.3,8,8,0,Brook Lopez,1,2
.273,0,0.0,20090121,NJN,0.0,4,0.0,1,.091,-7.7,6,3,3.1,6,1,109,.545,1646.0,18.0,1,0,0,6.0,29.8,60,.667,.091,.000,-15,.220,0,3,29.7,6,11,3,Devin Harris,1,0
.200,10,36.9,20090121,NJN,20.8,0,55.2,0,.400,-4.2,1,0,0.0,0,4,111,.000,987.0,0.0,2,0,3,0.0,9.4,116,0,.400,.000,-10,.400,0,0,14.9,4,5,1,Ryan Anderson,1,7
.444,0,0.0,20090121,NJN,0.0,1,0.0,0,.611,4.3,6,1,0.0,2,3,120,.222,1680.0,9.2,4,3,0,2.0,34.1,128,.500,.444,.750,+1,.607,0,1,19.0,12,9,4,Keyon Dooling,0,0
.333,5,11.5,20090121,NJN,8.7,0,14.7,1,.556,5.4,2,0,3.2,0,0,119,.000,1584.0,0.0,4,2,2,0.0,12.2,128,0,.444,.667,+7,.556,0,0,16.7,10,9,3,Jarvis Hayes,0,3
.000,6,24.3,20090121,NJN,7.6,0,43.2,0,.800,-0.4,0,0,0.0,4,2,114,.800,901.0,0.0,4,0,1,0.0,0.0,113,.000,.800,0,-6,.592,0,0,22.1,8,5,0,Josh Boone,0,5
.333,2,8.7,20090121,NJN,0.0,1,18.5,0,1.167,3.8,0,1,0.0,2,2,120,.667,841.0,20.5,3,1,0,0.0,0.0,143,.500,1.000,1.000,-3,1.031,0,0,17.1,8,3,1,Eduardo Nájera,0,2
0,0,0,20090121,NJN,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Maurice Ager,0,0
0,0,0,20090121,NJN,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Chris Douglas-Roberts,0,0
0,0,0,20090121,NJN,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Stromile Swift,0,0
