trb_pct,blk_pct,threep_pct,fg_pct,ast_pct,team_abbr,ts_pct,orb_pct,sp,orb,threepar,efg_pct,stl,pm,blk,fga,drb_pct,tov_pct,fta,player_name,usg_pct,pts,date,bpm,drtg,ft_pct,ftr,drb,ast,pf,stl_pct,ortg,fg,ft,trb,inactive,threep,threepa,tov,starter
1.3,2.0,.667,.375,26.5,PHI,.474,2.4,2313.0,1,.188,.438,1,-9,1,16,0.0,19.2,2,Jrue Holiday,25.3,16,20121121,-6.2,115,1.000,.125,0,5,3,1.4,85,6,2,1,0,2,3,4,1
15.5,2.1,0,.417,10.9,PHI,.427,7.8,2173.0,3,.000,.417,2,0,1,12,24.7,7.2,2,Thaddeus Young,17.9,11,20121121,-2.5,99,.500,.167,8,2,2,3.0,93,5,1,11,0,0,0,1,1
14.2,2.1,.000,.385,38.5,PHI,.419,2.6,2154.0,1,.077,.385,2,+4,1,13,28.0,12.3,3,Evan Turner,21.3,12,20121121,0.6,97,.667,.231,9,7,3,3.0,91,5,2,10,0,0,1,2,1
3.6,5.4,.333,.462,0.0,PHI,.576,3.3,1707.0,1,.462,.538,3,-15,2,13,3.9,0.0,2,Jason Richardson,22.8,16,20121121,9.2,101,1.000,.154,1,0,2,5.7,118,6,2,2,0,2,6,0,1
7.4,3.7,0,.667,8.8,PHI,.644,4.5,1243.0,1,.000,.667,1,-1,1,3,10.8,0.0,2,Kwame Brown,8.8,5,20121121,-0.5,106,.500,.667,2,1,2,2.6,140,2,1,3,0,0,0,0,1
8.1,2.4,.000,.308,0.0,PHI,.416,3.0,1896.0,1,.154,.308,2,-2,1,13,14.1,0.0,6,Nick Young,23.1,13,20121121,-2.4,103,.833,.462,4,0,0,3.4,93,4,5,5,0,0,2,0,0
13.7,8.2,.000,.400,19.9,PHI,.368,15.1,1121.0,3,.200,.400,1,-4,2,5,11.9,0.0,1,Spencer Hawes,13.6,4,20121121,2.6,102,.000,.200,2,2,0,2.9,104,2,0,5,0,0,1,0,0
3.0,8.9,.000,.143,10.0,PHI,.342,0.0,1026.0,0,.429,.143,0,-7,2,7,6.5,0.0,4,Dorell Wright,23.9,6,20121121,-6.2,111,1.000,.571,1,1,2,0.0,82,1,4,1,0,0,3,0,0
6.7,0.0,.000,.000,0.0,PHI,.000,0.0,459.0,0,.500,.000,0,-1,0,2,14.6,0.0,0,Royal Ivey,12.2,0,20121121,-20.8,112,0,.000,1,0,0,0.0,0,0,0,1,0,0,1,0,0
0.0,0.0,0,.000,0.0,PHI,.000,0.0,166.0,0,.000,.000,0,-5,0,2,0.0,0.0,0,Damien Wilkins,33.8,0,20121121,-36.4,120,0,.000,0,0,0,0.0,0,0,0,0,0,0,0,0,0
0.0,0.0,0,0,0.0,PHI,0,0.0,140.0,0,0,0,0,-5,0,0,0.0,0,0,Lavoy Allen,0.0,0,20121121,-29.4,115,0,0,0,0,2,0.0,0,0,0,0,0,0,0,0,0
