trb_pct,orb_pct,usg_pct,fg_pct,pf,ast,pm,efg_pct,pts,trb,team_abbr,ts_pct,orb,fga,tov_pct,drtg,tov,ft,inactive,ortg,starter,ftr,blk_pct,player_name,drb_pct,threep_pct,bpm,threepar,threepa,date,fg,ft_pct,fta,drb,threep,ast_pct,stl,stl_pct,blk,sp
8.1,1.8,29.7,.240,3,6,-5,.240,18,8,CHI,.326,1,25,9.8,91,3,6,0,74,1,.240,0.0,DeMar DeRozan,16.3,.000,-0.5,.080,2,20220417,6,1.000,6,7,0,27.6,3,3.4,0,2576.0
19.0,15.8,34.7,.333,3,3,-5,.370,24,17,CHI,.411,8,27,9.3,90,3,4,0,90,1,.185,5.4,Nikola Vučević,23.3,.200,5.2,.370,10,20220417,9,.800,5,9,2,18.8,1,1.2,2,2318.0
11.8,0.0,27.0,.316,5,3,-11,.368,18,10,CHI,.434,0,19,12.6,90,3,4,0,84,1,.211,2.8,Zach LaVine,27.3,.200,0.4,.526,10,20220417,6,1.000,4,10,2,17.0,1,1.3,1,2197.0
3.9,2.3,8.9,.429,5,2,-10,.500,7,3,CHI,.500,1,7,0.0,94,0,0,0,115,1,.000,0.0,Alex Caruso,6.1,.200,-0.3,.714,5,20220417,3,0,0,2,1,11.0,2,2.9,0,1971.0
5.6,0.0,10.3,.333,3,0,-13,.333,5,3,CHI,.525,0,3,17.4,90,1,3,0,92,1,1.333,0.0,Patrick Williams,12.9,.000,-2.4,.667,2,20220417,1,.750,4,3,0,0.0,2,4.2,0,1392.0
7.6,0.0,18.2,.500,1,0,+4,.600,12,4,CHI,.600,0,10,0.0,98,0,0,0,119,0,.000,0.0,Coby White,17.5,.333,4.2,.600,6,20220417,5,0,0,4,2,0.0,0,0.0,0,1372.0
5.1,4.5,2.4,.000,1,0,+5,.000,0,2,CHI,.000,1,1,0.0,95,0,0,0,48,0,.000,0.0,Javonte Green,5.9,0,-4.8,.000,0,20220417,0,0,0,1,0,0.0,1,2.8,0,1023.0
8.9,15.7,4.3,.000,0,1,+3,.000,0,2,CHI,.000,2,1,0.0,104,0,0,0,98,0,.000,0.0,Derrick Jones Jr.,0.0,.000,-2.3,1.000,1,20220417,0,0,0,0,0,16.0,0,0.0,0,582.0
9.9,8.7,9.5,.000,1,2,+1,.000,0,2,CHI,.000,1,1,50.0,99,1,0,0,53,0,.000,0.0,Ayo Dosunmu,11.5,.000,-7.5,1.000,1,20220417,0,0,0,1,0,35.5,0,0.0,0,524.0
11.7,20.5,11.2,.500,0,0,-4,.500,2,2,CHI,.500,2,2,0.0,104,0,0,0,128,0,.000,0.0,Tristan Thompson,0.0,0,-0.2,.000,0,20220417,1,0,0,0,0,0.0,0,0.0,0,445.0
0,0,0,0,0,0,0,0,0,0,CHI,0,0,0,0,0,0,0,0,0,0,0,0,Tony Bradley,0,0,0,0,0,20220417,0,0,0,0,0,0,0,0,0,0.0
0,0,0,0,0,0,0,0,0,0,CHI,0,0,0,0,0,0,0,0,0,0,0,0,Marko Simonovic,0,0,0,0,0,20220417,0,0,0,0,0,0,0,0,0,0.0
0,0,0,0,0,0,0,0,0,0,CHI,0,0,0,0,0,0,0,0,0,0,0,0,Troy Brown Jr.,0,0,0,0,0,20220417,0,0,0,0,0,0,0,0,0,0.0
6.6,5.1,22.2,.375,3,6,+11,.406,15,6,MIL,.444,2,16,19.2,89,4,2,0,89,1,.125,0.0,Jrue Holiday,7.8,.250,1.3,.250,4,20220417,6,1.000,2,4,1,27.6,2,2.5,0,2353.0
