trb_pct,orb_pct,usg_pct,fg_pct,pf,ast,pm,efg_pct,pts,trb,team_abbr,ts_pct,orb,fga,tov_pct,drtg,tov,ft,inactive,ortg,starter,ftr,blk_pct,player_name,drb_pct,threep_pct,bpm,threepar,threepa,date,fg,ft_pct,fta,drb,threep,ast_pct,stl,stl_pct,blk,sp
8.7,3.7,21.2,.300,1,4,+16,.450,9,5,TOR,.431,1,10,27.7,93,4,0,0,77,1,.100,2.4,Kyle Lowry,13.2,.333,-3.9,.900,9,20180124,3,.000,1,4,3,20.3,1,1.7,1,1674.0
5.4,3.8,26.9,.333,1,4,+11,.375,14,3,TOR,.478,1,12,17.0,97,3,5,0,97,1,.500,0.0,DeMar DeRozan,6.9,.500,-3.1,.167,2,20180124,4,.833,6,2,1,22.4,1,1.7,0,1617.0
6.0,4.2,18.4,.444,4,2,+17,.556,12,3,TOR,.607,1,9,9.2,94,1,2,0,122,1,.222,2.7,Serge Ibaka,7.6,.500,3.3,.444,4,20180124,4,1.000,2,2,2,12.7,1,1.9,1,1456.0
26.2,17.0,27.8,.500,3,3,+19,.500,16,13,TOR,.522,4,14,6.1,81,1,2,0,117,1,.214,8.2,Jonas Valančiūnas,34.5,.000,9.4,.071,1,20180124,7,.667,3,9,0,23.8,1,1.9,3,1446.0
10.2,4.3,8.6,.800,1,1,+8,1.000,10,5,TOR,1.000,1,5,0.0,96,0,0,0,197,1,.000,2.8,OG Anunoby,15.5,.667,9.0,.600,3,20180124,4,0,0,4,2,6.5,0,0.0,1,1429.0
9.6,5.0,13.9,.600,2,1,+6,.600,6,4,TOR,.510,1,5,14.5,91,1,0,0,94,0,.400,3.2,Pascal Siakam,13.6,.000,-1.0,.400,2,20180124,3,.000,2,3,0,7.4,1,2.3,1,1218.0
18.4,5.5,22.9,.667,2,5,+13,.889,19,7,TOR,.921,1,9,0.0,73,0,3,0,194,0,.333,10.7,Fred VanVleet,30.0,.667,43.2,.667,6,20180124,6,1.000,3,6,4,55.5,2,5.1,3,1108.0
10.6,0.0,15.2,.250,0,2,+2,.250,5,4,TOR,.434,0,4,14.8,91,1,3,0,94,0,1.000,0.0,Delon Wright,20.2,.000,-2.8,.250,1,20180124,1,.750,4,4,0,14.5,1,2.6,0,1095.0
13.8,11.6,23.4,.429,3,0,+11,.429,6,5,TOR,.429,2,7,30.0,86,3,0,0,67,0,.000,7.5,Jakob Poeltl,15.8,0,-9.6,.000,0,20180124,3,0,0,3,0,0.0,1,2.7,2,1053.0
0.0,0.0,24.1,.375,3,1,+8,.500,9,0,TOR,.507,0,8,0.0,103,0,1,0,110,0,.250,0.0,C.J. Miles,0.0,.500,-3.1,.500,4,20180124,3,.500,2,0,2,10.8,0,0.0,0,907.0
4.4,0.0,11.1,.000,2,2,-8,.000,0,1,TOR,.000,0,2,33.3,91,1,0,0,39,0,.000,0.0,Norman Powell,8.3,.000,-8.6,.500,1,20180124,0,0,0,1,0,22.2,1,4.2,0,664.0
7.6,0.0,18.6,.000,0,0,-15,.000,0,1,TOR,.000,0,2,0.0,98,0,0,0,0,0,1.000,0.0,Lucas Nogueira,14.5,.000,-22.3,1.000,2,20180124,0,.000,2,1,0,0.0,0,0.0,0,381.0
8.3,0.0,28.0,.500,0,0,-13,.500,2,1,TOR,.500,0,2,50.0,98,2,0,0,43,0,.000,0.0,Alfonzo McKinnie,15.7,.000,-19.8,.500,1,20180124,1,0,0,1,0,0.0,0,0.0,0,352.0
14.2,10.1,35.6,.421,5,2,-18,.474,20,8,ATL,.503,3,19,16.8,102,4,2,0,91,1,.105,0.0,Dennis Schröder,18.6,.500,2.3,.211,4,20180124,8,1.000,2,5,2,15.3,2,3.4,0,1643.0
