blk,team_abbr,fg_pct,fga,drtg,stl,efg_pct,ast_pct,date,threep,blk_pct,threepar,tov_pct,drb_pct,fg,ft,stl_pct,tov,starter,pf,orb_pct,trb_pct,ft_pct,threep_pct,pts,usg_pct,ortg,threepa,orb,ast,drb,bpm,player_name,sp,ts_pct,pm,fta,inactive,trb,ftr
3,HOU,.529,17,99,2,.529,23.1,20120402,0,5.5,.000,10.5,19.6,9,0,2.7,2,1,3,14.3,17.0,0,0,18,22.1,117,0,5,6,7,8.5,Luis Scola,2396.0,.529,+13,0,0,12,.000
1,HOU,.286,14,112,1,.286,3.6,20120402,0,2.0,.214,11.0,0.0,4,5,1.5,2,1,2,0.0,0.0,1.000,.000,13,23.4,84,3,0,1,0,-9.7,Courtney Lee,2167.0,.401,+5,5,0,0,.357
1,HOU,.667,12,101,4,.667,29.7,20120402,0,2.3,.000,6.2,0.0,8,5,6.7,1,1,1,3.5,1.8,.714,0,21,23.2,145,0,1,6,0,18.1,Goran Dragić,1935.0,.696,+8,7,0,1,.583
0,HOU,.500,12,99,1,.500,9.7,20120402,0,0.0,.167,7.7,29.3,6,0,1.8,1,1,2,11.2,20.4,0,.000,12,19.8,111,2,3,2,8,-0.2,Marcus Camby,1831.0,.500,+12,0,0,11,.000
0,HOU,.429,7,104,2,.429,4.7,20120402,0,0.0,.143,12.5,8.1,3,0,3.9,1,1,3,0.0,4.1,0,.000,6,13.4,84,1,0,1,2,-6.2,Chandler Parsons,1663.0,.429,+14,0,0,2,.000
0,HOU,.500,10,112,0,.650,17.0,20120402,3,0.0,.400,0.0,8.6,5,0,0.0,0,0,2,4.4,6.5,0,.750,13,17.9,146,4,1,3,2,6.5,Chase Budinger,1556.0,.650,+2,0,0,3,.000
0,HOU,.667,3,105,1,.667,0.0,20120402,0,0.0,.000,0.0,11.1,2,1,2.7,0,0,2,11.4,11.3,.500,0,5,9.0,146,0,2,0,2,-0.9,Patrick Patterson,1204.0,.644,-2,2,0,4,.667
0,HOU,.500,8,107,0,.563,30.7,20120402,1,0.0,.250,11.1,21.3,4,0,0.0,1,0,1,0.0,10.8,0,.500,9,26.6,113,2,0,3,3,1.7,Earl Boykins,945.0,.563,-2,0,0,3,.000
0,HOU,.000,4,117,0,.000,0.0,20120402,0,0.0,.250,0.0,0.0,0,0,0.0,0,0,0,18.3,9.1,0,.000,0,29.9,21,1,1,0,0,-32.5,Marcus Morris,374.0,.000,-9,0,0,1,.000
0,HOU,.500,2,103,0,.500,26.3,20120402,0,0.0,.000,0.0,20.4,1,0,0.0,0,0,2,0.0,10.3,0,0,2,17.0,123,0,0,1,1,-1.6,Samuel Dalembert,329.0,.500,-11,0,0,1,.000
