threepar,trb,trb_pct,date,team_abbr,orb_pct,ft,drb_pct,blk,efg_pct,bpm,ast,tov,blk_pct,fta,pf,drtg,ftr,sp,tov_pct,fg,threep,orb,stl_pct,ast_pct,ortg,ft_pct,fg_pct,threep_pct,pm,ts_pct,inactive,stl,usg_pct,pts,fga,threepa,player_name,starter,drb
.222,10,12.6,20131125,CHI,2.5,10,22.7,0,.389,4.2,2,2,0.0,13,3,95,.722,2684.0,7.8,7,0,1,0.0,10.4,107,.769,.389,.000,-8,.506,0,0,27.9,24,18,4,Luol Deng,1,9
.000,16,21.8,20131125,CHI,13.6,2,29.9,1,.522,6.3,1,6,1.9,2,4,85,.087,2485.0,20.1,12,0,5,2.7,8.2,95,1.000,.522,0,-7,.544,0,2,35.0,26,23,0,Carlos Boozer,1,11
.000,2,3.2,20131125,CHI,0.0,1,6.3,0,.000,-8.8,4,2,0.0,2,3,102,.500,2139.0,29.1,0,0,0,0.0,19.2,40,.500,.000,0,-14,.102,0,0,9.4,1,4,0,Kirk Hinrich,1,2
.000,13,22.5,20131125,CHI,20.8,2,24.3,1,.500,-0.9,0,2,2.4,4,6,93,.500,1953.0,17.0,4,0,6,0.0,0.0,103,.500,.500,0,+4,.512,0,0,17.5,10,8,0,Joakim Noah,1,7
.714,1,2.2,20131125,CHI,0.0,2,4.4,0,.500,0.7,0,1,0.0,2,1,102,.286,1542.0,11.3,3,1,0,0.0,0.0,110,1.000,.429,.200,-1,.571,0,0,16.8,9,7,5,Tony Snell,1,1
.375,2,3.2,20131125,CHI,3.2,1,3.2,0,.125,-7.1,3,2,0.0,2,3,99,.250,2135.0,18.4,1,0,1,1.6,15.1,48,.500,.125,.000,-3,.169,0,1,14.8,3,8,3,Mike Dunleavy,0,1
.000,5,10.2,20131125,CHI,4.1,2,16.3,0,.375,-2.6,0,1,0.0,3,4,93,.375,1659.0,9.7,3,0,1,2.1,0.0,89,.667,.375,0,-6,.429,0,1,18.1,8,8,0,Taj Gibson,0,4
1.000,0,0.0,20131125,CHI,0.0,0,0.0,0,.000,-10.7,0,1,0.0,0,1,104,.000,859.0,50.0,0,0,0,0.0,0.0,0,0,.000,.000,+9,.000,0,0,6.8,0,1,1,Marquis Teague,0,0
0,0,0.0,20131125,CHI,0.0,0,0.0,0,0,-2.1,0,0,0.0,0,0,104,0,263.0,0,0,0,0,0.0,0.0,0,0,0,0,-3,0,0,0,0.0,0,0,0,Nazr Mohammed,0,0
.000,0,0.0,20131125,CHI,0.0,0,0.0,0,.500,-9.9,1,1,0.0,0,1,104,.000,181.0,33.3,1,0,0,0.0,100.0,79,0,.500,0,-1,.500,0,0,48.2,2,2,0,Mike James,0,0
0,0,0,20131125,CHI,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Erik Murphy,0,0
.000,6,7.2,20131125,UTA,2.4,5,12.0,1,.333,6.1,12,1,1.7,7,3,91,.467,2819.0,5.2,5,0,1,1.2,49.5,109,.714,.333,0,+7,.415,0,1,19.9,15,15,0,Gordon Hayward,1,5
.500,9,11.6,20131125,UTA,0.0,0,23.1,0,.607,4.8,1,0,0.0,0,4,87,.000,2635.0,0.0,7,3,0,1.3,4.9,122,0,.500,.429,+14,.607,0,1,15.6,17,14,7,Marvin Williams,1,9
.250,3,4.5,20131125,UTA,3.0,3,5.9,1,.750,3.0,1,3,2.1,3,2,95,.375,2278.0,24.4,5,2,1,0.0,5.4,117,1.000,.625,1.000,+12,.805,0,0,15.9,15,8,2,Richard Jefferson,1,2
.294,6,9.9,20131125,UTA,0.0,2,19.8,0,.353,-7.1,4,5,0.0,2,3,88,.118,2053.0,21.9,5,2,0,1.7,24.5,70,1.000,.294,.400,+13,.391,0,1,32.7,14,17,5,Trey Burke,1,6
.000,7,15.0,20131125,UTA,12.8,4,17.1,1,.375,-0.4,0,2,3.0,5,6,77,.625,1584.0,16.4,3,0,3,6.5,0.0,95,.800,.375,0,-1,.490,0,3,22.6,10,8,0,Derrick Favors,1,4
.000,5,12.1,20131125,UTA,19.4,1,4.9,0,.571,6.0,2,2,0.0,1,3,87,.143,1393.0,21.2,4,0,4,4.9,19.1,111,1.000,.571,0,+1,.605,0,2,19.9,9,7,0,Jeremy Evans,0,1
.000,9,23.7,20131125,UTA,15.8,0,31.6,1,.500,0.1,0,0,3.7,0,3,84,.000,1286.0,0.0,2,0,3,0.0,0.0,125,0,.500,0,0,.500,0,0,9.1,4,4,0,Rudy Gobert,0,6
.125,0,0.0,20131125,UTA,0.0,1,0.0,0,.125,-13.8,1,0,0.0,1,0,99,.125,1127.0,0.0,1,0,0,0.0,9.3,49,1.000,.125,.000,-7,.178,0,0,22.0,3,8,1,John Lucas III,0,0
.500,0,0.0,20131125,UTA,0.0,0,0.0,0,.250,-18.9,1,2,0.0,0,1,99,.000,725.0,33.3,1,0,0,0.0,15.3,41,0,.250,.000,-9,.250,0,0,24.3,2,4,2,Alec Burks,0,0
0,0,0,20131125,UTA,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mike Harris,0,0
0,0,0,20131125,UTA,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ian Clark,0,0
0,0,0,20131125,UTA,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Diante Garrett,0,0
0,0,0,20131125,CHI,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Jimmy Butler,0,0
0,0,0,20131125,CHI,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Derrick Rose,0,0
0,0,0,20131125,UTA,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Enes Freedom,0,0
0,0,0,20131125,UTA,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Brandon Rush,0,0
