trb_pct,blk_pct,threep_pct,fg_pct,ast_pct,team_abbr,ts_pct,orb_pct,sp,orb,threepar,efg_pct,stl,pm,blk,fga,drb_pct,tov_pct,fta,player_name,usg_pct,pts,date,bpm,drtg,ft_pct,ftr,drb,ast,pf,stl_pct,ortg,fg,ft,trb,inactive,threep,threepa,tov,starter
6.2,0.0,.600,.563,40.5,MEM,.635,0.0,1836.0,0,.313,.656,1,-13,0,16,14.7,5.5,3,Tyreke Evans,26.0,22,20171230,7.7,146,.333,.188,3,9,1,1.6,140,9,1,3,0,3,5,1,1
13.5,0.0,1.000,.769,5.4,MEM,.943,3.9,1686.0,1,.308,.923,2,-19,0,13,26.7,12.3,3,Marc Gasol,25.2,27,20171230,12.2,140,1.000,.231,5,1,4,3.6,158,10,3,6,0,4,4,2,1
2.6,0.0,.000,.167,4.2,MEM,.322,0.0,1468.0,0,.167,.167,0,-16,0,6,6.1,0.0,4,Dillon Brooks,13.8,5,20171230,-15.0,151,.750,.667,1,1,1,0.0,85,1,3,1,0,0,1,0,1
25.5,0.0,.000,.375,14.1,MEM,.375,33.1,1187.0,6,.063,.375,0,-14,0,16,15.2,5.9,0,JaMychal Green,37.3,12,20171230,-16.1,150,0,.000,2,2,2,0.0,104,6,0,8,0,0,1,1,1
4.1,0.0,.500,.200,20.3,MEM,.370,0.0,928.0,0,.400,.300,0,-15,0,5,9.7,0.0,4,Andrew Harrison,19.0,5,20171230,-10.8,150,.500,.800,1,3,2,0.0,107,1,2,1,0,1,2,0,1
2.1,0.0,.750,.700,12.4,MEM,.850,0.0,1833.0,0,.400,.850,2,+3,0,10,4.9,0.0,0,Kobi Simmons,14.2,17,20171230,6.7,143,0,.000,1,3,2,3.3,175,7,0,1,0,3,4,0,0
9.9,0.0,1.000,.500,9.1,MEM,.688,4.3,1531.0,1,.375,.688,1,+2,0,8,17.6,0.0,0,James Ennis III,13.6,11,20171230,2.8,145,0,.000,3,2,1,2.0,153,4,0,4,0,3,3,0,0
8.0,0.0,1.000,.500,5.0,MEM,.563,0.0,1418.0,0,.125,.563,0,+4,0,8,19.0,11.1,0,Jarell Martin,16.5,9,20171230,-8.8,149,0,.000,3,1,2,0.0,105,4,0,3,0,1,1,1,0
18.6,0.0,0,.750,13.9,MEM,.753,19.3,1019.0,3,.000,.750,0,+8,0,4,17.7,0.0,6,Deyonta Davis,17.0,10,20171230,4.9,149,.667,1.500,2,2,1,0.0,175,3,4,5,0,0,0,0,0
4.2,0.0,0,.200,28.2,MEM,.340,7.3,892.0,1,.000,.200,0,-5,0,5,0.0,0.0,2,Mario Chalmers,17.2,4,20171230,-10.7,151,1.000,.400,0,4,3,0.0,121,1,2,1,0,0,0,0,0
