season,age,team_abbr,lg,pos,g,gs,mp,fg,fga,fg_pct,threep,threepa,threep_pct,twop,twopa,twop_pct,efg_pct,ft,fta,ft_pct,orb,drb,trb,ast,stl,blk,tov,pf,pts,bbref_endpoint,player_name
2012,22.0,SAC,NBA,PG,65.0,37.0,25.5,3.9,8.8,0.44799999999999995,1.3,3.4,0.379,2.7,5.4,0.491,0.521,2.4,2.8,0.8320000000000001,0.7,1.8,2.6,4.1,0.8,0.1,1.6,1.9,11.5,/players/t/thomais02.html,Isaiah Thomas
2013,23.0,SAC,NBA,PG,79.0,62.0,26.9,4.6,10.5,0.44,1.5,4.1,0.358,3.2,6.5,0.491,0.509,3.2,3.6,0.882,0.4,1.7,2.0,4.0,0.8,0.0,1.8,2.1,13.9,/players/t/thomais02.html,Isaiah Thomas
2014,24.0,SAC,NBA,PG,72.0,54.0,34.7,6.9,15.2,0.45299999999999996,1.8,5.1,0.349,5.1,10.2,0.504,0.51,4.8,5.7,0.85,0.7,2.3,2.9,6.3,1.3,0.1,3.0,2.6,20.3,/players/t/thomais02.html,Isaiah Thomas
2015,25.0,PHO,NBA,PG,46.0,1.0,25.7,4.7,11.1,0.426,1.8,4.5,0.391,3.0,6.6,0.449,0.505,4.0,4.6,0.872,0.6,1.8,2.4,3.7,1.0,0.1,1.9,2.3,15.2,/players/t/thomais02.html,Isaiah Thomas
2015,25.0,BOS,NBA,PG,21.0,0.0,26.0,5.6,13.6,0.41100000000000003,2.3,6.6,0.345,3.3,7.0,0.473,0.495,5.6,6.5,0.861,0.3,1.8,2.1,5.4,0.6,0.0,2.6,2.1,19.0,/players/t/thomais02.html,Isaiah Thomas
2016,26.0,BOS,NBA,PG,82.0,79.0,32.2,7.2,16.9,0.428,2.0,5.7,0.359,5.2,11.2,0.462,0.488,5.8,6.6,0.871,0.6,2.4,3.0,6.2,1.1,0.1,2.7,2.0,22.2,/players/t/thomais02.html,Isaiah Thomas
2017,27.0,BOS,NBA,PG,76.0,76.0,33.8,9.0,19.4,0.46299999999999997,3.2,8.5,0.379,5.8,10.9,0.528,0.546,7.8,8.5,0.909,0.6,2.1,2.7,5.9,0.9,0.2,2.8,2.2,28.9,/players/t/thomais02.html,Isaiah Thomas
2018,28.0,CLE,NBA,PG,15.0,14.0,27.1,4.7,12.9,0.361,1.5,5.8,0.253,3.2,7.1,0.449,0.418,3.9,4.5,0.868,0.5,1.6,2.1,4.5,0.6,0.1,2.7,1.7,14.7,/players/t/thomais02.html,Isaiah Thomas
2018,28.0,LAL,NBA,PG,17.0,1.0,26.8,5.1,13.4,0.38299999999999995,1.9,5.9,0.327,3.2,7.4,0.429,0.456,3.4,3.7,0.9209999999999999,0.6,1.5,2.1,5.0,0.4,0.1,3.2,1.9,15.6,/players/t/thomais02.html,Isaiah Thomas
2019,29.0,DEN,NBA,SG,12.0,0.0,15.1,2.8,8.3,0.34299999999999997,1.0,3.6,0.27899999999999997,1.8,4.7,0.39299999999999996,0.40399999999999997,1.4,2.3,0.63,0.4,0.7,1.1,1.9,0.4,0.1,1.5,1.4,8.1,/players/t/thomais02.html,Isaiah Thomas
2020,30.0,WAS,NBA,PG,40.0,37.0,23.1,4.4,10.7,0.408,2.0,4.7,0.413,2.4,5.9,0.405,0.5,1.6,1.9,0.816,0.3,1.4,1.7,3.7,0.3,0.2,1.9,1.9,12.2,/players/t/thomais02.html,Isaiah Thomas
2021,31.0,NOP,NBA,PG,3.0,0.0,16.0,3.0,9.0,0.33299999999999996,1.0,4.0,0.25,2.0,5.0,0.4,0.389,0.7,0.7,1.0,0.3,1.0,1.3,1.7,0.3,0.0,2.0,1.0,7.7,/players/t/thomais02.html,Isaiah Thomas
