season,age,team_abbr,lg,pos,g,gs,mp,fg,fga,fg_pct,threep,threepa,threep_pct,twop,twopa,twop_pct,efg_pct,ft,fta,ft_pct,orb,drb,trb,ast,stl,blk,tov,pf,pts,bbref_endpoint,player_name
2010,21.0,ATL,NBA,PG,71.0,3.0,10.1,1.3,3.2,0.396,0.1,0.5,0.21899999999999997,1.2,2.7,0.426,0.41200000000000003,0.6,0.7,0.8370000000000001,0.1,0.9,0.9,1.7,0.5,0.2,0.7,1.2,3.2,/players/t/teaguje01.html,Jeff Teague
2011,22.0,ATL,NBA,PG,70.0,7.0,13.8,1.9,4.3,0.43799999999999994,0.3,0.7,0.375,1.6,3.7,0.449,0.467,1.1,1.4,0.794,0.2,1.3,1.5,2.0,0.6,0.4,0.9,1.2,5.2,/players/t/teaguje01.html,Jeff Teague
2012,23.0,ATL,NBA,PG,66.0,66.0,33.1,4.8,10.2,0.47600000000000003,0.8,2.3,0.342,4.1,7.9,0.514,0.514,2.1,2.8,0.757,0.3,2.1,2.4,4.9,1.6,0.6,2.0,2.2,12.6,/players/t/teaguje01.html,Jeff Teague
2013,24.0,ATL,NBA,PG,80.0,78.0,32.9,5.5,12.2,0.451,1.1,3.1,0.359,4.4,9.1,0.48200000000000004,0.496,2.5,2.8,0.8809999999999999,0.3,1.9,2.3,7.2,1.5,0.4,2.9,2.3,14.6,/players/t/teaguje01.html,Jeff Teague
2014,25.0,ATL,NBA,PG,79.0,79.0,32.2,5.8,13.2,0.43799999999999994,0.9,2.8,0.32899999999999996,4.8,10.3,0.469,0.474,4.0,4.8,0.846,0.4,2.2,2.6,6.7,1.1,0.2,2.9,2.0,16.5,/players/t/teaguje01.html,Jeff Teague
2015,26.0,ATL,NBA,PG,73.0,72.0,30.5,5.6,12.2,0.46,1.0,2.8,0.34299999999999997,4.6,9.3,0.496,0.5,3.8,4.4,0.862,0.4,2.1,2.5,7.0,1.7,0.4,2.8,1.9,15.9,/players/t/teaguje01.html,Jeff Teague
2016,27.0,ATL,NBA,PG,79.0,78.0,28.5,5.5,12.5,0.439,1.4,3.5,0.4,4.1,9.0,0.45399999999999996,0.495,3.3,3.9,0.8370000000000001,0.4,2.3,2.7,5.9,1.2,0.3,2.8,2.1,15.7,/players/t/teaguje01.html,Jeff Teague
2017,28.0,IND,NBA,PG,82.0,82.0,32.4,4.9,11.1,0.442,1.1,3.1,0.35700000000000004,3.8,8.0,0.475,0.49200000000000005,4.4,5.1,0.867,0.4,3.6,4.0,7.8,1.2,0.4,2.6,2.0,15.3,/players/t/teaguje01.html,Jeff Teague
2018,29.0,MIN,NBA,PG,70.0,70.0,33.0,5.1,11.3,0.446,1.2,3.3,0.368,3.9,8.1,0.47700000000000004,0.499,2.9,3.4,0.845,0.3,2.6,3.0,7.0,1.5,0.3,2.5,2.4,14.2,/players/t/teaguje01.html,Jeff Teague
2019,30.0,MIN,NBA,PG,42.0,41.0,30.1,4.2,9.9,0.423,0.8,2.5,0.33299999999999996,3.4,7.4,0.45299999999999996,0.465,2.9,3.6,0.804,0.4,2.1,2.5,8.2,1.0,0.4,2.3,2.1,12.1,/players/t/teaguje01.html,Jeff Teague
2020,31.0,MIN,NBA,PG,34.0,13.0,27.8,4.3,9.5,0.44799999999999995,1.0,2.6,0.379,3.3,7.0,0.473,0.498,3.7,4.2,0.868,0.4,2.1,2.6,6.1,0.7,0.4,2.2,2.1,13.2,/players/t/teaguje01.html,Jeff Teague
2020,31.0,ATL,NBA,PG,25.0,4.0,20.8,2.7,6.6,0.41200000000000003,0.4,1.2,0.33299999999999996,2.3,5.4,0.43,0.442,1.9,2.1,0.887,0.5,1.7,2.2,4.0,0.8,0.2,1.6,1.4,7.7,/players/t/teaguje01.html,Jeff Teague
2021,32.0,BOS,NBA,PG,34.0,5.0,18.1,2.3,5.5,0.415,0.8,1.6,0.46399999999999997,1.5,3.9,0.39399999999999996,0.484,1.5,1.8,0.836,0.3,1.4,1.7,2.1,0.8,0.2,1.1,1.3,6.9,/players/t/teaguje01.html,Jeff Teague
2021,32.0,MIL,NBA,PG,21.0,2.0,15.9,2.1,4.6,0.469,0.5,1.2,0.385,1.7,3.3,0.5,0.521,1.8,2.1,0.8640000000000001,0.2,1.2,1.5,2.8,0.4,0.2,1.2,0.6,6.6,/players/t/teaguje01.html,Jeff Teague
