datetime,spread,decimal_odds,vegas_odds,sportsbook,team_abbr,home_abbr,away_abbr,bet_type_id
2007-10-30 16:10:46-04:00,0,11.5,1050,5Dimes,POR,SAS,POR,1
2007-10-30 16:10:46-04:00,0,1.08,-1250,5Dimes,SAS,SAS,POR,1
2007-10-30 14:38:50-04:00,0,10.5,950,Bet365,POR,SAS,POR,1
2007-10-30 14:38:50-04:00,0,1.0625,-1600,Bet365,SAS,SAS,POR,1
2007-10-30 16:12:03-04:00,0,11.5,1050,Pinnacle,POR,SAS,POR,1
2007-10-30 16:12:03-04:00,0,1.0689655172413792,-1450,Pinnacle,SAS,SAS,POR,1
2007-10-30 08:54:25-04:00,0,3.05,205,5Dimes,LAL,LAL,HOU,1
2007-10-30 08:54:25-04:00,0,1.4444444444444444,-225,5Dimes,HOU,LAL,HOU,1
2007-10-30 17:49:17-04:00,0,3.1,210,Bet365,LAL,LAL,HOU,1
2007-10-30 17:49:17-04:00,0,1.4,-250,Bet365,HOU,LAL,HOU,1
2007-10-30 18:43:18-04:00,0,2.9,190,Bodog Sportsbook,LAL,LAL,HOU,1
2007-10-30 18:43:18-04:00,0,1.434782608695652,-230,Bodog Sportsbook,HOU,LAL,HOU,1
2007-10-30 18:52:29-04:00,0,3.0,200,Pinnacle,LAL,LAL,HOU,1
2007-10-30 18:52:29-04:00,0,1.4545454545454546,-220,Pinnacle,HOU,LAL,HOU,1
2007-10-30 17:47:17-04:00,0,2.03,103,5Dimes,UTA,GSW,UTA,1
2007-10-30 17:47:17-04:00,0,1.8849557522123894,-113,5Dimes,GSW,GSW,UTA,1
2007-10-30 16:26:28-04:00,0,2.0,100,Bet365,UTA,GSW,UTA,1
2007-10-30 16:26:28-04:00,0,1.8333333333333333,-120,Bet365,GSW,GSW,UTA,1
2007-10-30 18:21:50-04:00,0,2.04,104,Pinnacle,UTA,GSW,UTA,1
2007-10-30 18:21:50-04:00,0,1.8771929824561404,-114,Pinnacle,GSW,GSW,UTA,1
2007-10-31 14:50:55-04:00,0,1.3846153846153846,-260,5Dimes,TOR,TOR,PHI,1
2007-10-31 14:50:55-04:00,0,3.4,240,5Dimes,PHI,TOR,PHI,1
2007-10-31 14:59:54-04:00,0,1.3174603174603174,-315,Bet365,TOR,TOR,PHI,1
2007-10-31 14:59:54-04:00,0,3.55,255,Bet365,PHI,TOR,PHI,1
2007-10-31 15:08:51-04:00,0,1.3571428571428572,-280,Bodog Sportsbook,TOR,TOR,PHI,1
2007-10-31 15:08:51-04:00,0,3.4,240,Bodog Sportsbook,PHI,TOR,PHI,1
2007-10-31 15:00:12-04:00,0,1.3703703703703705,-270,Pinnacle,TOR,TOR,PHI,1
2007-10-31 15:00:12-04:00,0,3.5,250,Pinnacle,PHI,TOR,PHI,1
2007-10-31 15:10:55-04:00,0,1.3846153846153846,-260,5Dimes,ORL,ORL,MIL,1
2007-10-31 15:10:55-04:00,0,3.4,240,5Dimes,MIL,ORL,MIL,1
2007-10-31 15:01:09-04:00,0,1.3571428571428572,-280,Bet365,ORL,ORL,MIL,1
2007-10-31 15:01:09-04:00,0,3.3,230,Bet365,MIL,ORL,MIL,1
2007-10-31 15:04:50-04:00,0,1.3571428571428572,-280,Bodog Sportsbook,ORL,ORL,MIL,1
2007-10-31 15:04:50-04:00,0,3.4,240,Bodog Sportsbook,MIL,ORL,MIL,1
2007-10-31 15:09:53-04:00,0,1.3703703703703705,-270,Pinnacle,ORL,ORL,MIL,1
2007-10-31 15:09:53-04:00,0,3.5,250,Pinnacle,MIL,ORL,MIL,1
2007-10-31 15:10:54-04:00,0,1.8333333333333333,-120,5Dimes,WAS,IND,WAS,1
2007-10-31 15:10:54-04:00,0,2.1,110,5Dimes,IND,IND,WAS,1
2007-10-31 14:52:57-04:00,0,1.8,-125,Bet365,WAS,IND,WAS,1
2007-10-31 14:52:57-04:00,0,2.05,105,Bet365,IND,IND,WAS,1
2007-10-31 14:32:20-04:00,0,1.6896551724137931,-145,Bodog Sportsbook,WAS,IND,WAS,1
2007-10-31 14:32:20-04:00,0,2.25,125,Bodog Sportsbook,IND,IND,WAS,1
2007-10-31 15:07:31-04:00,0,1.819672131147541,-122,Pinnacle,WAS,IND,WAS,1
2007-10-31 15:07:31-04:00,0,2.12,112,Pinnacle,IND,IND,WAS,1
2007-10-31 15:26:22-04:00,0,2.1,110,5Dimes,CHI,BRK,CHI,1
2007-10-31 15:26:22-04:00,0,1.8333333333333333,-120,5Dimes,BRK,BRK,CHI,1
2007-10-31 15:26:11-04:00,0,2.05,105,Bet365,CHI,BRK,CHI,1
2007-10-31 15:26:11-04:00,0,1.8,-125,Bet365,BRK,BRK,CHI,1
2007-10-31 15:38:52-04:00,0,2.12,112,Pinnacle,CHI,BRK,CHI,1
2007-10-31 15:38:52-04:00,0,1.819672131147541,-122,Pinnacle,BRK,BRK,CHI,1
2007-10-31 16:07:50-04:00,0,1.7407407407407407,-135,5Dimes,DAL,CLE,DAL,1
2007-10-31 16:07:50-04:00,0,2.25,125,5Dimes,CLE,CLE,DAL,1
2007-10-31 14:55:00-04:00,0,1.6896551724137931,-145,Bet365,DAL,CLE,DAL,1
2007-10-31 14:55:00-04:00,0,2.25,125,Bet365,CLE,CLE,DAL,1
2007-10-31 14:54:21-04:00,0,1.6896551724137931,-145,Bodog Sportsbook,DAL,CLE,DAL,1
2007-10-31 14:54:21-04:00,0,2.25,125,Bodog Sportsbook,CLE,CLE,DAL,1
2007-10-31 16:02:53-04:00,0,1.7575757575757576,-132,Pinnacle,DAL,CLE,DAL,1
2007-10-31 16:02:53-04:00,0,2.22,122,Pinnacle,CLE,CLE,DAL,1
2007-10-31 13:19:20-04:00,0,5.2,420,5Dimes,SAC,NOP,SAC,1
2007-10-31 13:19:20-04:00,0,1.2105263157894737,-475,5Dimes,NOP,NOP,SAC,1
2007-10-31 14:13:32-04:00,0,5.25,425,Bet365,SAC,NOP,SAC,1
2007-10-31 14:13:32-04:00,0,1.1818181818181819,-550,Bet365,NOP,NOP,SAC,1
2007-10-31 14:59:50-04:00,0,5.5,450,Pinnacle,SAC,NOP,SAC,1
2007-10-31 14:59:50-04:00,0,1.2,-500,Pinnacle,NOP,NOP,SAC,1
2007-10-31 15:58:51-04:00,0,1.4,-250,5Dimes,SAS,MEM,SAS,1
2007-10-31 15:58:51-04:00,0,3.3,230,5Dimes,MEM,MEM,SAS,1
2007-10-31 15:29:59-04:00,0,1.3571428571428572,-280,Bet365,SAS,MEM,SAS,1
2007-10-31 15:29:59-04:00,0,3.3,230,Bet365,MEM,MEM,SAS,1
2007-10-31 15:33:19-04:00,0,1.3636363636363635,-275,Bodog Sportsbook,SAS,MEM,SAS,1
2007-10-31 15:33:19-04:00,0,3.35,235,Bodog Sportsbook,MEM,MEM,SAS,1
2007-10-31 16:09:33-04:00,0,1.392156862745098,-255,Pinnacle,SAS,MEM,SAS,1
2007-10-31 16:09:33-04:00,0,3.35,235,Pinnacle,MEM,MEM,SAS,1
2007-11-01 16:13:56-04:00,0,2.57,157,5Dimes,MIA,MIA,DET,1
2007-11-01 16:13:56-04:00,0,1.598802395209581,-167,5Dimes,DET,MIA,DET,1
2007-11-01 15:08:49-04:00,0,2.55,155,Bet365,MIA,MIA,DET,1
2007-11-01 15:08:49-04:00,0,1.5714285714285714,-175,Bet365,DET,MIA,DET,1
2007-11-01 14:48:05-04:00,0,2.55,155,Bodog Sportsbook,MIA,MIA,DET,1
2007-11-01 14:48:05-04:00,0,1.5714285714285714,-175,Bodog Sportsbook,DET,MIA,DET,1
2007-11-01 16:09:13-04:00,0,2.62,162,Pinnacle,MIA,MIA,DET,1
2007-11-01 16:09:13-04:00,0,1.5813953488372092,-172,Pinnacle,DET,MIA,DET,1
2007-11-01 15:36:24-04:00,0,1.6666666666666667,-150,5Dimes,UTA,UTA,HOU,1
2007-11-01 15:36:24-04:00,0,2.4,140,5Dimes,HOU,UTA,HOU,1
2007-11-01 16:09:36-04:00,0,1.625,-160,Bet365,UTA,UTA,HOU,1
2007-11-01 16:09:36-04:00,0,2.4,140,Bet365,HOU,UTA,HOU,1
