datetime,spread,decimal_odds,vegas_odds,sportsbook,team_abbr,home_abbr,away_abbr,bet_type_id
2007-10-30 15:49:20-04:00,13.0,1.9433962264150944,-106,5Dimes,POR,SAS,POR,2
2007-10-30 15:49:20-04:00,-13.0,1.9615384615384615,-104,5Dimes,SAS,SAS,POR,2
2007-10-30 14:38:50-04:00,13.5,1.9090909090909092,-110,Bet365,POR,SAS,POR,2
2007-10-30 14:38:50-04:00,-13.5,1.9090909090909092,-110,Bet365,SAS,SAS,POR,2
2007-10-30 15:04:48-04:00,13.5,1.9090909090909092,-110,Bodog Sportsbook,POR,SAS,POR,2
2007-10-30 15:04:48-04:00,-13.5,1.9090909090909092,-110,Bodog Sportsbook,SAS,SAS,POR,2
2007-10-30 16:18:28-04:00,13.0,1.970873786407767,-103,Pinnacle,POR,SAS,POR,2
2007-10-30 16:18:28-04:00,-13.0,1.9345794392523366,-107,Pinnacle,SAS,SAS,POR,2
2007-10-30 18:10:19-04:00,5.5,1.9259259259259258,-108,5Dimes,LAL,LAL,HOU,2
2007-10-30 18:10:19-04:00,-5.5,1.9803921568627452,-102,5Dimes,HOU,LAL,HOU,2
2007-10-30 16:19:50-04:00,6.0,1.9090909090909092,-110,Bet365,LAL,LAL,HOU,2
2007-10-30 16:19:50-04:00,-6.0,1.9090909090909092,-110,Bet365,HOU,LAL,HOU,2
2007-10-30 15:36:18-04:00,6.0,1.8695652173913044,-115,Bodog Sportsbook,LAL,LAL,HOU,2
2007-10-30 15:36:18-04:00,-6.0,1.9523809523809523,-105,Bodog Sportsbook,HOU,LAL,HOU,2
2007-10-30 18:52:29-04:00,5.5,1.9523809523809523,-105,Pinnacle,LAL,LAL,HOU,2
2007-10-30 18:52:29-04:00,-5.5,1.9523809523809523,-105,Pinnacle,HOU,LAL,HOU,2
2007-10-30 18:10:19-04:00,1.0,1.9345794392523366,-107,5Dimes,UTA,GSW,UTA,2
2007-10-30 18:10:19-04:00,-1.0,1.970873786407767,-103,5Dimes,GSW,GSW,UTA,2
2007-10-30 17:41:23-04:00,1.5,1.8695652173913044,-115,Bet365,UTA,GSW,UTA,2
2007-10-30 17:41:23-04:00,-1.5,1.9523809523809523,-105,Bet365,GSW,GSW,UTA,2
2007-10-30 15:26:17-04:00,2.0,1.8695652173913044,-115,Bodog Sportsbook,UTA,GSW,UTA,2
2007-10-30 15:26:17-04:00,-2.0,1.9523809523809523,-105,Bodog Sportsbook,GSW,GSW,UTA,2
2007-10-30 18:30:09-04:00,1.5,1.9009009009009008,-111,Pinnacle,UTA,GSW,UTA,2
2007-10-30 18:30:09-04:00,-1.5,2.01,101,Pinnacle,GSW,GSW,UTA,2
2007-10-31 15:03:52-04:00,-6.5,1.9345794392523366,-107,5Dimes,TOR,TOR,PHI,2
2007-10-31 15:03:52-04:00,6.5,1.970873786407767,-103,5Dimes,PHI,TOR,PHI,2
2007-10-31 14:54:10-04:00,-7.0,1.9090909090909092,-110,Bet365,TOR,TOR,PHI,2
2007-10-31 14:54:10-04:00,7.0,1.9090909090909092,-110,Bet365,PHI,TOR,PHI,2
2007-10-31 14:51:51-04:00,-7.0,1.9523809523809523,-105,Bodog Sportsbook,TOR,TOR,PHI,2
2007-10-31 14:51:51-04:00,7.0,1.8695652173913044,-115,Bodog Sportsbook,PHI,TOR,PHI,2
2007-10-31 15:09:53-04:00,-6.5,1.8928571428571428,-112,Pinnacle,TOR,TOR,PHI,2
2007-10-31 15:09:53-04:00,6.5,2.02,102,Pinnacle,PHI,TOR,PHI,2
2007-10-31 15:10:55-04:00,-6.5,1.9090909090909092,-110,5Dimes,ORL,ORL,MIL,2
2007-10-31 15:10:55-04:00,6.5,2.0,100,5Dimes,MIL,ORL,MIL,2
2007-10-31 15:00:55-04:00,-6.5,1.9090909090909092,-110,Bet365,ORL,ORL,MIL,2
2007-10-31 15:00:55-04:00,6.5,1.9090909090909092,-110,Bet365,MIL,ORL,MIL,2
