date,away_abbr,away_pts,home_abbr,home_pts,playoff_game
20151027,CLE,95,CHI,97,0
20151027,DET,106,ATL,94,0
20151027,NOP,95,GSW,111,0
20151028,WAS,88,ORL,87,0
20151028,PHI,95,BOS,112,0
20151028,CHI,115,BRK,100,0
20151028,UTA,87,DET,92,0
20151028,IND,99,TOR,106,0
20151028,CHO,94,MIA,104,0
20151028,NYK,122,MIL,97,0
20151028,SAS,106,OKC,112,0
20151028,CLE,106,MEM,76,0
20151028,DEN,105,HOU,85,0
20151028,DAL,111,PHO,95,0
20151028,NOP,94,POR,112,0
20151028,LAC,111,SAC,104,0
20151028,MIN,112,LAL,111,0
20151029,MEM,112,IND,103,0
20151029,ATL,112,NYK,101,0
20151029,DAL,88,LAC,104,0
20151030,MIA,92,CLE,102,0
20151030,UTA,99,PHI,71,0
20151030,OKC,139,ORL,136,0
20151030,TOR,113,BOS,103,0
20151030,CHI,94,DET,98,0
20151030,CHO,94,ATL,97,0
20151030,WAS,118,MIL,113,0
20151030,BRK,75,SAS,102,0
20151030,MIN,95,DEN,78,0
20151030,GSW,112,HOU,92,0
20151030,LAL,114,SAC,132,0
20151030,POR,92,PHO,110,0
20151031,UTA,97,IND,76,0
20151031,NYK,117,WAS,110,0
20151031,GSW,134,NOP,120,0
20151031,BRK,91,MEM,101,0
20151031,PHO,101,POR,90,0
20151031,SAC,109,LAC,114,0
20151101,ATL,94,CHO,92,0
20151101,SAS,95,BOS,87,0
20151101,HOU,89,MIA,109,0
20151101,MIL,87,TOR,106,0
20151101,ORL,87,CHI,92,0
20151101,DEN,93,OKC,117,0
20151101,DAL,103,LAL,93,0
20151102,CLE,107,PHI,100,0
20151102,MIL,103,BRK,96,0
20151102,SAS,94,NYK,84,0
20151102,OKC,105,HOU,110,0
20151102,POR,106,MIN,101,0
20151102,MEM,69,GSW,119,0
20151102,PHO,96,LAC,102,0
20151103,CHI,105,CHO,130,0
20151103,IND,94,DET,82,0
20151103,ATL,98,MIA,92,0
20151103,ORL,103,NOP,94,0
20151103,TOR,102,DAL,91,0
20151103,MEM,103,SAC,89,0
20151103,DEN,120,LAL,109,0
20151104,BOS,98,IND,100,0
20151104,SAS,99,WAS,102,0
20151104,BRK,87,ATL,101,0
20151104,NYK,86,CLE,96,0
20151104,ORL,114,HOU,119,0
20151104,PHI,87,MIL,91,0
20151104,TOR,103,OKC,98,0
20151104,SAC,97,PHO,118,0
20151104,POR,108,UTA,92,0
20151104,LAC,108,GSW,112,0
20151105,OKC,98,CHI,104,0
20151105,MIA,96,MIN,84,0
20151105,CHO,108,DAL,94,0
20151105,UTA,96,DEN,84,0
20151105,MEM,96,POR,115,0
20151106,TOR,87,ORL,92,0
20151106,WAS,98,BOS,118,0
20151106,LAL,104,BRK,98,0
20151106,PHI,102,CLE,108,0
20151106,MIL,99,NYK,92,0
20151106,MIA,87,IND,90,0
20151106,ATL,121,NOP,115,0
20151106,DET,100,PHO,92,0
20151106,DEN,104,GSW,119,0
20151106,HOU,116,SAC,110,0
20151107,MIN,102,CHI,93,0
20151107,ORL,105,PHI,97,0
20151107,WAS,99,ATL,114,0
20151107,NOP,98,DAL,107,0
