date,away_abbr,away_pts,home_abbr,home_pts,playoff_game
20051101,MIL,117,PHI,108,0
20051101,SAC,67,NOK,93,0
20051101,DEN,91,SAS,102,0
20051101,DAL,111,PHO,108,0
20051102,NOK,87,CLE,109,0
20051102,IND,90,ORL,78,0
20051102,WAS,99,TOR,96,0
20051102,NYK,100,BOS,114,0
20051102,MIL,110,NJN,96,0
20051102,PHI,88,DET,108,0
20051102,MIA,97,MEM,78,0
20051102,POR,86,MIN,90,0
20051102,CHA,105,CHI,109,0
20051102,SAC,89,HOU,98,0
20051102,DAL,82,UTA,93,0
20051102,LAC,101,SEA,93,0
20051102,LAL,99,DEN,97,0
20051102,ATL,97,GSW,122,0
20051103,IND,105,MIA,102,0
20051103,PHO,122,LAL,112,0
20051104,MEM,94,ORL,85,0
20051104,CHA,110,PHI,93,0
20051104,NJN,102,TOR,92,0
20051104,DET,82,BOS,81,0
20051104,WAS,86,NYK,75,0
20051104,CLE,76,SAS,102,0
20051104,POR,68,DEN,107,0
20051104,UTA,91,GSW,85,0
20051104,ATL,77,LAC,92,0
20051104,MIN,102,SEA,107,0
20051105,ORL,79,WAS,87,0
20051105,BOS,105,CHA,107,0
20051105,TOR,84,DET,117,0
20051105,CHI,99,NJN,100,0
20051105,PHI,111,IND,109,0
20051105,CLE,106,MEM,113,0
20051105,SAS,84,DAL,103,0
20051105,NOK,91,HOU,84,0
20051105,MIA,100,MIL,105,0
20051105,PHO,97,UTA,88,0
20051105,ATL,93,POR,94,0
20051105,MIN,99,LAC,100,0
20051106,GSW,83,NYK,81,0
20051106,SAC,118,PHO,117,0
20051106,DEN,92,LAL,112,0
20051107,CLE,105,TOR,93,0
20051107,UTA,95,CHA,91,0
20051107,NJN,89,MIA,90,0
20051107,LAC,78,MIN,93,0
20051107,SAS,104,CHI,95,0
20051108,LAL,103,ATL,97,0
20051108,SEA,69,MEM,94,0
20051108,GSW,110,MIL,103,0
20051108,ORL,76,HOU,74,0
20051108,DET,102,SAC,88,0
20051109,SEA,85,CLE,112,0
20051109,DAL,97,PHI,112,0
20051109,LAC,102,WAS,97,0
20051109,MEM,98,BOS,99,0
20051109,SAS,94,CHA,86,0
20051109,UTA,83,NJN,91,0
20051109,MIA,90,IND,95,0
20051109,LAL,74,MIN,88,0
20051109,ORL,88,NOK,83,0
20051109,GSW,84,CHI,85,0
20051109,NYK,83,POR,95,0
20051109,SAC,91,DEN,107,0
20051110,LAC,102,ATL,95,0
20051110,HOU,84,MIA,88,0
20051110,DET,111,PHO,104,0
