date,away_abbr,away_pts,home_abbr,home_pts,playoff_game
20081028,CLE,85,BOS,90,0
20081028,MIL,95,CHI,108,0
20081028,POR,76,LAL,96,0
20081029,TOR,95,PHI,84,0
20081029,NJN,95,WAS,85,0
20081029,ATL,99,ORL,85,0
20081029,MIA,115,NYK,120,0
20081029,PHO,103,SAS,98,0
20081029,MIL,98,OKC,87,0
20081029,SAC,96,MIN,98,0
20081029,IND,94,DET,100,0
20081029,MEM,71,HOU,82,0
20081029,DEN,94,UTA,98,0
20081029,LAL,117,LAC,79,0
20081029,NOH,108,GSW,103,0
20081030,CHA,79,CLE,96,0
20081030,HOU,112,DAL,102,0
20081030,NOH,108,PHO,95,0
20081031,NYK,87,PHI,116,0
20081031,GSW,108,TOR,112,0
20081031,SAC,77,MIA,103,0
20081031,CHI,80,BOS,96,0
20081031,ORL,84,MEM,86,0
20081031,DEN,113,LAC,103,0
20081031,SAS,99,POR,100,0
20081101,PHI,88,ATL,95,0
20081101,MIA,87,CHA,100,0
20081101,BOS,79,IND,95,0
20081101,SAC,103,ORL,121,0
20081101,WAS,109,DET,117,0
20081101,GSW,105,NJN,97,0
20081101,DAL,95,MIN,85,0
20081101,CLE,92,NOH,104,0
20081101,MEM,86,CHI,96,0
20081101,OKC,77,HOU,89,0
20081101,TOR,91,MIL,87,0
20081101,LAL,104,DEN,97,0
20081101,LAC,79,UTA,101,0
20081101,POR,96,PHO,107,0
20081102,MIL,94,NYK,86,0
20081102,MIN,85,OKC,88,0
20081103,DET,101,CHA,83,0
20081103,CHI,93,ORL,96,0
20081103,SAC,91,PHI,125,0
20081103,GSW,79,MEM,90,0
20081103,CLE,100,DAL,81,0
20081103,UTA,89,LAC,73,0
20081104,PHO,114,NJN,86,0
20081104,BOS,103,HOU,99,0
20081104,DAL,98,SAS,81,0
20081105,PHO,113,IND,103,0
20081105,DET,100,TOR,93,0
20081105,PHI,83,MIA,106,0
20081105,CHA,98,NYK,101,0
20081105,CHI,93,CLE,107,0
20081105,WAS,104,MIL,112,0
20081105,SAS,129,MIN,125,0
20081105,ATL,87,NOH,79,0
20081105,BOS,96,OKC,83,0
20081105,POR,96,UTA,103,0
20081105,MEM,95,SAC,100,0
20081105,DEN,101,GSW,111,0
20081105,LAC,88,LAL,106,0
20081106,PHI,88,ORL,98,0
20081106,HOU,99,POR,101,0
20081107,NOH,89,CHA,92,0
20081107,NYK,114,WAS,108,0
20081107,TOR,92,ATL,110,0
20081107,MIL,89,BOS,101,0
20081107,IND,107,CLE,111,0
20081107,DET,96,NJN,103,0
20081107,MIA,99,SAS,83,0
20081107,PHO,83,CHI,100,0
20081107,OKC,97,UTA,104,0
20081107,MIN,109,SAC,121,0
20081107,DAL,105,DEN,108,0
20081107,MEM,109,GSW,104,0
20081107,HOU,92,LAC,83,0
20081108,NJN,80,IND,98,0
20081108,WAS,81,ORL,106,0
20081108,MIA,89,NOH,100,0
20081108,CLE,106,CHI,97,0
20081108,PHO,104,MIL,96,0
20081108,MIN,93,POR,97,0
20081109,TOR,89,CHA,79,0
20081109,UTA,99,NYK,107,0
20081109,DAL,92,LAC,103,0
20081109,BOS,88,DET,76,0
20081109,ATL,89,OKC,85,0
20081109,MEM,90,DEN,100,0
20081109,GSW,98,SAC,115,0
20081109,HOU,82,LAL,111,0
20081110,OKC,99,IND,107,0
20081110,POR,106,ORL,99,0
20081110,TOR,87,BOS,94,0
20081110,NJN,94,MIA,99,0
20081110,MEM,102,PHO,107,0
20081111,DEN,88,CHA,80,0
20081111,MIL,93,CLE,99,0
20081111,UTA,93,PHI,80,0
20081111,ATL,113,CHI,108,0
20081111,LAL,106,DAL,99,0
20081111,NYK,80,SAS,92,0
20081111,DET,100,SAC,92,0
20081111,MIN,110,GSW,113,0
20081112,PHI,106,TOR,96,0
20081112,ATL,102,BOS,103,0
20081112,IND,98,NJN,87,0
20081112,NYK,132,MEM,103,0
20081112,POR,104,MIA,96,0
20081112,SAS,78,MIL,82,0
20081112,LAL,93,NOH,86,0
20081112,ORL,109,OKC,92,0
20081112,UTA,87,WAS,95,0
20081112,SAC,103,LAC,98,0
20081112,HOU,94,PHO,82,0
20081113,DEN,99,CLE,110,0
20081113,DAL,91,CHI,98,0
20081113,DET,107,GSW,102,0
20081114,UTA,96,CHA,104,0
20081114,PHI,94,IND,92,0
20081114,WAS,77,MIA,97,0
20081114,ATL,108,NJN,115,0
20081114,OKC,106,NYK,116,0
20081114,DEN,94,BOS,85,0
20081114,MIL,101,MEM,96,0
20081114,POR,82,NOH,87,0
20081114,ORL,102,DAL,100,0
20081114,HOU,75,SAS,77,0
20081114,PHO,97,SAC,95,0
20081114,DET,106,LAL,95,0
20081115,GSW,121,LAC,103,0
20081115,NJN,119,ATL,107,0
20081115,OKC,85,PHI,110,0
20081115,UTA,93,CLE,105,0
20081115,POR,88,MIN,83,0
20081115,IND,91,CHI,104,0
20081115,NOH,82,HOU,91,0
20081115,BOS,102,MIL,97,0
20081116,MIA,96,TOR,107,0
20081116,ORL,90,CHA,85,0
20081116,DAL,124,NYK,114,0
20081116,MIN,84,DEN,90,0
20081116,DET,86,PHO,104,0
20081116,SAS,90,SAC,88,0
20081117,HOU,100,OKC,89,0
20081117,PHO,97,UTA,109,0
20081117,SAS,86,LAC,83,0
20081118,DAL,100,CHA,83,0
20081118,ATL,96,IND,113,0
20081118,TOR,90,ORL,103,0
20081118,MIA,94,WAS,87,0
20081118,NYK,101,BOS,110,0
20081118,CLE,106,NJN,82,0
20081118,SAC,94,MEM,109,0
20081118,MIL,105,DEN,114,0
20081118,POR,106,GSW,111,0
20081118,CHI,109,LAL,116,0
20081119,WAS,87,ATL,91,0
20081119,CLE,89,DET,96,0
20081119,TOR,101,MIA,95,0
20081119,DAL,96,HOU,86,0
20081119,PHI,96,MIN,102,0
20081119,SAC,105,NOH,96,0
20081119,LAC,108,OKC,88,0
20081119,DEN,91,SAS,81,0
20081119,MIL,94,UTA,105,0
20081119,CHI,74,POR,116,0
20081120,DET,80,BOS,98,0
20081120,LAL,105,PHO,92,0
20081121,ORL,100,IND,98,0
20081121,LAC,88,PHI,89,0
20081121,NJN,129,TOR,127,0
20081121,HOU,103,WAS,91,0
20081121,CHA,83,ATL,88,0
20081121,BOS,95,MIN,78,0
20081121,MEM,76,DAL,91,0
20081121,NYK,87,MIL,104,0
20081121,UTA,94,SAS,119,0
20081121,NOH,105,OKC,80,0
20081121,POR,117,SAC,96,0
20081121,CHI,115,GSW,110,0
20081121,DEN,90,LAL,104,0
20081122,MIL,79,CHA,74,0
20081122,HOU,100,ORL,95,0
20081122,ATL,96,CLE,110,0
20081122,IND,100,MIA,109,0
20081122,LAC,95,NJN,112,0
20081122,WAS,117,NYK,122,0
20081122,UTA,103,MEM,94,0
20081122,OKC,97,NOH,109,0
20081122,POR,92,PHO,102,0
20081123,BOS,118,TOR,103,0
20081123,GSW,81,PHI,89,0
20081123,MIN,106,DET,80,0
20081123,CHI,101,DEN,114,0
20081123,SAC,108,LAL,118,0
20081124,PHI,84,CHA,93,0
20081124,MIL,101,ORL,108,0
20081124,HOU,107,MIA,98,0
20081124,SAS,94,MEM,81,0
20081124,CHI,101,UTA,100,0
20081124,SAC,90,POR,91,0
20081124,NOH,99,LAC,87,0
20081125,GSW,100,WAS,124,0
20081125,CLE,119,NYK,101,0
20081125,PHO,99,OKC,98,0
20081125,IND,106,DAL,109,0
20081125,NJN,93,LAL,120,0
20081126,MIL,96,ATL,102,0
20081126,OKC,82,CLE,117,0
20081126,CHA,86,TOR,93,0
20081126,GSW,111,BOS,119,0
20081126,ORL,96,PHI,94,0
20081126,NYK,96,DET,110,0
20081126,PHO,110,MIN,102,0
20081126,IND,91,HOU,90,0
20081126,CHI,88,SAS,98,0
20081126,MEM,100,UTA,117,0
20081126,MIA,68,POR,106,0
20081126,NJN,116,SAC,114,0
20081126,DEN,106,LAC,105,0
20081127,ORL,105,WAS,90,0
20081127,NOH,105,DEN,101,0
20081128,ATL,88,TOR,93,0
20081128,PHI,78,BOS,102,0
20081128,GSW,97,CLE,112,0
20081128,MIL,97,DET,107,0
20081128,CHA,115,IND,108,0
20081128,MIN,105,OKC,103,0
20081128,MIA,107,PHO,92,0
20081128,MEM,98,SAS,109,0
20081128,SAC,94,UTA,120,0
20081128,NOH,86,POR,101,0
20081128,DAL,107,LAL,114,0
20081129,BOS,89,CHA,84,0
20081129,IND,96,ORL,110,0
20081129,ATL,102,WAS,98,0
20081129,GSW,125,NYK,138,0
20081129,OKC,111,MEM,103,0
20081129,DEN,106,MIN,97,0
20081129,SAS,84,HOU,103,0
20081129,CLE,97,MIL,85,0
20081129,NJN,105,UTA,88,0
20081129,DAL,101,SAC,78,0
20081129,MIA,96,LAC,97,0
20081130,POR,96,DET,85,0
20081130,CHI,103,PHI,92,0
20081130,HOU,94,DEN,104,0
20081130,NJN,117,PHO,109,0
20081130,TOR,99,LAL,112,0
20081201,MIN,90,CHA,100,0
20081201,ORL,88,BOS,107,0
20081201,MIA,130,GSW,129,0
20081202,LAL,117,IND,118,0
20081202,WAS,108,NJN,88,0
20081202,POR,104,NYK,97,0
20081202,PHI,103,CHI,95,0
20081202,LAC,98,DAL,100,0
20081202,DET,89,SAS,77,0
20081202,TOR,93,DEN,132,0
20081202,UTA,99,SAC,94,0
20081203,MEM,95,ATL,105,0
20081203,OKC,97,CHA,103,0
20081203,NYK,82,CLE,118,0
20081203,MIN,89,ORL,100,0
20081203,LAL,114,PHI,102,0
20081203,POR,98,WAS,92,0
20081203,IND,96,BOS,114,0
20081203,CHI,90,MIL,97,0
20081203,PHO,91,NOH,104,0
20081203,LAC,96,HOU,103,0
20081203,MIA,93,UTA,89,0
20081204,PHO,97,DAL,112,0
20081204,SAS,108,DEN,91,0
20081205,OKC,89,ORL,98,0
20081205,LAL,106,WAS,104,0
