date,away_abbr,away_pts,home_abbr,home_pts,playoff_game
20161025,NYK,88,CLE,117,0
20161025,UTA,104,POR,113,0
20161025,SAS,129,GSW,100,0
20161026,DAL,121,IND,130,0
20161026,MIA,108,ORL,96,0
20161026,DET,91,TOR,109,0
20161026,BRK,117,BOS,122,0
20161026,CHO,107,MIL,96,0
20161026,DEN,107,NOP,102,0
20161026,MIN,98,MEM,102,0
20161026,OKC,103,PHI,97,0
20161026,SAC,113,PHO,94,0
20161026,HOU,114,LAL,120,0
20161027,WAS,99,ATL,114,0
20161027,BOS,99,CHI,105,0
20161027,LAC,114,POR,106,0
20161027,SAS,102,SAC,94,0
20161028,CLE,94,TOR,91,0
20161028,IND,94,BRK,103,0
20161028,ORL,82,DET,108,0
20161028,PHO,110,OKC,113,0
20161028,CHO,97,MIA,91,0
20161028,HOU,106,DAL,98,0
20161028,LAL,89,UTA,96,0
20161028,GSW,122,NOP,114,0
20161029,ATL,104,PHI,72,0
20161029,BOS,104,CHO,98,0
20161029,ORL,99,CLE,105,0
20161029,MEM,104,NYK,111,0
20161029,NOP,79,SAS,98,0
20161029,BRK,108,MIL,110,0
20161029,IND,101,CHI,118,0
20161029,POR,115,DEN,113,0
20161029,MIN,103,SAC,106,0
20161030,UTA,75,LAC,88,0
20161030,MIL,83,DET,98,0
20161030,SAS,106,MIA,99,0
20161030,GSW,106,PHO,100,0
20161030,LAL,96,OKC,113,0
20161030,DAL,92,HOU,93,0
20161030,WAS,103,MEM,112,0
20161031,SAC,95,ATL,106,0
20161031,CHI,118,BRK,88,0
20161031,DEN,102,TOR,105,0
20161031,PHO,98,LAC,116,0
20161101,HOU,120,CLE,128,0
20161101,LAL,108,IND,115,0
20161101,ORL,103,PHI,101,0
20161101,NYK,89,DET,102,0
20161101,SAC,96,MIA,108,0
20161101,MEM,80,MIN,116,0
20161101,MIL,117,NOP,113,0
20161101,UTA,106,SAS,91,0
20161101,GSW,127,POR,104,0
20161102,PHI,93,CHO,109,0
20161102,TOR,113,WAS,103,0
20161102,LAL,123,ATL,116,0
20161102,DET,101,BRK,109,0
20161102,HOU,118,NYK,99,0
20161102,CHI,100,BOS,107,0
20161102,NOP,83,MEM,89,0
20161102,DAL,81,UTA,97,0
20161102,POR,115,PHO,118,0
20161102,OKC,85,LAC,83,0
20161103,SAC,94,ORL,102,0
20161103,BOS,122,CLE,128,0
20161103,IND,107,MIL,125,0
20161103,DEN,102,MIN,99,0
20161103,OKC,96,GSW,122,0
20161104,ATL,92,WAS,95,0
20161104,CHO,99,BRK,95,0
20161104,MIA,87,TOR,96,0
20161104,NYK,117,CHI,104,0
20161104,LAC,99,MEM,88,0
20161104,PHO,112,NOP,111,0
20161104,POR,105,DAL,95,0
20161104,SAS,100,UTA,86,0
20161104,GSW,97,LAL,117,0
20161105,MIN,92,OKC,112,0
20161105,DEN,86,DET,103,0
20161105,CHI,94,IND,111,0
20161105,WAS,86,ORL,88,0
20161105,CLE,102,PHI,101,0
20161105,HOU,97,ATL,112,0
20161105,SAC,91,MIL,117,0
20161105,LAC,116,SAS,92,0
20161106,UTA,114,NYK,109,0
20161106,POR,100,MEM,94,0
20161106,SAC,96,TOR,91,0
20161106,MIL,75,DAL,86,0
20161106,DEN,123,BOS,107,0
20161106,PHO,108,LAL,119,0
20161107,IND,100,CHO,122,0
20161107,UTA,109,PHI,84,0
20161107,HOU,114,WAS,106,0
20161107,ORL,80,CHI,112,0
20161107,MIA,85,OKC,97,0
20161107,NOP,106,GSW,116,0
20161107,DET,82,LAC,114,0
20161108,ATL,110,CLE,106,0
20161108,MIN,110,BRK,119,0
20161108,DEN,107,MEM,108,0
20161108,PHO,121,POR,124,0
20161108,DAL,109,LAL,97,0
20161108,NOP,94,SAC,102,0
20161109,UTA,98,CHO,104,0
20161109,PHI,115,IND,122,0
20161109,BRK,96,NYK,110,0
20161109,MIN,123,ORL,107,0
20161109,BOS,93,WAS,118,0
20161109,CHI,107,ATL,115,0
20161109,TOR,112,OKC,102,0
20161109,DET,100,PHO,107,0
20161109,HOU,101,SAS,99,0
20161109,DAL,95,GSW,116,0
20161109,POR,80,LAC,111,0
20161110,CHI,98,MIA,95,0
20161110,NOP,112,MIL,106,0
20161110,GSW,125,DEN,101,0
20161110,LAL,101,SAC,91,0
20161111,TOR,113,CHO,111,0
20161111,UTA,87,ORL,74,0
20161111,IND,105,PHI,109,0
20161111,CLE,105,WAS,94,0
20161111,NYK,87,BOS,115,0
20161111,LAC,110,OKC,108,0
20161111,DET,86,SAS,96,0
20161111,SAC,120,POR,122,0
20161112,BOS,105,IND,99,0
20161112,LAL,126,NOP,99,0
20161112,PHI,96,ATL,117,0
20161112,NYK,107,TOR,118,0
20161112,WAS,95,CHI,106,0
