efg_pct,usg_pct,pts,tov_pct,bpm,trb,tov,blk_pct,ts_pct,stl,threep,threepa,drb,blk,ftr,pm,trb_pct,player_name,ft_pct,inactive,orb_pct,threepar,date,fg,ortg,pf,orb,ast,ast_pct,threep_pct,sp,fga,team_abbr,stl_pct,starter,fg_pct,drb_pct,fta,ft,drtg
.263,28.9,14,24.8,-9.3,8,7,3.6,.330,0,0,0,4,2,.263,-3,10.6,Yao Ming,.800,0,9.3,.000,20061206,5,66,5,4,4,18.5,0,2471.0,19,HOU,0.0,1,.263,12.3,5,4,96
.500,18.8,16,11.1,4.8,6,2,0.0,.500,2,4,8,5,0,.000,+1,8.1,Rafer Alston,0,0,2.4,.500,20061206,6,103,2,1,5,24.8,.500,2429.0,16,HOU,2.5,1,.375,15.6,0,0,94
.813,8.9,13,0.0,10.1,2,0,0.0,.813,3,3,5,2,0,.000,+2,2.9,Shane Battier,0,0,0.0,.625,20061206,5,168,3,0,3,15.3,.600,2291.0,8,HOU,4.0,1,.625,6.6,0,0,92
.238,32.7,14,17.5,-4.0,10,5,4.0,.296,0,0,3,7,2,.286,-14,14.7,Tracy McGrady,.667,0,7.8,.143,20061206,5,71,3,3,7,37.0,.000,2221.0,21,HOU,0.0,1,.238,23.9,6,4,94
.500,15.4,8,12.7,-0.8,5,1,0.0,.581,0,0,0,1,0,.333,-16,12.6,Chuck Hayes,1.000,0,17.8,.000,20061206,3,122,4,4,1,9.1,0,1298.0,6,HOU,0.0,1,.500,5.8,2,2,100
.800,16.2,16,0.0,14.2,4,0,0.0,.800,1,4,6,3,0,.000,-6,8.4,Luther Head,0,0,3.7,.600,20061206,6,154,1,1,0,0.0,.667,1563.0,10,HOU,1.9,0,.600,14.5,0,0,95
.000,11.7,0,28.6,-14.7,9,2,0.0,.000,0,0,0,9,0,.000,+2,19.5,Juwan Howard,0,0,0.0,.000,20061206,0,9,4,0,1,6.1,0,1511.0,5,HOU,0.0,0,.000,45.1,0,0,95
.500,19.9,2,33.3,-8.5,2,1,0.0,.500,0,0,1,2,0,.000,+1,17.1,Vassilis Spanoulis,0,0,0.0,.500,20061206,1,60,0,0,0,0.0,.000,382.0,2,HOU,0.0,0,.500,39.7,0,0,96
.000,31.2,1,0.0,-0.9,2,0,0.0,.174,1,0,0,0,0,1.000,+3,28.0,Dikembe Mutombo,.500,0,49.2,.000,20061206,0,70,0,2,0,0.0,0,234.0,2,HOU,12.9,0,.000,0.0,2,1,75
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Scott Padgett,0,0,0,0,20061206,0,0,0,0,0,0,0,0.0,0,HOU,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Steve Novak,0,0,0,0,20061206,0,0,0,0,0,0,0,0.0,0,HOU,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,John Lucas III,0,0,0,0,20061206,0,0,0,0,0,0,0,0.0,0,HOU,0,0,0,0,0,0,0
.643,20.5,19,12.2,6.6,2,2,0.0,.658,2,2,5,2,0,.071,+6,2.9,Mike James,1.000,0,0.0,.357,20061206,8,113,1,0,5,26.0,.400,2241.0,14,MIN,2.7,1,.571,5.1,1,1,94
.583,22.4,24,0.0,16.6,12,0,6.1,.694,1,0,0,10,3,1.000,+12,18.2,Kevin Garnett,.833,0,7.0,.000,20061206,7,149,3,2,4,20.9,0,2154.0,12,MIN,1.4,1,.583,26.7,12,10,82
.143,18.9,6,28.4,-5.0,7,4,0.0,.298,1,0,1,7,0,1.000,+4,11.0,Ricky Davis,.571,0,0.0,.143,20061206,1,68,1,0,9,37.1,.000,2081.0,7,MIN,1.5,1,.143,19.4,7,4,90
.462,27.5,12,23.5,-10.8,1,4,5.0,.462,0,0,0,0,2,.000,-2,1.9,Mark Blount,0,0,4.4,.000,20061206,6,66,4,1,0,0.0,0,1729.0,13,MIN,0.0,1,.462,0.0,0,0,100
.500,13.0,6,13.4,-2.8,2,1,5.5,.466,0,0,0,2,2,.167,-5,4.1,Trenton Hassell,.000,0,0.0,.000,20061206,3,78,2,0,1,6.1,0,1600.0,6,MIN,0.0,1,.500,7.2,1,0,96
