efg_pct,usg_pct,pts,tov_pct,bpm,trb,tov,blk_pct,ts_pct,stl,threep,threepa,drb,blk,ftr,pm,trb_pct,player_name,ft_pct,inactive,orb_pct,threepar,date,fg,ortg,pf,orb,ast,ast_pct,threep_pct,sp,fga,team_abbr,stl_pct,starter,fg_pct,drb_pct,fta,ft,drtg
.500,23.2,25,8.8,5.9,6,2,0.0,.600,2,0,4,6,0,.688,-12,8.5,Mike Dunleavy,.818,0,0.0,.250,20070311,8,116,3,0,2,9.7,.000,2584.0,16,IND,2.3,1,.500,16.7,11,9,104
.333,20.8,17,5.2,0.0,1,1,1.9,.470,1,0,3,1,1,.467,-15,1.5,Danny Granger,1.000,0,0.0,.200,20070311,5,99,2,0,1,4.6,.000,2408.0,15,IND,1.3,1,.333,3.0,7,7,107
.182,17.9,7,7.3,-7.8,7,1,0.0,.274,1,0,1,6,0,.364,-19,12.7,Troy Murphy,.750,0,3.7,.091,20070311,2,61,2,1,0,0.0,.000,2014.0,11,IND,1.5,1,.182,21.4,4,3,105
.286,18.2,4,46.2,-10.8,4,6,0.0,.286,1,0,0,4,0,.000,-16,7.8,Jamaal Tinsley,0,0,0.0,.000,20070311,2,51,4,0,8,42.5,0,1874.0,7,IND,1.6,1,.286,15.4,0,0,106
.462,34.2,16,16.9,-0.8,5,3,0.0,.542,0,0,0,3,0,.308,-2,13.4,Ike Diogu,1.000,0,10.9,.000,20070311,6,96,3,2,1,11.0,0,1360.0,13,IND,0.0,1,.462,15.9,4,4,109
.500,10.3,4,20.0,6.5,11,1,0.0,.500,1,0,0,6,0,.000,-9,31.5,Jeff Foster,0,0,29.0,.000,20070311,2,119,4,5,3,24.7,0,1275.0,4,IND,2.4,0,.500,33.9,0,0,100
.333,7.0,2,0.0,-5.6,2,0,0.0,.333,0,0,1,2,0,.000,+3,6.5,Darrell Armstrong,0,0,0.0,.333,20070311,1,98,3,0,3,26.2,.000,1121.0,3,IND,0.0,0,.333,12.8,0,0,109
.625,25.9,11,10.6,8.0,5,1,9.6,.652,0,0,0,4,2,.125,+4,19.0,David Harrison,1.000,0,7.7,.000,20070311,5,114,3,1,0,0.0,0,957.0,8,IND,0.0,0,.625,30.1,1,1,98
.000,19.8,0,60.0,-16.8,0,3,6.9,.000,1,0,1,0,1,.000,+7,0.0,Orien Greene,0,0,0.0,.500,20070311,0,0,2,0,0,0.0,.000,661.0,2,IND,4.6,0,.000,0.0,0,0,96
1.000,35.9,2,0.0,38.5,0,0,0.0,1.000,0,0,0,0,0,.000,+2,0.0,Shawne Williams,0,0,0.0,.000,20070311,1,200,0,0,0,0.0,0,73.0,1,IND,0.0,0,1.000,0.0,0,0,112
0,0.0,0,0,-6.5,0,0,0.0,0,0,0,0,0,0,0,+2,0.0,Keith McLeod,0,0,0.0,0,20070311,0,0,0,0,0,0.0,0,73.0,0,IND,0.0,0,0,0.0,0,0,112
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rawle Marshall,0,0,0,0,20070311,0,0,0,0,0,0,0,0.0,0,IND,0,0,0,0,0,0,0
.500,31.7,26,7.6,10.5,7,2,1.8,.537,3,2,6,4,1,.227,+23,11.0,LeBron James,.800,0,9.3,.273,20070311,10,113,2,3,6,29.1,.333,2322.0,22,CLE,3.9,1,.455,12.7,5,4,90
.600,27.4,23,18.5,6.5,4,4,1.9,.652,1,2,3,4,1,.400,+16,6.6,Larry Hughes,.833,0,0.0,.200,20070311,8,114,2,0,7,32.9,.667,2217.0,15,CLE,1.4,1,.533,13.3,6,5,95
