efg_pct,usg_pct,pts,tov_pct,bpm,trb,tov,blk_pct,ts_pct,stl,threep,threepa,drb,blk,ftr,pm,trb_pct,player_name,ft_pct,inactive,orb_pct,threepar,date,fg,ortg,pf,orb,ast,ast_pct,threep_pct,sp,fga,team_abbr,stl_pct,starter,fg_pct,drb_pct,fta,ft,drtg
.527,33.3,51,2.3,6.0,2,1,0.0,.603,0,1,1,2,0,.324,+2,2.2,Richard Hamilton,1.000,0,0.0,.027,20061227,19,140,4,0,2,7.1,1.000,3298.0,37,DET,0.0,1,.514,5.7,12,12,134
.308,16.4,17,10.1,-0.9,4,2,1.8,.476,1,2,9,4,1,.846,+2,4.8,Chauncey Billups,.818,0,0.0,.692,20061227,3,121,5,0,10,24.5,.222,3068.0,13,DET,1.1,1,.231,12.3,11,9,129
.281,16.8,13,5.1,-4.8,8,1,0.0,.349,1,1,7,5,0,.375,-2,9.9,Tayshaun Prince,.667,0,6.1,.438,20061227,4,102,5,3,5,13.1,.143,2962.0,16,DET,1.1,1,.250,16.0,6,4,130
.286,17.9,9,6.5,-10.0,9,1,0.0,.312,1,0,4,3,0,.071,-4,15.1,Rasheed Wallace,1.000,0,16.5,.286,20061227,4,95,6,6,1,3.7,.000,2186.0,14,DET,1.5,1,.286,13.0,1,1,129
.500,25.0,18,5.6,1.4,14,1,6.0,.533,1,0,0,6,2,.125,+5,28.3,Nazr Mohammed,1.000,0,26.5,.000,20061227,8,130,6,8,0,0.0,0,1814.0,16,DET,1.8,1,.500,31.3,2,2,121
.583,18.6,15,7.2,2.5,10,1,2.8,.582,0,0,0,4,1,.167,+5,19.3,Antonio McDyess,.500,0,19.0,.000,20061227,7,135,4,6,2,9.9,0,1899.0,12,DET,0.0,0,.583,19.9,2,1,129
.938,12.4,16,0.0,13.7,3,0,3.0,.901,2,3,4,2,1,.250,-9,6.0,Carlos Delfino,.500,0,3.3,.500,20061227,6,190,2,1,0,0.0,.750,1825.0,8,DET,3.5,0,.750,10.4,2,1,124
1.000,3.6,2,0.0,-0.5,1,0,0.0,1.000,0,0,0,1,0,.000,-6,5.2,Will Blalock,0,0,0.0,.000,20061227,1,203,1,0,1,10.9,0,710.0,1,DET,0.0,0,1.000,13.3,0,0,132
.500,14.5,4,0.0,1.9,4,0,7.7,.500,0,0,0,2,1,.000,+4,20.9,Dale Davis,0,0,17.1,.000,20061227,2,139,3,2,1,12.5,0,702.0,4,DET,0.0,0,.500,26.9,0,0,124
.000,40.3,0,75.0,-68.7,0,3,0.0,.000,0,0,0,0,0,.000,-10,0.0,Ronald Murray,0,0,0.0,.000,20061227,0,0,3,0,0,0.0,0,252.0,1,DET,0.0,0,.000,0.0,0,0,132
.000,14.8,0,0.0,-16.4,1,0,0.0,.000,0,0,0,0,0,.000,-10,21.3,Jason Maxiell,0,0,34.9,.000,20061227,0,67,0,1,0,0.0,0,172.0,1,DET,0.0,0,.000,0.0,0,0,135
0,0.0,0,0,-104.2,0,0,0.0,0,0,0,0,0,0,0,-7,0.0,Ronald Dupree,0,0,0.0,0,20061227,0,0,1,0,0,0.0,0,12.0,0,DET,0.0,0,0,0.0,0,0,115
.733,22.7,33,15.6,3.3,7,4,1.2,.764,0,0,0,3,1,1.000,-5,8.0,Eddy Curry,.733,0,11.7,.000,20061227,11,136,0,4,1,3.2,0,3230.0,15,NYK,0.0,1,.733,5.6,15,11,129
.600,22.6,29,19.8,2.4,4,5,0.0,.715,0,2,5,4,0,.800,+5,4.6,Jamal Crawford,.917,0,0.0,.333,20061227,8,131,5,0,11,32.8,.400,3205.0,15,NYK,0.0,1,.533,7.5,12,11,129
.630,29.9,41,6.3,7.3,5,2,0.0,.693,1,3,9,5,0,.652,0,6.0,Stephon Marbury,.800,0,0.0,.391,20061227,13,143,6,0,8,30.4,.333,3034.0,23,NYK,1.1,1,.565,9.9,15,12,125
.500,9.3,4,36.1,-8.1,6,3,0.0,.376,0,0,0,3,0,.750,+2,8.6,Jared Jeffries,.000,0,11.0,.000,20061227,2,70,4,3,0,0.0,0,2573.0,4,NYK,0.0,1,.500,7.0,3,0,129
.556,29.7,26,8.8,-1.5,7,2,1.8,.630,0,0,1,7,1,.333,+14,11.8,Channing Frye,1.000,0,0.0,.056,20061227,10,121,5,0,1,5.5,.000,2184.0,18,NYK,0.0,1,.556,19.2,6,6,121
.600,9.9,11,10.5,1.8,13,1,1.4,.646,1,0,0,9,1,1.600,+10,17.3,David Lee,.625,0,13.7,.000,20061227,3,141,4,4,2,6.1,0,2755.0,5,NYK,1.2,0,.600,19.6,8,5,119
.400,16.8,5,0.0,-2.0,2,0,7.7,.425,1,0,1,2,2,.400,-5,7.3,Renaldo Balkman,.500,0,0.0,.200,20061227,2,94,3,0,0,0.0,.000,1003.0,5,NYK,3.2,0,.400,12.0,2,1,115
.000,9.3,2,0.0,-3.4,3,0,0.0,.347,1,0,1,3,0,1.000,+11,12.3,Steve Francis,1.000,0,0.0,.500,20061227,0,101,2,0,1,8.6,.000,893.0,2,NYK,3.6,0,.000,20.2,2,2,114
0,0.0,0,0,-2.8,0,0,0.0,0,0,0,0,0,0,0,-2,0.0,Malik Rose,0,0,0.0,0,20061227,0,0,0,0,0,0.0,0,23.0,0,NYK,0.0,0,0,0.0,0,0,133
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Nate Robinson,0,0,0,0,20061227,0,0,0,0,0,0,0,0.0,0,NYK,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Jerome James,0,0,0,0,20061227,0,0,0,0,0,0,0,0.0,0,NYK,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mardy Collins,0,0,0,0,20061227,0,0,0,0,0,0,0,0.0,0,NYK,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Lindsey Hunter,0,1,0,0,20061227,0,0,0,0,0,0,0,0.0,0,DET,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Amir Johnson,0,1,0,0,20061227,0,0,0,0,0,0,0,0.0,0,DET,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Kelvin Cato,0,1,0,0,20061227,0,0,0,0,0,0,0,0.0,0,NYK,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Quentin Richardson,0,1,0,0,20061227,0,0,0,0,0,0,0,0.0,0,NYK,0,0,0,0,0,0,0
