threepar,blk,ast,threepa,ft_pct,drb_pct,pts,date,player_name,threep,efg_pct,ast_pct,ft,drtg,fga,stl,tov_pct,stl_pct,fg_pct,inactive,fta,orb,sp,threep_pct,orb_pct,bpm,team_abbr,fg,tov,ts_pct,pf,starter,ftr,trb,ortg,drb,blk_pct,trb_pct,pm,usg_pct
.176,0,8,3,.750,11.7,12,20121124,Kemba Walker,0,.176,32.7,6,101,17,2,8.9,2.3,.176,0,8,2,2812.0,.000,6.2,-7.3,CHA,3,2,.292,1,1,.471,7,79,5,0.0,9.3,-2,24.1
.733,2,2,11,.800,19.1,27,20121124,Byron Mullens,5,.767,11.2,4,98,15,1,10.4,1.2,.600,0,5,0,2749.0,.455,0.0,9.3,CHA,9,2,.785,4,1,.333,8,134,8,3.8,10.9,+2,21.0
.000,2,2,0,0,11.9,2,20121124,Brendan Haywood,0,.500,9.7,0,104,2,0,60.0,0.0,.500,0,0,1,2215.0,0,3.9,-5.7,CHA,1,3,.500,4,1,.000,5,64,4,4.8,8.4,0,6.8
.500,0,0,3,.667,6.0,12,20121124,Jeffery Taylor,2,.667,0.0,4,102,6,2,25.8,3.0,.500,0,6,1,2190.0,.667,4.0,-4.1,CHA,3,3,.694,6,1,1.000,3,101,2,0.0,5.1,+19,16.0
.000,0,3,0,0,35.9,10,20121124,Michael Kidd-Gilchrist,0,.500,32.2,0,84,10,2,9.1,4.4,.500,0,0,0,1464.0,0,0.0,1.0,CHA,5,1,.500,6,1,.000,8,98,8,0.0,20.4,+7,22.6
.143,0,3,2,.818,10.7,21,20121124,Ramon Sessions,0,.429,16.7,9,95,14,4,9.6,5.3,.429,0,11,1,2455.0,.000,3.5,3.5,CHA,6,2,.557,2,0,.786,5,110,4,0.0,7.6,-13,25.5
.462,0,2,6,.750,7.1,19,20121124,Ben Gordon,4,.615,16.6,3,104,13,1,11.9,1.8,.462,0,4,0,1847.0,.667,0.0,1.1,CHA,6,2,.644,6,0,.308,2,110,2,0.0,4.1,0,27.3
.000,0,0,0,1.000,20.9,2,20121124,Hakim Warrick,0,.000,0.0,2,101,2,0,25.8,0.0,.000,0,2,0,627.0,0,0.0,-15.6,CHA,0,1,.347,1,0,1.000,2,55,2,0.0,11.9,+4,18.6
0,1,0,0,0,0.0,0,20121124,DeSagana Diop,0,0,0.0,0,108,0,0,100.0,0.0,0,0,0,0,563.0,0,0.0,-11.2,CHA,0,1,0,2,0,0,0,0,0,9.4,0.0,-1,5.3
.750,0,0,3,0,0.0,3,20121124,Reggie Williams,1,.375,0.0,0,112,4,0,0.0,0.0,.250,0,0,0,477.0,.333,0.0,-11.5,CHA,1,0,.375,1,0,.000,0,73,0,0.0,0.0,-6,25.2
