threepar,blk,ast,threepa,ft_pct,drb_pct,pts,date,player_name,threep,efg_pct,ast_pct,ft,drtg,fga,stl,tov_pct,stl_pct,fg_pct,inactive,fta,orb,sp,threep_pct,orb_pct,bpm,team_abbr,fg,tov,ts_pct,pf,starter,ftr,trb,ortg,drb,blk_pct,trb_pct,pm,usg_pct
.111,2,0,1,0,18.4,6,20140116,Andrea Bargnani,0,.333,0.0,0,125,9,0,18.2,0.0,.333,0,0,2,1908.0,.000,6.3,-9.2,NYK,3,2,.333,2,1,.000,7,65,5,4.8,11.9,-23,15.6
.176,1,1,3,1.000,14.9,28,20140116,Carmelo Anthony,3,.559,7.0,9,128,17,0,8.7,0.0,.471,0,9,3,1882.0,1.000,9.6,13.6,NYK,8,2,.668,1,1,.529,7,132,4,2.4,12.0,-16,32.9
.300,0,5,3,1.000,16.1,12,20140116,Raymond Felton,1,.550,32.0,1,122,10,2,27.7,3.6,.500,0,1,0,1748.0,.333,0.0,-0.6,NYK,5,4,.575,3,1,.100,4,92,4,0.0,7.4,-19,22.3
.000,1,3,0,.625,31.5,13,20140116,Tyson Chandler,0,.500,20.8,5,124,8,0,8.0,0.0,.500,0,8,2,1560.0,0,7.7,5.4,NYK,4,1,.564,3,1,1.000,9,120,7,2.9,18.7,-15,21.7
.750,0,2,3,0,23.2,2,20140116,Iman Shumpert,0,.250,15.1,0,129,4,0,0.0,0.0,.250,0,0,1,1210.0,.000,5.0,-6.9,NYK,1,0,.250,3,1,.000,5,85,4,0.0,13.4,-10,8.9
.250,0,1,3,0,16.8,12,20140116,J.R. Smith,0,.500,7.3,0,130,12,0,7.7,0.0,.500,0,0,0,1670.0,.000,0.0,-5.8,NYK,6,1,.500,3,0,.000,4,96,4,0.0,7.8,-18,21.0
.500,0,0,5,0,0.0,4,20140116,Tim Hardaway,0,.200,0.0,0,133,10,0,9.1,0.0,.200,0,0,0,1275.0,.000,0.0,-21.6,NYK,2,1,.200,3,0,.000,0,41,0,0.0,0.0,-6,23.3
.333,1,4,1,0,0.0,0,20140116,Beno Udrih,0,.000,34.8,0,128,3,0,25.0,0.0,.000,0,0,0,974.0,.000,0.0,-8.2,NYK,0,1,.000,0,0,.000,0,43,0,4.7,0.0,-10,11.1
.000,0,0,0,.500,16.7,8,20140116,Amar'e Stoudemire,0,.500,0.0,2,130,6,0,0.0,0.0,.500,0,4,1,840.0,0,7.1,-2.4,NYK,3,0,.515,2,0,.667,3,112,2,0.0,11.6,-12,24.9
.000,0,0,0,0,0.0,0,20140116,Kenyon Martin,0,.000,0.0,0,133,1,0,0.0,0.0,.000,0,0,0,430.0,0,0.0,-15.8,NYK,0,0,.000,1,0,.000,0,0,0,0.0,0.0,-6,6.3
.000,0,0,0,0,33.8,4,20140116,Jeremy Tyler,0,.667,0.0,0,127,3,0,0.0,0.0,.667,0,0,2,416.0,0,28.8,5.2,NYK,2,0,.667,1,0,.000,4,147,2,0.0,31.1,-6,19.5
0,1,0,0,0,42.7,0,20140116,Cole Aldrich,0,0,0.0,0,111,0,0,0,0.0,0,0,0,1,329.0,0,18.2,3.5,NYK,0,0,0,0,0,0,3,210,2,13.9,29.5,0,0.0
.000,0,0,0,0,0.0,0,20140116,Toure' Murry,0,.000,0.0,0,133,2,0,0.0,0.0,.000,0,0,0,158.0,0,0.0,-34.5,NYK,0,0,.000,0,0,.000,0,0,0,0.0,0.0,+1,34.2
.412,0,4,7,1.000,8.5,28,20140116,Lance Stephenson,3,.676,18.6,5,99,17,1,0.0,1.5,.588,0,5,1,2114.0,.429,3.3,11.6,IND,10,0,.729,4,1,.294,4,152,3,0.0,6.1,+30,25.9
.471,1,3,8,1.000,18.1,25,20140116,Paul George,4,.588,13.8,5,97,17,0,9.4,0.0,.471,0,5,1,1988.0,.500,3.5,6.7,IND,8,2,.651,2,1,.294,7,122,6,2.2,11.4,+14,30.4
.000,2,4,0,0,7.4,12,20140116,David West,0,.545,22.0,0,98,11,0,15.4,0.0,.545,0,0,1,1621.0,0,4.3,2.0,IND,6,2,.545,1,1,.000,3,104,2,5.4,6.0,+10,22.8
.000,1,3,0,.750,14.9,11,20140116,Roy Hibbert,0,.444,14.9,3,93,9,1,0.0,1.9,.444,0,4,2,1615.0,0,8.7,2.6,IND,4,0,.511,4,1,.444,6,125,4,2.7,12.0,+20,19.0
