efg_pct,usg_pct,pts,tov_pct,bpm,trb,tov,blk_pct,ts_pct,stl,threep,threepa,drb,blk,ftr,pm,trb_pct,player_name,ft_pct,inactive,orb_pct,threepar,date,fg,ortg,pf,orb,ast,ast_pct,threep_pct,sp,fga,team_abbr,stl_pct,starter,fg_pct,drb_pct,fta,ft,drtg
.393,20.0,13,11.8,-1.7,6,2,0.0,.437,1,3,5,2,0,.143,-11,10.2,Mike Miller,1.000,0,12.0,.357,20070126,4,102,1,4,5,20.4,.600,2349.0,14,MEM,1.3,1,.286,7.9,2,2,125
.733,28.2,27,25.4,0.7,7,6,4.2,.765,0,0,0,7,2,.400,-21,12.0,Hakim Warrick,.833,0,0.0,.000,20070126,11,106,2,0,1,5.8,0,2327.0,15,MEM,0.0,1,.733,27.9,6,5,121
.143,16.9,5,8.7,-5.7,6,1,0.0,.238,3,0,0,3,0,1.143,-7,12.7,Lawrence Roberts,.375,0,11.1,.000,20070126,1,75,3,3,3,13.6,0,1895.0,7,MEM,4.9,1,.143,14.7,8,3,116
.667,21.6,17,0.0,7.3,6,0,0.0,.683,1,4,7,5,0,.083,-13,15.0,Eddie Jones,1.000,0,4.4,.583,20070126,6,132,2,1,0,0.0,.571,1598.0,12,MEM,2.0,1,.500,29.1,1,1,120
.250,10.2,2,0.0,4.1,0,0,0.0,.250,3,0,1,0,0,.000,+3,0.0,Damon Stoudamire,0,0,0.0,.250,20070126,1,96,0,0,4,32.6,.000,1092.0,4,MEM,8.6,1,.250,0.0,0,0,111
.714,16.9,11,27.6,-4.9,1,3,0.0,.698,0,2,4,1,0,.286,-19,2.2,Chucky Atkins,.500,0,0.0,.571,20070126,4,105,1,0,4,22.6,.500,1788.0,7,MEM,0.0,0,.571,5.2,2,1,128
.500,11.9,4,41.0,-10.2,2,2,0.0,.694,0,0,0,2,0,1.000,-3,7.0,Dahntay Jones,1.000,0,0.0,.000,20070126,1,88,3,0,1,7.8,0,1137.0,2,MEM,0.0,0,.500,16.3,2,2,126
.429,27.6,7,11.8,-9.8,1,1,5.7,.470,0,0,0,1,1,.143,-6,4.7,Rudy Gay,1.000,0,0.0,.000,20070126,3,81,2,0,0,0.0,0,849.0,7,MEM,0.0,0,.429,10.9,1,1,122
.800,21.2,8,16.7,12.1,1,1,0.0,.800,1,2,2,1,0,.000,-3,5.1,Brian Cardinal,0,0,0.0,.400,20070126,3,130,1,0,2,30.5,1.000,787.0,5,MEM,4.0,0,.600,11.8,0,0,118
.200,24.0,2,0.0,-12.2,1,0,0.0,.200,0,0,0,1,0,.000,0,6.9,Alexander Johnson,0,0,0.0,.000,20070126,1,65,2,0,2,33.1,0,579.0,5,MEM,0.0,0,.200,16.0,0,0,125
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Jake Tsakalidis,0,0,0,0,20070126,0,0,0,0,0,0,0,0.0,0,MEM,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Tarence Kinsey,0,0,0,0,20070126,0,0,0,0,0,0,0,0.0,0,MEM,0,0,0,0,0,0,0
