efg_pct,usg_pct,pts,tov_pct,bpm,trb,tov,blk_pct,ts_pct,stl,threep,threepa,drb,blk,ftr,pm,trb_pct,player_name,ft_pct,inactive,orb_pct,threepar,date,fg,ortg,pf,orb,ast,ast_pct,threep_pct,sp,fga,team_abbr,stl_pct,starter,fg_pct,drb_pct,fta,ft,drtg
.409,16.4,14,12.8,-1.2,2,2,0.0,.513,3,1,3,2,0,.545,-8,2.6,Derek Fisher,.833,0,0.0,.273,20070127,4,103,3,0,2,8.6,.333,2604.0,11,UTA,3.9,1,.364,6.0,6,5,109
.278,24.0,11,17.8,-9.0,7,4,4.0,.298,1,0,6,6,2,.056,-8,9.2,Mehmet Okur,1.000,0,2.3,.333,20070127,5,61,1,1,2,9.3,.000,2546.0,18,UTA,1.3,1,.278,18.3,1,1,109
.579,30.3,27,15.1,8.6,5,4,2.2,.599,0,0,2,3,1,.421,-18,7.0,Deron Williams,.625,0,4.9,.105,20070127,11,115,2,2,8,57.6,.000,2390.0,19,UTA,0.0,1,.579,9.8,8,5,115
.000,8.9,0,0.0,-6.6,0,0,0.0,.000,2,0,0,0,0,.000,-6,0.0,Ronnie Brewer,0,0,0.0,.000,20070127,0,18,2,0,1,10.5,0,917.0,3,UTA,7.3,1,.000,0.0,0,0,103
.333,35.7,2,0.0,2.6,1,0,0.0,.333,0,0,0,1,0,.000,-6,14.6,Carlos Boozer,0,0,0.0,.000,20070127,1,91,1,0,1,72.2,0,229.0,3,UTA,0.0,1,.333,34.0,0,0,111
.455,18.8,15,0.0,4.1,17,0,4.9,.517,1,0,0,7,2,.727,-6,27.0,Paul Millsap,.625,0,27.9,.000,20070127,5,131,4,10,0,0.0,0,2105.0,11,UTA,1.6,0,.455,25.9,8,5,106
.200,19.2,7,7.8,-9.5,8,1,0.0,.298,1,0,1,6,0,.400,-5,14.8,Matt Harpring,.750,0,6.5,.100,20070127,2,75,5,2,1,5.9,.000,1815.0,10,UTA,1.8,0,.200,25.7,4,3,109
.000,24.2,3,17.4,-1.0,1,1,7.9,.315,1,0,2,1,1,1.333,-1,5.2,Gordan Giriček,.750,0,0.0,.667,20070127,0,68,1,0,1,14.8,.000,649.0,3,UTA,5.2,0,.000,12.0,4,3,98
1.000,10.2,4,0.0,3.1,1,0,0.0,1.000,0,0,0,0,0,.000,-1,6.3,Jarron Collins,0,0,11.0,.000,20070127,2,200,2,1,0,0.0,0,535.0,2,UTA,0.0,0,1.000,0.0,0,0,119
0,0.0,0,0,-7.0,2,0,0.0,0,0,0,0,1,0,0,-1,19.4,Rafael Araújo,0,0,17.0,0,20070127,0,201,1,1,0,0.0,0,345.0,0,UTA,0.0,0,0,22.6,0,0,114
0,0.0,0,0,-13.2,2,0,0.0,0,0,0,0,2,0,0,+5,25.3,C.J. Miles,0,0,0.0,0,20070127,0,0,2,0,0,0.0,0,265.0,0,UTA,0.0,0,0,58.7,0,0,105
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Dee Brown,0,0,0,0,20070127,0,0,0,0,0,0,0,0.0,0,UTA,0,0,0,0,0,0,0
.500,8.2,8,30.1,6.8,15,2,12.6,.862,0,0,0,10,7,3.000,+16,20.6,Tyson Chandler,1.000,0,16.0,.000,20070127,1,148,4,5,1,3.8,0,2433.0,2,NOK,0.0,1,.500,24.2,6,6,88
.636,27.2,20,24.5,1.3,5,5,3.9,.649,1,0,0,4,2,.909,+17,7.4,Desmond Mason,.600,0,3.4,.000,20070127,7,101,3,1,2,11.0,0,2259.0,11,NOK,1.5,1,.636,10.4,10,6,97
.357,22.7,11,12.2,-5.6,6,2,4.0,.381,1,0,0,6,2,.071,+9,9.2,David West,1.000,0,0.0,.000,20070127,5,75,4,0,2,10.4,0,2180.0,14,NOK,1.5,1,.357,16.2,1,1,94
.500,21.2,13,20.2,0.5,3,3,0.0,.547,1,1,4,3,0,.182,+17,4.8,Devin Brown,1.000,0,0.0,.364,20070127,5,102,3,0,6,32.5,.250,2114.0,11,NOK,1.6,1,.455,8.3,2,2,100
.292,17.6,7,0.0,-7.1,6,0,0.0,.292,1,1,3,4,0,.000,+3,9.8,Rasual Butler,0,0,7.6,.250,20070127,3,73,1,2,0,0.0,.333,2046.0,12,NOK,1.6,1,.250,11.5,0,0,98
.813,25.9,21,8.0,22.6,2,1,0.0,.911,1,3,3,2,0,1.000,+2,4.6,Bobby Jackson,1.000,0,0.0,.375,20070127,5,177,4,0,5,44.8,1.000,1455.0,8,NOK,2.3,0,.625,8.1,8,8,98
.750,16.1,8,0.0,2.1,1,0,0.0,.820,0,0,0,1,0,.500,-2,3.7,Linton Johnson,1.000,0,0.0,.000,20070127,3,168,3,0,0,0.0,0,909.0,4,NOK,0.0,0,.750,6.5,2,2,103
.500,27.5,6,14.3,-6.7,2,1,0.0,.500,0,0,2,2,0,.000,-6,8.7,Jannero Pargo,0,0,0.0,.333,20070127,3,89,1,0,1,18.1,.000,766.0,6,NOK,0.0,0,.500,15.3,0,0,99
0,12.6,0,100.0,-22.7,0,1,0.0,0,0,0,0,0,0,0,-1,0.0,Hilton Armstrong,0,0,0.0,0,20070127,0,0,1,0,0,0.0,0,238.0,0,NOK,0.0,0,0,0.0,0,0,107
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cedric Simmons,0,0,0,0,20070127,0,0,0,0,0,0,0,0.0,0,NOK,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Marc Jackson,0,0,0,0,20070127,0,0,0,0,0,0,0,0.0,0,NOK,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Brandon Bass,0,0,0,0,20070127,0,0,0,0,0,0,0,0.0,0,NOK,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Andrei Kirilenko,0,1,0,0,20070127,0,0,0,0,0,0,0,0.0,0,UTA,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Chris Paul,0,1,0,0,20070127,0,0,0,0,0,0,0,0.0,0,NOK,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Marcus Vinicius,0,1,0,0,20070127,0,0,0,0,0,0,0,0.0,0,NOK,0,0,0,0,0,0,0
