efg_pct,usg_pct,pts,tov_pct,bpm,trb,tov,blk_pct,ts_pct,stl,threep,threepa,drb,blk,ftr,pm,trb_pct,player_name,ft_pct,inactive,orb_pct,threepar,date,fg,ortg,pf,orb,ast,ast_pct,threep_pct,sp,fga,team_abbr,stl_pct,starter,fg_pct,drb_pct,fta,ft,drtg
.778,22.1,21,7.6,13.8,8,1,2.4,.869,1,0,0,7,1,.778,+25,17.2,Tim Duncan,1.000,0,5.6,.000,20070213,7,167,3,1,3,17.5,0,1784.0,9,SAS,1.8,1,.778,24.6,7,7,88
.500,28.3,19,6.2,4.2,4,1,0.0,.630,2,0,2,3,0,.583,+3,9.0,Tony Parker,1.000,0,5.8,.167,20070213,6,127,2,1,2,11.6,.000,1711.0,12,SAS,3.7,1,.500,11.0,7,7,90
.438,18.0,7,20.0,-4.3,5,2,2.5,.438,1,1,5,5,1,.000,-8,11.5,Brent Barry,0,0,0.0,.625,20070213,3,75,1,0,2,10.2,.200,1674.0,8,SAS,1.9,1,.375,18.7,0,0,89
.667,17.6,8,33.3,-2.1,7,3,5.5,.667,0,0,0,6,2,.000,+2,17.4,Francisco Elson,0,0,6.4,.000,20070213,4,89,2,1,1,5.9,0,1543.0,6,SAS,0.0,1,.667,24.3,0,0,89
.375,17.3,6,0.0,-2.8,3,0,3.0,.375,0,2,5,3,1,.000,+16,8.3,Bruce Bowen,0,0,0.0,.625,20070213,2,85,1,0,2,11.9,.400,1394.0,8,SAS,0.0,1,.250,13.5,0,0,94
.550,27.3,15,14.5,-2.4,3,2,0.0,.638,0,1,2,3,0,.400,+6,7.6,Michael Finley,1.000,0,0.0,.200,20070213,5,108,0,0,1,6.4,.500,1517.0,10,SAS,0.0,0,.500,12.4,4,4,98
.563,28.8,14,15.8,15.6,4,2,3.2,.658,3,1,3,3,1,.750,+28,11.6,Manu Ginóbili,.833,0,7.5,.375,20070213,4,123,1,1,4,28.8,.333,1322.0,8,SAS,7.3,0,.500,14.2,6,5,79
.667,8.3,4,0.0,3.8,2,0,0.0,.667,0,0,0,2,0,.000,+30,7.1,Jacque Vaughn,0,0,0.0,.000,20070213,2,162,1,0,5,39.4,0,1085.0,3,SAS,0.0,0,.667,11.5,0,0,98
.833,12.6,5,25.0,4.0,2,1,0.0,.833,0,1,1,2,0,.000,+25,8.0,Robert Horry,0,0,0.0,.333,20070213,2,123,1,0,2,18.2,1.000,958.0,3,SAS,0.0,0,.667,13.1,0,0,97
.000,9.6,0,0.0,-8.8,0,0,0.0,.000,0,0,0,0,0,.000,0,0.0,Jackie Butler,0,0,0.0,.000,20070213,0,54,2,0,2,23.4,0,631.0,2,SAS,0.0,0,.000,0.0,0,0,101
1.000,24.8,8,0.0,23.0,0,0,0.0,1.000,0,0,0,0,0,.000,-3,0.0,Beno Udrih,0,0,0.0,.000,20070213,4,203,0,0,2,77.5,0,486.0,4,SAS,0.0,0,1.000,0.0,0,0,101
0,0.0,0,0,1.1,3,0,0.0,0,0,0,0,3,0,0,+1,39.1,Fabricio Oberto,0,0,0.0,0,20070213,0,0,0,0,0,0.0,0,295.0,0,SAS,0.0,0,0,63.7,0,0,83
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eric Williams,0,0,0,0,20070213,0,0,0,0,0,0,0,0.0,0,SAS,0,0,0,0,0,0,0
.321,22.8,9,17.6,-3.4,4,3,0.0,.321,1,1,3,3,0,.000,+3,7.2,Marcus Williams,0,0,3.0,.214,20070213,4,76,2,1,10,51.2,.333,2119.0,14,NJN,1.5,1,.286,14.1,0,0,120
.500,31.1,18,19.4,4.4,6,4,0.0,.541,2,0,3,5,0,.429,-18,12.2,Vince Carter,.667,0,3.3,.214,20070213,7,95,2,1,5,35.9,.000,1885.0,14,NJN,3.4,1,.500,26.3,6,4,115
.571,17.5,9,20.2,-3.0,1,2,0.0,.571,2,0,0,0,0,.286,-7,2.4,Mikki Moore,.500,0,3.9,.000,20070213,4,92,3,1,1,7.2,0,1606.0,7,NJN,4.0,1,.571,0.0,2,1,116
