season,age,team_abbr,lg,pos,g,gs,mp,fg,fga,fg_pct,threep,threepa,threep_pct,twop,twopa,twop_pct,efg_pct,ft,fta,ft_pct,orb,drb,trb,ast,stl,blk,tov,pf,pts,bbref_endpoint,player_name
2003,23.0,MIL,NBA,SG,12.0,0.0,3.5,0.8,2.2,0.34600000000000003,0.0,0.3,0.0,0.8,1.8,0.409,0.34600000000000003,0.4,0.7,0.625,0.0,0.1,0.1,0.3,0.3,0.0,0.3,0.0,1.9,/players/m/murraro01.html,Ronald Murray
2003,23.0,SEA,NBA,SG,2.0,0.0,10.0,1.0,2.5,0.4,0.0,0.5,0.0,1.0,2.0,0.5,0.4,0.0,0.0,0.0,0.0,1.5,1.5,1.0,0.0,0.0,2.0,0.0,2.0,/players/m/murraro01.html,Ronald Murray
2004,24.0,SEA,NBA,PG,82.0,18.0,24.6,4.7,11.2,0.425,0.8,2.8,0.293,3.9,8.4,0.469,0.462,2.0,2.9,0.715,0.5,1.9,2.5,2.5,1.0,0.3,1.8,1.9,12.4,/players/m/murraro01.html,Ronald Murray
2005,25.0,SEA,NBA,SG,49.0,6.0,18.0,2.7,7.4,0.361,0.5,1.9,0.253,2.2,5.5,0.39899999999999997,0.39399999999999996,1.2,1.6,0.738,0.3,1.7,2.0,1.3,0.6,0.2,1.2,1.2,7.0,/players/m/murraro01.html,Ronald Murray
2006,26.0,SEA,NBA,SG,48.0,2.0,22.6,3.7,9.4,0.397,0.4,1.6,0.22399999999999998,3.4,7.8,0.43200000000000005,0.41600000000000004,2.1,2.9,0.7170000000000001,0.4,1.4,1.8,2.5,0.6,0.1,1.6,1.4,9.9,/players/m/murraro01.html,Ronald Murray
2006,26.0,CLE,NBA,SG,28.0,25.0,36.7,5.1,11.3,0.44799999999999995,0.7,2.3,0.308,4.4,9.0,0.484,0.479,2.6,3.7,0.7020000000000001,0.5,1.9,2.4,2.8,1.4,0.3,2.0,2.3,13.5,/players/m/murraro01.html,Ronald Murray
2007,27.0,DET,NBA,SG,69.0,18.0,21.4,2.6,6.3,0.40399999999999997,0.3,1.2,0.289,2.2,5.1,0.431,0.43200000000000005,1.3,1.7,0.725,0.4,1.3,1.6,2.7,0.7,0.2,1.3,1.4,6.7,/players/m/murraro01.html,Ronald Murray
2008,28.0,DET,NBA,PG,19.0,2.0,18.3,3.0,7.3,0.41,0.3,1.4,0.222,2.7,5.9,0.455,0.43200000000000005,1.2,1.9,0.595,0.7,1.2,1.9,3.4,0.7,0.1,1.6,1.0,7.5,/players/m/murraro01.html,Ronald Murray
2008,28.0,IND,NBA,PG,23.0,17.0,22.9,4.2,9.9,0.425,0.6,1.6,0.389,3.6,8.3,0.43200000000000005,0.456,2.0,2.7,0.754,0.4,1.6,2.0,3.5,1.1,0.1,2.3,1.3,11.0,/players/m/murraro01.html,Ronald Murray
2009,29.0,ATL,NBA,SG,80.0,2.0,24.7,4.4,9.9,0.447,1.1,3.0,0.36,3.4,6.9,0.485,0.501,2.2,2.9,0.76,0.3,1.8,2.1,2.0,1.1,0.2,1.6,2.2,12.2,/players/m/murraro01.html,Ronald Murray
2010,30.0,CHA,NBA,SG,46.0,1.0,21.6,3.5,8.9,0.389,0.9,2.8,0.313,2.6,6.1,0.425,0.439,2.0,2.8,0.71,0.3,1.8,2.1,1.8,0.6,0.3,1.4,1.7,9.9,/players/m/murraro01.html,Ronald Murray
2010,30.0,CHI,NBA,SG,29.0,1.0,23.4,3.7,9.4,0.397,1.0,3.1,0.311,2.8,6.3,0.44,0.449,1.7,2.2,0.762,0.4,2.5,2.9,1.8,0.6,0.1,0.9,1.7,10.1,/players/m/murraro01.html,Ronald Murray
