season,age,team_abbr,lg,pos,g,gs,mp,fg,fga,fg_pct,threep,threepa,threep_pct,twop,twopa,twop_pct,efg_pct,ft,fta,ft_pct,orb,drb,trb,ast,stl,blk,tov,pf,pts,bbref_endpoint,player_name
2010,22.0,MIL,NBA,SG,41.0,0.0,11.9,1.6,4.3,0.36200000000000004,0.6,2.0,0.28,1.0,2.3,0.43200000000000005,0.42700000000000005,0.4,0.5,0.857,0.1,1.6,1.8,0.5,0.3,0.1,0.5,0.8,4.1,/players/m/meeksjo01.html,Jodie Meeks
2010,22.0,PHI,NBA,SG,19.0,0.0,12.3,2.1,4.8,0.44,1.0,2.6,0.38,1.1,2.2,0.512,0.544,0.7,0.9,0.722,0.2,1.2,1.4,0.9,0.3,0.1,0.3,1.0,5.9,/players/m/meeksjo01.html,Jodie Meeks
2011,23.0,PHI,NBA,SG,74.0,64.0,27.9,3.3,7.7,0.425,1.9,4.7,0.397,1.4,3.0,0.46799999999999997,0.546,2.1,2.3,0.894,0.3,2.0,2.3,1.1,0.9,0.1,0.8,1.3,10.5,/players/m/meeksjo01.html,Jodie Meeks
2012,24.0,PHI,NBA,SG,66.0,50.0,24.9,2.9,7.1,0.409,1.5,4.0,0.365,1.4,3.0,0.46799999999999997,0.513,1.2,1.3,0.9059999999999999,0.3,2.2,2.4,0.8,0.6,0.0,0.4,1.2,8.4,/players/m/meeksjo01.html,Jodie Meeks
2013,25.0,LAL,NBA,SG,78.0,10.0,21.3,2.6,6.8,0.387,1.6,4.4,0.35700000000000004,1.1,2.4,0.441,0.502,1.1,1.2,0.8959999999999999,0.5,1.7,2.2,0.9,0.7,0.1,0.7,1.3,7.9,/players/m/meeksjo01.html,Jodie Meeks
2014,26.0,LAL,NBA,SG,77.0,70.0,33.2,5.4,11.6,0.46299999999999997,2.1,5.2,0.401,3.3,6.3,0.514,0.5539999999999999,2.9,3.4,0.857,0.4,2.1,2.5,1.8,1.4,0.1,1.4,1.5,15.7,/players/m/meeksjo01.html,Jodie Meeks
2015,27.0,DET,NBA,SG,60.0,0.0,24.4,3.7,8.9,0.41600000000000004,1.2,3.5,0.349,2.5,5.4,0.46,0.485,2.4,2.7,0.9059999999999999,0.2,1.5,1.7,1.3,1.0,0.1,1.0,1.3,11.1,/players/m/meeksjo01.html,Jodie Meeks
2016,28.0,DET,NBA,SG,3.0,0.0,14.3,2.3,6.7,0.35,1.3,3.0,0.444,1.0,3.7,0.273,0.45,1.3,1.3,1.0,0.3,1.3,1.7,1.0,0.0,0.0,0.3,0.7,7.3,/players/m/meeksjo01.html,Jodie Meeks
2017,29.0,ORL,NBA,SG,36.0,10.0,20.5,2.9,7.1,0.402,1.6,3.8,0.409,1.3,3.3,0.395,0.512,1.8,2.1,0.878,0.1,2.0,2.1,1.3,0.9,0.1,1.0,1.1,9.1,/players/m/meeksjo01.html,Jodie Meeks
2018,30.0,WAS,NBA,SG,77.0,0.0,14.5,2.0,5.1,0.39899999999999997,0.9,2.7,0.34299999999999997,1.1,2.4,0.46399999999999997,0.491,1.3,1.5,0.863,0.2,1.4,1.6,0.9,0.4,0.1,0.5,0.7,6.3,/players/m/meeksjo01.html,Jodie Meeks
2019,31.0,TOR,NBA,SG,8.0,0.0,13.0,2.6,4.9,0.5379999999999999,1.0,2.3,0.444,1.6,2.6,0.619,0.6409999999999999,0.1,0.1,1.0,0.1,1.4,1.5,1.0,0.1,0.1,0.3,0.6,6.4,/players/m/meeksjo01.html,Jodie Meeks
