season,age,team_abbr,lg,pos,g,gs,mp,fg,fga,fg_pct,threep,threepa,threep_pct,twop,twopa,twop_pct,efg_pct,ft,fta,ft_pct,orb,drb,trb,ast,stl,blk,tov,pf,pts,bbref_endpoint,player_name
2001,24.0,PHI,NBA,SG,5.0,0.0,6.0,0.4,1.4,0.28600000000000003,0.2,0.6,0.33299999999999996,0.2,0.8,0.25,0.35700000000000004,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.2,0.0,0.4,0.2,1.0,/players/b/bellra01.html,Raja Bell
2002,25.0,PHI,NBA,SG,74.0,12.0,12.0,1.4,3.2,0.429,0.2,0.6,0.273,1.2,2.6,0.46399999999999997,0.45399999999999996,0.5,0.6,0.75,0.4,1.1,1.5,1.0,0.3,0.1,0.6,1.5,3.4,/players/b/bellra01.html,Raja Bell
2003,26.0,DAL,NBA,SG,75.0,32.0,15.6,1.2,2.8,0.441,0.3,0.7,0.41200000000000003,1.0,2.1,0.45,0.491,0.3,0.5,0.6759999999999999,0.6,1.3,1.9,0.8,0.7,0.1,0.6,1.8,3.1,/players/b/bellra01.html,Raja Bell
2004,27.0,UTA,NBA,SG,82.0,4.0,24.6,4.0,9.8,0.409,0.8,2.0,0.373,3.3,7.8,0.418,0.447,2.4,3.0,0.7859999999999999,0.7,2.2,2.9,1.3,0.8,0.2,1.4,3.2,11.2,/players/b/bellra01.html,Raja Bell
2005,28.0,UTA,NBA,SG,63.0,32.0,28.4,4.8,10.6,0.45399999999999996,0.9,2.1,0.40299999999999997,4.0,8.5,0.467,0.495,1.8,2.4,0.747,0.8,2.4,3.2,1.4,0.7,0.1,1.3,3.3,12.3,/players/b/bellra01.html,Raja Bell
2006,29.0,PHO,NBA,SG,79.0,79.0,37.5,5.4,11.8,0.457,2.5,5.6,0.442,2.9,6.1,0.47100000000000003,0.563,1.5,1.8,0.7879999999999999,0.6,2.6,3.2,2.6,1.0,0.3,1.1,3.1,14.7,/players/b/bellra01.html,Raja Bell
2007,30.0,PHO,NBA,SG,78.0,78.0,37.4,5.3,12.2,0.43200000000000005,2.6,6.4,0.413,2.6,5.8,0.452,0.539,1.5,1.9,0.7759999999999999,0.6,2.6,3.2,2.5,0.6,0.3,1.1,3.0,14.7,/players/b/bellra01.html,Raja Bell
2008,31.0,PHO,NBA,SG,75.0,75.0,35.3,4.2,10.0,0.42100000000000004,2.3,5.9,0.401,1.9,4.2,0.449,0.5379999999999999,1.1,1.2,0.868,0.6,3.0,3.7,2.2,0.7,0.4,0.9,2.9,11.9,/players/b/bellra01.html,Raja Bell
2009,32.0,PHO,NBA,SG,22.0,22.0,32.4,3.5,8.0,0.429,2.0,4.3,0.46799999999999997,1.5,3.8,0.386,0.5539999999999999,0.7,1.0,0.762,0.4,2.5,2.9,1.3,0.6,0.1,0.8,2.6,9.6,/players/b/bellra01.html,Raja Bell
2009,32.0,CHA,NBA,SG,45.0,44.0,35.6,5.0,11.3,0.44,1.6,3.9,0.395,3.4,7.3,0.46399999999999997,0.509,1.6,1.8,0.877,0.7,3.2,4.0,2.5,0.8,0.1,1.5,2.4,13.0,/players/b/bellra01.html,Raja Bell
2010,33.0,CHA,NBA,SG,5.0,5.0,31.4,4.8,11.0,0.436,1.8,4.8,0.375,3.0,6.2,0.484,0.518,0.6,0.6,1.0,1.0,3.2,4.2,2.0,0.8,0.4,1.0,2.6,12.0,/players/b/bellra01.html,Raja Bell
2010,33.0,GSW,NBA,SG,1.0,0.0,23.0,4.0,6.0,0.667,3.0,3.0,1.0,1.0,3.0,0.33299999999999996,0.917,0.0,0.0,0.0,0.0,2.0,2.0,3.0,0.0,0.0,0.0,2.0,11.0,/players/b/bellra01.html,Raja Bell
2011,34.0,UTA,NBA,SG,68.0,63.0,30.8,2.8,6.9,0.409,1.0,2.8,0.35200000000000004,1.8,4.0,0.449,0.48200000000000004,1.3,1.5,0.892,0.5,2.1,2.6,1.7,0.8,0.2,0.9,2.5,8.0,/players/b/bellra01.html,Raja Bell
2012,35.0,UTA,NBA,SG,34.0,33.0,23.4,2.4,5.1,0.466,1.0,2.6,0.391,1.4,2.6,0.54,0.563,0.6,0.7,0.84,0.2,1.3,1.4,1.1,0.4,0.1,0.6,2.3,6.4,/players/b/bellra01.html,Raja Bell
