season,age,team_abbr,lg,pos,g,gs,mp,fg,fga,fg_pct,threep,threepa,threep_pct,twop,twopa,twop_pct,efg_pct,ft,fta,ft_pct,orb,drb,trb,ast,stl,blk,tov,pf,pts,bbref_endpoint,player_name
2004,22.0,BOS,NBA,PG,81.0,2.0,17.1,2.2,5.5,0.4,0.3,1.1,0.314,1.9,4.4,0.42100000000000004,0.431,1.2,1.6,0.7559999999999999,0.4,1.3,1.6,2.2,1.1,0.2,1.5,2.1,5.9,/players/b/banksma01.html,Marcus Banks
2005,23.0,BOS,NBA,PG,81.0,2.0,14.1,1.4,3.5,0.402,0.3,0.7,0.35600000000000004,1.2,2.8,0.414,0.439,1.5,2.0,0.742,0.4,1.2,1.6,1.9,0.8,0.2,1.0,1.8,4.6,/players/b/banksma01.html,Marcus Banks
2006,24.0,BOS,NBA,PG,18.0,1.0,14.9,1.8,4.4,0.413,0.3,1.1,0.316,1.5,3.4,0.44299999999999995,0.45,1.5,1.7,0.9,0.2,0.8,1.1,1.8,0.4,0.0,1.3,2.1,5.5,/players/b/banksma01.html,Marcus Banks
2006,24.0,MIN,NBA,PG,40.0,28.0,30.7,4.7,9.7,0.479,0.4,1.1,0.364,4.3,8.6,0.494,0.5,2.3,2.9,0.778,0.5,2.4,2.9,4.7,1.2,0.3,2.4,3.1,12.0,/players/b/banksma01.html,Marcus Banks
2007,25.0,PHO,NBA,PG,45.0,1.0,11.2,1.9,4.4,0.429,0.1,0.6,0.172,1.8,3.7,0.473,0.441,1.1,1.3,0.8,0.2,0.6,0.8,1.3,0.5,0.1,0.9,1.6,4.9,/players/b/banksma01.html,Marcus Banks
2008,26.0,PHO,NBA,PG,24.0,1.0,12.9,1.8,4.5,0.40399999999999997,1.0,2.7,0.385,0.8,1.8,0.43200000000000005,0.518,0.5,0.7,0.75,0.1,0.7,0.8,1.0,0.3,0.3,0.7,1.6,5.2,/players/b/banksma01.html,Marcus Banks
2008,26.0,MIA,NBA,PG,12.0,2.0,21.6,3.5,6.8,0.512,1.3,3.1,0.405,2.3,3.8,0.6,0.604,1.3,1.6,0.789,0.1,2.0,2.1,3.0,0.5,0.4,1.8,2.3,9.5,/players/b/banksma01.html,Marcus Banks
2009,27.0,MIA,NBA,PG,16.0,0.0,10.4,0.9,2.4,0.385,0.1,0.9,0.14300000000000002,0.8,1.6,0.52,0.41,0.6,0.9,0.667,0.0,0.9,0.9,1.4,0.6,0.1,0.7,1.3,2.6,/players/b/banksma01.html,Marcus Banks
2009,27.0,TOR,NBA,PG,6.0,0.0,6.7,1.0,3.0,0.33299999999999996,0.2,0.8,0.2,0.8,2.2,0.385,0.361,0.2,0.5,0.33299999999999996,0.2,0.3,0.5,1.0,0.2,0.0,0.5,0.8,2.3,/players/b/banksma01.html,Marcus Banks
2010,28.0,TOR,NBA,PG,22.0,0.0,11.1,1.8,3.3,0.534,0.3,1.1,0.292,1.5,2.2,0.653,0.5820000000000001,1.1,1.3,0.828,0.1,0.9,1.0,1.2,0.5,0.1,0.9,1.4,5.0,/players/b/banksma01.html,Marcus Banks
2011,29.0,TOR,NBA,PG,3.0,0.0,7.3,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,2.0,2.7,0.75,0.0,0.3,0.3,1.0,0.3,0.0,0.7,1.3,2.0,/players/b/banksma01.html,Marcus Banks
