season,age,team_abbr,lg,pos,g,gs,mp,fg,fga,fg_pct,threep,threepa,threep_pct,twop,twopa,twop_pct,efg_pct,ft,fta,ft_pct,orb,drb,trb,ast,stl,blk,tov,pf,pts,bbref_endpoint,player_name
1994,22.0,LAL,NBA,PG,81.0,80.0,33.3,5.1,13.0,0.39399999999999996,1.5,4.5,0.33799999999999997,3.6,8.5,0.423,0.452,1.9,2.4,0.7809999999999999,0.6,2.4,2.9,5.8,1.0,0.1,1.8,1.9,13.6,/players/v/vanexni01.html,Nick Van Exel
1995,23.0,LAL,NBA,PG,80.0,80.0,36.8,5.8,13.8,0.42,2.3,6.4,0.358,3.5,7.5,0.473,0.503,2.9,3.8,0.7829999999999999,0.3,2.5,2.8,8.3,1.2,0.1,2.8,2.0,16.9,/players/v/vanexni01.html,Nick Van Exel
1996,24.0,LAL,NBA,PG,74.0,74.0,34.0,5.4,12.8,0.41700000000000004,1.9,5.4,0.35700000000000004,3.4,7.4,0.461,0.493,2.2,2.8,0.799,0.4,2.1,2.4,6.9,0.9,0.1,2.1,1.6,14.9,/players/v/vanexni01.html,Nick Van Exel
1997,25.0,LAL,NBA,PG,79.0,79.0,37.2,5.5,13.6,0.402,2.2,5.9,0.37799999999999995,3.2,7.7,0.42,0.484,2.1,2.5,0.825,0.6,2.3,2.9,8.5,0.9,0.1,2.7,1.4,15.3,/players/v/vanexni01.html,Nick Van Exel
1998,26.0,LAL,NBA,PG,64.0,46.0,32.1,4.9,11.6,0.419,1.9,4.9,0.389,2.9,6.7,0.44,0.501,2.1,2.7,0.7909999999999999,0.5,2.5,3.0,6.9,1.0,0.1,1.6,1.9,13.8,/players/v/vanexni01.html,Nick Van Exel
1999,27.0,DEN,NBA,PG,50.0,50.0,36.0,6.1,15.4,0.39799999999999996,1.4,4.7,0.308,4.7,10.7,0.43700000000000006,0.445,2.8,3.5,0.8109999999999999,0.3,2.0,2.3,7.4,0.8,0.1,2.4,1.8,16.5,/players/v/vanexni01.html,Nick Van Exel
1900,28.0,DEN,NBA,PG,79.0,79.0,37.3,6.0,15.4,0.39,1.7,5.1,0.332,4.3,10.3,0.419,0.445,2.5,3.0,0.8170000000000001,0.4,3.5,3.9,9.0,0.9,0.1,2.8,1.9,16.1,/players/v/vanexni01.html,Nick Van Exel
2001,29.0,DEN,NBA,PG,71.0,70.0,37.9,6.5,15.7,0.414,1.9,5.0,0.377,4.6,10.6,0.431,0.474,2.9,3.5,0.8190000000000001,0.6,2.8,3.4,8.5,0.9,0.3,2.3,1.5,17.7,/players/v/vanexni01.html,Nick Van Exel
2002,30.0,DEN,NBA,PG,45.0,44.0,38.6,8.3,20.3,0.408,1.9,5.6,0.337,6.4,14.7,0.435,0.45399999999999996,3.0,3.9,0.782,0.4,3.3,3.8,8.1,0.7,0.2,2.6,1.5,21.4,/players/v/vanexni01.html,Nick Van Exel
2002,30.0,DAL,NBA,SG,27.0,2.0,28.0,4.8,11.6,0.41100000000000003,1.3,3.6,0.34700000000000003,3.5,8.0,0.44,0.465,2.4,2.9,0.8440000000000001,0.3,2.8,3.1,4.2,0.5,0.1,1.5,1.3,13.2,/players/v/vanexni01.html,Nick Van Exel
2003,31.0,DAL,NBA,SG,73.0,1.0,27.8,4.7,11.4,0.41200000000000003,1.6,4.3,0.37799999999999995,3.1,7.1,0.43200000000000005,0.483,1.5,2.0,0.764,0.5,2.4,2.8,4.3,0.6,0.1,1.7,1.2,12.5,/players/v/vanexni01.html,Nick Van Exel
2004,32.0,GSW,NBA,PG,39.0,29.0,32.2,4.8,12.3,0.39,1.2,3.8,0.307,3.6,8.4,0.429,0.43799999999999994,1.8,2.5,0.7070000000000001,0.4,2.3,2.7,5.3,0.5,0.1,2.0,1.5,12.6,/players/v/vanexni01.html,Nick Van Exel
2005,33.0,POR,NBA,SG,53.0,34.0,30.5,4.0,10.6,0.381,1.9,4.8,0.389,2.2,5.7,0.375,0.47100000000000003,1.1,1.4,0.784,0.4,2.7,3.0,4.3,0.8,0.0,1.7,1.3,11.1,/players/v/vanexni01.html,Nick Van Exel
2006,34.0,SAS,NBA,PG,65.0,2.0,15.2,2.1,5.3,0.397,0.8,2.4,0.35700000000000004,1.2,2.9,0.429,0.47700000000000004,0.4,0.6,0.6829999999999999,0.1,1.3,1.4,1.9,0.2,0.0,0.9,0.9,5.5,/players/v/vanexni01.html,Nick Van Exel
