season,age,team_abbr,lg,pos,g,gs,mp,fg,fga,fg_pct,threep,threepa,threep_pct,twop,twopa,twop_pct,efg_pct,ft,fta,ft_pct,orb,drb,trb,ast,stl,blk,tov,pf,pts,bbref_endpoint,player_name
1996,22.0,UTA,NBA,C,57.0,10.0,11.6,1.5,3.2,0.473,0.0,0.0,0.0,1.5,3.2,0.473,0.473,0.6,0.9,0.667,1.0,2.1,3.1,0.1,0.1,1.1,0.4,1.6,3.6,/players/o/ostergr01.html,Greg Ostertag
1997,23.0,UTA,NBA,C,77.0,70.0,23.6,2.7,5.3,0.515,0.0,0.1,0.0,2.7,5.2,0.52,0.515,1.8,2.7,0.6779999999999999,2.3,5.0,7.3,0.4,0.3,2.0,1.0,3.0,7.3,/players/o/ostergr01.html,Greg Ostertag
1998,24.0,UTA,NBA,C,63.0,23.0,20.4,1.8,3.8,0.48100000000000004,0.0,0.0,0.0,1.8,3.8,0.48100000000000004,0.48100000000000004,1.1,2.2,0.479,2.1,3.8,5.9,0.4,0.4,2.1,1.2,2.6,4.7,/players/o/ostergr01.html,Greg Ostertag
1999,25.0,UTA,NBA,C,48.0,48.0,27.9,2.1,4.3,0.47600000000000003,0.0,0.0,0.0,2.1,4.3,0.47600000000000003,0.47600000000000003,1.6,2.5,0.62,2.2,5.1,7.3,0.5,0.3,2.7,0.9,2.9,5.7,/players/o/ostergr01.html,Greg Ostertag
1900,26.0,UTA,NBA,C,81.0,3.0,19.8,1.5,3.3,0.46399999999999997,0.0,0.0,0.0,1.5,3.3,0.466,0.46399999999999997,1.5,2.3,0.636,2.1,3.8,6.0,0.2,0.2,2.1,1.0,2.4,4.5,/players/o/ostergr01.html,Greg Ostertag
2001,27.0,UTA,NBA,C,81.0,3.0,18.4,1.7,3.5,0.495,0.0,0.0,0.5,1.7,3.4,0.495,0.496,1.0,1.9,0.556,2.0,3.1,5.1,0.3,0.3,1.8,0.8,2.7,4.5,/players/o/ostergr01.html,Greg Ostertag
2002,28.0,UTA,NBA,C,74.0,14.0,15.0,1.2,2.7,0.45299999999999996,0.0,0.0,0.0,1.2,2.7,0.45299999999999996,0.45299999999999996,0.9,1.8,0.485,1.7,2.5,4.2,0.7,0.2,1.5,0.7,2.1,3.3,/players/o/ostergr01.html,Greg Ostertag
2003,29.0,UTA,NBA,C,81.0,74.0,23.8,2.1,4.0,0.518,0.0,0.0,0.0,2.1,4.0,0.518,0.518,1.2,2.4,0.51,2.2,4.0,6.2,0.7,0.2,1.8,1.3,2.9,5.4,/players/o/ostergr01.html,Greg Ostertag
2004,30.0,UTA,NBA,C,78.0,51.0,27.6,2.7,5.6,0.47600000000000003,0.0,0.0,0.0,2.7,5.6,0.47700000000000004,0.47600000000000003,1.4,2.5,0.579,2.8,4.6,7.4,1.6,0.4,1.8,1.3,2.9,6.8,/players/o/ostergr01.html,Greg Ostertag
2005,31.0,SAC,NBA,C,56.0,3.0,9.9,0.7,1.5,0.44,0.0,0.0,0.0,0.7,1.5,0.451,0.44,0.2,0.7,0.342,1.0,2.0,3.0,0.7,0.1,0.7,0.4,1.6,1.6,/players/o/ostergr01.html,Greg Ostertag
2006,32.0,UTA,NBA,C,60.0,22.0,13.5,1.0,2.1,0.49200000000000005,0.0,0.0,0.0,1.0,2.1,0.49200000000000005,0.49200000000000005,0.4,0.8,0.5,1.4,2.4,3.8,1.0,0.1,1.1,0.8,2.2,2.4,/players/o/ostergr01.html,Greg Ostertag
