datetime,spread,decimal_odds,vegas_odds,sportsbook,team_abbr,home_abbr,away_abbr,bet_type_id
2019-10-03 22:18:53-04:00,5.0,1.9090909090909092,-110,5Dimes,LAC,LAC,HOU,2
2019-10-03 22:18:53-04:00,-5.0,1.9090909090909092,-110,5Dimes,HOU,LAC,HOU,2
2019-10-03 22:31:25-04:00,5.0,1.9090909090909092,-110,Bet365,LAC,LAC,HOU,2
2019-10-03 22:31:25-04:00,-5.0,1.9090909090909092,-110,Bet365,HOU,LAC,HOU,2
2019-10-04 01:03:48-04:00,5.0,1.9523809523809523,-105,Pinnacle,LAC,LAC,HOU,2
2019-10-04 01:03:48-04:00,-5.0,1.9009009009009008,-111,Pinnacle,HOU,LAC,HOU,2
2019-10-03 22:31:47-04:00,5.0,1.9090909090909092,-110,Intertops,LAC,LAC,HOU,2
2019-10-03 22:31:47-04:00,-5.0,1.9090909090909092,-110,Intertops,HOU,LAC,HOU,2
2019-10-04 00:18:15-04:00,5.0,1.9090909090909092,-110,Sports Interaction,LAC,LAC,HOU,2
2019-10-03 22:47:28-04:00,-5.0,1.9090909090909092,-110,Sports Interaction,HOU,LAC,HOU,2
2019-10-03 22:34:11-04:00,5.0,1.9090909090909092,-110,WagerWeb,LAC,LAC,HOU,2
2019-10-03 22:34:11-04:00,-5.0,1.9090909090909092,-110,WagerWeb,HOU,LAC,HOU,2
2019-10-03 22:30:44-04:00,5.0,1.9174311926605505,-109,GTbets,LAC,LAC,HOU,2
2019-10-03 22:30:44-04:00,-5.0,1.9174311926605505,-109,GTbets,HOU,LAC,HOU,2
2019-10-03 22:28:50-04:00,5.0,1.9090909090909092,-110,MyBookie,LAC,LAC,HOU,2
2019-10-03 22:28:50-04:00,-5.0,1.9090909090909092,-110,MyBookie,HOU,LAC,HOU,2
2019-10-05 09:37:59-04:00,-4.5,1.9090909090909092,-110,5Dimes,SAC,IND,SAC,2
2019-10-05 09:37:59-04:00,4.5,1.9090909090909092,-110,5Dimes,IND,IND,SAC,2
2019-10-05 09:35:52-04:00,-4.5,1.9090909090909092,-110,Bet365,SAC,IND,SAC,2
2019-10-05 09:35:52-04:00,4.5,1.9090909090909092,-110,Bet365,IND,IND,SAC,2
2019-10-05 09:20:05-04:00,-4.0,1.9090909090909092,-110,Intertops,SAC,IND,SAC,2
2019-10-05 09:20:05-04:00,4.0,1.9090909090909092,-110,Intertops,IND,IND,SAC,2
2019-10-05 08:21:16-04:00,-3.5,1.9090909090909092,-110,Sports Interaction,SAC,IND,SAC,2
2019-10-05 08:21:16-04:00,3.5,1.9090909090909092,-110,Sports Interaction,IND,IND,SAC,2
2019-10-05 08:15:59-04:00,-3.5,1.9090909090909092,-110,WagerWeb,SAC,IND,SAC,2
2019-10-05 08:15:59-04:00,3.5,1.9090909090909092,-110,WagerWeb,IND,IND,SAC,2
2019-10-05 08:45:34-04:00,-3.5,1.9174311926605505,-109,GTbets,SAC,IND,SAC,2
2019-10-05 08:45:34-04:00,3.5,1.9174311926605505,-109,GTbets,IND,IND,SAC,2
2019-10-05 09:36:01-04:00,-3.5,1.8695652173913044,-115,MyBookie,SAC,IND,SAC,2
2019-10-05 09:36:01-04:00,3.5,1.9523809523809523,-105,MyBookie,IND,IND,SAC,2
2019-10-04 08:19:03-04:00,-5.5,1.9090909090909092,-110,5Dimes,SAC,SAC,IND,2
2019-10-04 08:19:03-04:00,5.5,1.9090909090909092,-110,5Dimes,IND,SAC,IND,2
2019-10-04 08:57:12-04:00,-5.5,1.9090909090909092,-110,Bet365,SAC,SAC,IND,2
2019-10-04 08:57:12-04:00,5.5,1.9090909090909092,-110,Bet365,IND,SAC,IND,2
2019-10-04 09:34:34-04:00,-5.0,1.8771929824561404,-114,Pinnacle,SAC,SAC,IND,2
2019-10-04 09:34:34-04:00,5.0,1.9803921568627452,-102,Pinnacle,IND,SAC,IND,2
2019-10-04 08:20:50-04:00,-5.5,1.9090909090909092,-110,Intertops,SAC,SAC,IND,2
