season,age,team_abbr,lg,pos,g,gs,mp,fg,fga,fg_pct,threep,threepa,threep_pct,twop,twopa,twop_pct,efg_pct,ft,fta,ft_pct,orb,drb,trb,ast,stl,blk,tov,pf,pts,bbref_endpoint,player_name
2009,23.0,ORL,NBA,SG,77.0,42.0,25.2,3.2,7.0,0.45,1.1,2.6,0.40399999999999997,2.1,4.4,0.478,0.526,1.0,1.2,0.83,0.2,2.1,2.3,1.2,1.0,0.2,0.9,2.0,8.4,/players/l/leeco01.html,Courtney Lee
2010,24.0,NJN,NBA,SG,71.0,66.0,33.5,4.8,10.9,0.436,1.1,3.2,0.33799999999999997,3.7,7.7,0.47600000000000003,0.485,1.9,2.2,0.8690000000000001,0.8,2.7,3.5,1.7,1.3,0.3,1.1,1.8,12.5,/players/l/leeco01.html,Courtney Lee
2011,25.0,HOU,NBA,SG,81.0,1.0,21.3,3.1,7.1,0.439,0.9,2.1,0.408,2.2,5.0,0.45299999999999996,0.501,1.2,1.5,0.792,0.6,2.0,2.6,1.2,0.7,0.2,0.8,1.3,8.3,/players/l/leeco01.html,Courtney Lee
2012,26.0,HOU,NBA,SG,58.0,26.0,30.3,4.3,10.0,0.433,1.5,3.7,0.401,2.8,6.3,0.452,0.508,1.2,1.5,0.826,0.4,2.3,2.7,1.5,1.2,0.4,1.1,1.8,11.4,/players/l/leeco01.html,Courtney Lee
2013,27.0,BOS,NBA,SG,78.0,39.0,24.9,3.2,6.8,0.46399999999999997,0.7,2.0,0.37200000000000005,2.4,4.8,0.503,0.519,0.8,0.9,0.861,0.4,2.0,2.4,1.8,1.1,0.3,1.1,1.8,7.8,/players/l/leeco01.html,Courtney Lee
2014,28.0,BOS,NBA,SG,30.0,0.0,16.8,3.0,6.1,0.49200000000000005,0.8,1.7,0.442,2.2,4.4,0.511,0.555,0.6,0.7,0.818,0.3,1.4,1.6,1.1,0.7,0.3,0.8,1.2,7.4,/players/l/leeco01.html,Courtney Lee
2014,28.0,MEM,NBA,SG,49.0,47.0,30.0,4.2,8.8,0.47600000000000003,1.0,2.9,0.345,3.2,5.9,0.54,0.532,1.7,1.8,0.9,0.4,2.4,2.8,1.7,0.9,0.4,1.0,1.8,11.0,/players/l/leeco01.html,Courtney Lee
2015,29.0,MEM,NBA,SG,77.0,74.0,30.6,3.7,8.4,0.44799999999999995,1.2,2.9,0.402,2.6,5.4,0.473,0.518,1.4,1.7,0.86,0.3,2.0,2.3,2.0,1.0,0.2,1.0,1.7,10.1,/players/l/leeco01.html,Courtney Lee
2016,30.0,MEM,NBA,SG,51.0,37.0,29.2,3.8,8.2,0.45799999999999996,1.0,2.7,0.37,2.8,5.5,0.502,0.519,1.5,1.8,0.826,0.4,1.9,2.3,1.5,1.0,0.3,1.0,1.5,10.0,/players/l/leeco01.html,Courtney Lee
2016,30.0,CHO,NBA,SG,28.0,28.0,30.2,3.5,7.9,0.445,1.1,2.8,0.392,2.4,5.0,0.475,0.516,0.8,0.9,0.885,0.4,2.8,3.1,2.1,1.2,0.4,0.8,2.0,8.9,/players/l/leeco01.html,Courtney Lee
2017,31.0,NYK,NBA,SG,77.0,74.0,31.9,4.2,9.1,0.456,1.4,3.5,0.401,2.8,5.6,0.49,0.5329999999999999,1.1,1.3,0.867,0.7,2.7,3.4,2.3,1.1,0.3,0.9,1.8,10.8,/players/l/leeco01.html,Courtney Lee
2018,32.0,NYK,NBA,SG,76.0,69.0,30.4,4.5,9.9,0.45399999999999996,1.5,3.7,0.406,3.0,6.3,0.48200000000000004,0.529,1.5,1.6,0.919,0.4,2.6,2.9,2.4,1.1,0.2,1.1,1.4,12.0,/players/l/leeco01.html,Courtney Lee
2019,33.0,NYK,NBA,SG,12.0,2.0,13.3,1.8,3.9,0.447,0.4,1.3,0.313,1.3,2.6,0.516,0.5,0.8,1.2,0.643,0.5,1.8,2.3,1.3,0.7,0.2,0.4,1.1,4.7,/players/l/leeco01.html,Courtney Lee
2019,33.0,DAL,NBA,SG,22.0,4.0,12.2,1.5,3.7,0.39,0.5,1.8,0.282,1.0,2.0,0.488,0.457,0.2,0.3,0.7140000000000001,0.1,1.1,1.2,1.0,0.6,0.0,0.4,0.9,3.6,/players/l/leeco01.html,Courtney Lee
2020,34.0,DAL,NBA,SG,24.0,9.0,14.4,1.7,3.4,0.488,0.9,2.0,0.447,0.8,1.5,0.5429999999999999,0.616,0.3,0.3,0.857,0.3,1.0,1.3,0.5,0.8,0.3,0.5,1.4,4.5,/players/l/leeco01.html,Courtney Lee
