season,age,team_abbr,lg,pos,g,gs,mp,fg,fga,fg_pct,threep,threepa,threep_pct,twop,twopa,twop_pct,efg_pct,ft,fta,ft_pct,orb,drb,trb,ast,stl,blk,tov,pf,pts,bbref_endpoint,player_name
1993,22.0,HOU,NBA,SF,79.0,79.0,29.5,4.1,8.6,0.474,0.2,0.6,0.255,3.9,8.0,0.49,0.48200000000000004,1.8,2.5,0.715,1.4,3.5,5.0,2.4,1.0,1.1,2.0,2.7,10.1,/players/h/horryro01.html,Robert Horry
1994,23.0,HOU,NBA,SF,81.0,81.0,29.3,4.0,8.7,0.45899999999999996,0.5,1.7,0.324,3.4,7.0,0.491,0.49,1.4,1.9,0.732,1.6,3.9,5.4,2.9,1.5,0.9,1.7,2.3,9.9,/players/h/horryro01.html,Robert Horry
1995,24.0,HOU,NBA,PF,64.0,61.0,32.4,3.8,8.4,0.447,1.3,3.5,0.379,2.4,4.8,0.49700000000000005,0.527,1.3,1.8,0.7609999999999999,1.3,3.8,5.1,3.4,1.5,1.2,1.9,2.5,10.2,/players/h/horryro01.html,Robert Horry
1996,25.0,HOU,NBA,SF,71.0,71.0,37.1,4.2,10.3,0.41,2.0,5.5,0.366,2.2,4.8,0.45899999999999996,0.507,1.6,2.0,0.7759999999999999,1.4,4.4,5.8,4.0,1.6,1.5,2.3,2.8,12.0,/players/h/horryro01.html,Robert Horry
1997,26.0,PHO,NBA,SF,32.0,15.0,22.5,2.6,6.1,0.42100000000000004,0.8,2.4,0.308,1.8,3.7,0.496,0.48200000000000004,1.0,1.6,0.64,1.3,2.5,3.7,1.7,0.9,0.8,1.4,2.5,6.9,/players/h/horryro01.html,Robert Horry
1997,26.0,LAL,NBA,SF,22.0,14.0,30.7,3.4,7.5,0.455,1.1,3.5,0.32899999999999996,2.3,4.0,0.562,0.53,1.3,1.8,0.7,1.3,4.1,5.4,2.5,1.7,1.3,1.2,3.3,9.2,/players/h/horryro01.html,Robert Horry
1998,27.0,LAL,NBA,PF,72.0,71.0,30.4,2.8,5.8,0.47600000000000003,0.3,1.3,0.204,2.5,4.5,0.5539999999999999,0.499,1.6,2.3,0.6920000000000001,2.6,4.9,7.5,2.3,1.6,1.3,1.4,3.3,7.4,/players/h/horryro01.html,Robert Horry
1999,28.0,LAL,NBA,PF,38.0,5.0,19.6,1.8,3.8,0.45899999999999996,0.5,1.2,0.444,1.2,2.7,0.465,0.527,0.9,1.2,0.7390000000000001,1.5,2.5,4.0,1.5,0.9,1.0,1.3,2.7,4.9,/players/h/horryro01.html,Robert Horry
1900,29.0,LAL,NBA,PF,76.0,0.0,22.2,2.1,4.8,0.43799999999999994,0.4,1.2,0.309,1.7,3.5,0.483,0.478,1.2,1.5,0.7879999999999999,1.8,3.0,4.8,1.6,1.1,1.1,1.0,2.5,5.7,/players/h/horryro01.html,Robert Horry
2001,30.0,LAL,NBA,PF,79.0,1.0,20.1,1.9,4.8,0.387,0.7,2.0,0.34600000000000003,1.2,2.8,0.415,0.45799999999999996,0.7,1.1,0.711,1.2,2.6,3.7,1.6,0.7,0.7,1.0,2.7,5.2,/players/h/horryro01.html,Robert Horry
2002,31.0,LAL,NBA,PF,81.0,23.0,26.4,2.3,5.7,0.39799999999999996,0.9,2.5,0.374,1.3,3.2,0.41600000000000004,0.48,1.3,1.7,0.7829999999999999,1.6,4.3,5.9,2.9,1.0,1.1,1.1,2.6,6.8,/players/h/horryro01.html,Robert Horry
2003,32.0,LAL,NBA,PF,80.0,26.0,29.3,2.3,6.0,0.387,0.6,2.2,0.28800000000000003,1.7,3.7,0.445,0.44,1.3,1.7,0.769,2.3,4.2,6.4,2.9,1.2,0.8,1.4,3.1,6.5,/players/h/horryro01.html,Robert Horry
2004,33.0,SAS,NBA,PF,81.0,1.0,15.9,1.7,4.3,0.405,0.5,1.3,0.38,1.2,3.0,0.41700000000000004,0.46399999999999997,0.9,1.3,0.645,1.3,2.0,3.4,1.2,0.6,0.6,0.7,2.0,4.8,/players/h/horryro01.html,Robert Horry
2005,34.0,SAS,NBA,PF,75.0,16.0,18.6,2.1,5.0,0.419,0.7,1.8,0.37,1.4,3.2,0.447,0.48700000000000004,1.1,1.5,0.789,1.2,2.4,3.6,1.1,0.9,0.8,0.9,1.8,6.0,/players/h/horryro01.html,Robert Horry
2006,35.0,SAS,NBA,PF,63.0,3.0,18.8,1.8,4.6,0.384,0.8,2.3,0.368,0.9,2.3,0.39899999999999997,0.474,0.7,1.1,0.647,1.1,2.7,3.8,1.3,0.7,0.8,0.7,1.8,5.1,/players/h/horryro01.html,Robert Horry
2007,36.0,SAS,NBA,PF,68.0,8.0,16.5,1.3,3.7,0.359,0.7,2.2,0.336,0.6,1.5,0.392,0.45799999999999996,0.6,0.9,0.594,1.1,2.3,3.4,1.1,0.7,0.6,0.6,1.5,3.9,/players/h/horryro01.html,Robert Horry
2008,37.0,SAS,NBA,PF,45.0,5.0,13.0,0.8,2.6,0.319,0.4,1.6,0.257,0.4,1.1,0.408,0.395,0.4,0.6,0.643,0.8,1.6,2.4,1.0,0.5,0.4,0.5,1.2,2.5,/players/h/horryro01.html,Robert Horry
