season,age,team_abbr,lg,pos,g,gs,mp,fg,fga,fg_pct,threep,threepa,threep_pct,twop,twopa,twop_pct,efg_pct,ft,fta,ft_pct,orb,drb,trb,ast,stl,blk,tov,pf,pts,bbref_endpoint,player_name
1996,23.0,ATL,NBA,PF,79.0,4.0,17.9,2.4,5.5,0.442,0.0,0.0,0.0,2.4,5.5,0.445,0.442,1.5,2.5,0.595,2.1,2.4,4.5,0.6,0.6,0.5,1.1,2.7,6.4,/players/h/hendeal01.html,Alan Henderson
1997,24.0,ATL,NBA,PF,30.0,0.0,16.7,2.6,5.4,0.475,0.0,0.0,0.0,2.6,5.4,0.475,0.475,1.5,2.5,0.6,1.6,2.3,3.9,0.8,0.7,0.2,1.0,2.4,6.6,/players/h/hendeal01.html,Alan Henderson
1998,25.0,ATL,NBA,PF,69.0,33.0,29.0,5.3,10.9,0.485,0.0,0.1,0.5,5.2,10.8,0.485,0.48700000000000004,3.7,5.6,0.652,2.9,3.5,6.4,1.1,0.6,0.5,1.6,2.5,14.3,/players/h/hendeal01.html,Alan Henderson
1999,26.0,ATL,NBA,SF,38.0,37.0,30.1,4.9,11.1,0.442,0.0,0.0,0.0,4.9,11.1,0.44299999999999995,0.442,2.6,3.9,0.6709999999999999,2.6,3.9,6.6,0.7,0.9,0.5,1.5,2.5,12.5,/players/h/hendeal01.html,Alan Henderson
1900,27.0,ATL,NBA,PF,82.0,82.0,33.8,5.2,11.3,0.461,0.0,0.1,0.1,5.2,11.2,0.465,0.462,2.7,4.1,0.6709999999999999,3.2,3.7,7.0,0.9,1.0,0.7,1.7,2.8,13.2,/players/h/hendeal01.html,Alan Henderson
2001,28.0,ATL,NBA,PF,73.0,42.0,24.8,4.1,9.2,0.444,0.0,0.0,0.0,4.1,9.2,0.445,0.444,2.4,3.7,0.638,2.5,3.1,5.6,0.7,0.7,0.4,1.7,2.2,10.5,/players/h/hendeal01.html,Alan Henderson
2002,29.0,ATL,NBA,PF,26.0,1.0,16.2,2.3,4.5,0.509,0.0,0.0,1.0,2.2,4.4,0.504,0.513,0.9,1.7,0.5329999999999999,1.2,2.5,3.7,0.4,0.4,0.6,0.8,1.5,5.5,/players/h/hendeal01.html,Alan Henderson
2003,30.0,ATL,NBA,C,82.0,3.0,18.2,1.9,4.0,0.46799999999999997,0.0,0.0,0.0,1.9,4.0,0.47100000000000003,0.46799999999999997,1.1,1.7,0.638,1.9,3.0,4.9,0.5,0.4,0.4,0.7,2.0,4.8,/players/h/hendeal01.html,Alan Henderson
2004,31.0,ATL,NBA,PF,6.0,0.0,11.3,1.7,3.5,0.47600000000000003,0.0,0.0,0.0,1.7,3.5,0.47600000000000003,0.47600000000000003,0.7,1.0,0.667,1.8,1.7,3.5,0.3,0.2,0.3,0.5,0.2,4.0,/players/h/hendeal01.html,Alan Henderson
2005,32.0,DAL,NBA,PF,78.0,10.0,15.4,1.5,2.8,0.527,0.0,0.0,0.0,1.5,2.8,0.532,0.527,0.5,1.0,0.539,2.1,2.4,4.5,0.3,0.4,0.5,0.6,1.9,3.5,/players/h/hendeal01.html,Alan Henderson
2006,33.0,CLE,NBA,C,51.0,3.0,10.4,0.9,1.8,0.516,0.0,0.0,0.0,0.9,1.8,0.516,0.516,0.6,1.0,0.6729999999999999,1.2,1.5,2.7,0.2,0.2,0.2,0.4,1.1,2.5,/players/h/hendeal01.html,Alan Henderson
2007,34.0,PHI,NBA,PF,38.0,5.0,11.0,1.1,1.8,0.642,0.0,0.0,0.0,1.1,1.8,0.642,0.642,0.9,1.2,0.7020000000000001,1.3,1.6,2.8,0.3,0.2,0.3,0.3,1.6,3.1,/players/h/hendeal01.html,Alan Henderson
