season,age,team_abbr,lg,pos,g,gs,mp,fg,fga,fg_pct,threep,threepa,threep_pct,twop,twopa,twop_pct,efg_pct,ft,fta,ft_pct,orb,drb,trb,ast,stl,blk,tov,pf,pts,bbref_endpoint,player_name
2006,19.0,POR,NBA,SF,61,18,17.5,2.3,5.7,.399,1.1,3.0,.357,1.2,2.7,.446,.493,1.0,1.2,.859,0.5,1.7,2.1,0.6,0.3,0.2,0.7,1.5,6.6,/players/w/webstma02.html,Martell Webster
2007,20.0,POR,NBA,SF,82,27,21.5,2.4,6.0,.396,1.1,3.0,.364,1.3,3.0,.430,.489,1.1,1.6,.705,0.5,2.4,2.9,0.6,0.4,0.2,0.9,1.5,7.0,/players/w/webstma02.html,Martell Webster
2008,21.0,POR,NBA,SF,75,70,28.4,3.7,8.7,.422,1.6,4.2,.388,2.1,4.5,.454,.516,1.6,2.2,.735,0.7,3.2,3.9,1.2,0.6,0.4,1.1,2.1,10.7,/players/w/webstma02.html,Martell Webster
2009,22.0,POR,NBA,SF,1,0,5.0,0.0,1.0,.000,0.0,1.0,.000,0.0,0.0,0,.000,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,/players/w/webstma02.html,Martell Webster
2010,23.0,POR,NBA,SF,82,49,24.5,3.2,7.8,.405,1.5,4.0,.373,1.6,3.7,.440,.502,1.5,1.9,.813,0.6,2.7,3.3,0.8,0.5,0.5,0.7,1.9,9.4,/players/w/webstma02.html,Martell Webster
2011,24.0,MIN,NBA,SF,46,1,23.8,3.3,7.4,.447,1.2,2.9,.417,2.1,4.5,.466,.528,2.0,2.7,.770,0.8,2.4,3.2,1.2,0.6,0.2,1.3,2.2,9.8,/players/w/webstma02.html,Martell Webster
2012,25.0,MIN,NBA,SF,47,26,24.3,2.4,5.8,.423,0.8,2.3,.339,1.7,3.5,.479,.491,1.2,1.5,.792,0.9,2.7,3.6,0.9,0.7,0.4,1.0,1.8,6.9,/players/w/webstma02.html,Martell Webster
2013,26.0,WAS,NBA,SF,76,62,28.9,3.7,8.4,.442,1.8,4.3,.422,1.9,4.0,.463,.551,2.2,2.6,.848,0.7,3.2,3.9,1.9,0.6,0.2,1.2,2.2,11.4,/players/w/webstma02.html,Martell Webster
2014,27.0,WAS,NBA,SF,78,13,27.7,3.3,7.5,.433,1.9,4.8,.392,1.4,2.8,.502,.557,1.3,1.6,.840,0.5,2.4,2.8,1.2,0.5,0.2,0.7,1.9,9.7,/players/w/webstma02.html,Martell Webster
2015,28.0,WAS,NBA,SF,32,0,11.0,0.8,2.8,.264,0.3,1.3,.233,0.4,1.5,.292,.319,1.5,2.0,.750,0.3,1.1,1.4,0.5,0.2,0.0,0.7,0.8,3.3,/players/w/webstma02.html,Martell Webster
