season,age,team_abbr,lg,pos,g,gs,mp,fg,fga,fg_pct,threep,threepa,threep_pct,twop,twopa,twop_pct,efg_pct,ft,fta,ft_pct,orb,drb,trb,ast,stl,blk,tov,pf,pts,bbref_endpoint,player_name
1998,23.0,SAC,NBA,PG,77.0,62.0,29.4,2.9,7.9,0.371,0.5,1.7,0.328,2.4,6.2,0.383,0.406,1.0,1.4,0.727,0.7,1.6,2.2,4.3,0.8,0.1,1.6,2.4,7.5,/players/j/johnsan02.html,Anthony Johnson
1999,24.0,ATL,NBA,PG,49.0,2.0,18.1,1.9,4.6,0.404,0.1,0.4,0.263,1.8,4.2,0.417,0.416,1.2,1.7,0.695,0.3,1.2,1.5,2.2,0.7,0.1,1.3,1.4,5.0,/players/j/johnsan02.html,Anthony Johnson
1900,25.0,ATL,NBA,PG,38.0,2.0,11.1,0.9,2.7,0.35,0.0,0.2,0.167,0.9,2.6,0.361,0.354,0.5,0.6,0.792,0.4,0.6,1.0,1.6,0.6,0.1,0.6,1.1,2.4,/players/j/johnsan02.html,Anthony Johnson
1900,25.0,ORL,NBA,PG,18.0,4.0,11.9,1.4,3.4,0.426,0.1,0.3,0.2,1.4,3.1,0.446,0.434,0.5,0.8,0.6,0.3,0.3,0.7,0.7,0.6,0.1,0.4,0.9,3.4,/players/j/johnsan02.html,Anthony Johnson
2001,26.0,ATL,NBA,PG,25.0,0.0,11.2,1.0,2.8,0.366,0.0,0.1,0.0,1.0,2.7,0.382,0.366,0.5,0.7,0.706,0.1,0.8,0.9,1.4,0.7,0.2,0.8,1.6,2.6,/players/j/johnsan02.html,Anthony Johnson
2001,26.0,CLE,NBA,PG,28.0,0.0,8.3,1.0,2.9,0.333,0.0,0.1,0.5,0.9,2.8,0.329,0.34,0.4,0.6,0.688,0.3,0.5,0.8,1.6,0.2,0.0,0.5,0.8,2.4,/players/j/johnsan02.html,Anthony Johnson
2002,27.0,NJN,NBA,SG,34.0,0.0,10.8,1.1,2.6,0.411,0.1,0.4,0.333,1.0,2.3,0.423,0.433,0.5,0.7,0.64,0.3,0.6,0.9,1.4,0.9,0.0,0.6,0.9,2.8,/players/j/johnsan02.html,Anthony Johnson
2003,28.0,NJN,NBA,PG,66.0,2.0,12.8,1.6,3.5,0.446,0.2,0.5,0.371,1.4,3.0,0.459,0.474,0.8,1.1,0.689,0.2,1.0,1.2,1.3,0.6,0.1,0.6,1.4,4.1,/players/j/johnsan02.html,Anthony Johnson
2004,29.0,IND,NBA,PG,73.0,7.0,21.9,2.3,5.6,0.406,0.6,1.7,0.336,1.7,4.0,0.436,0.456,1.0,1.3,0.798,0.4,1.4,1.8,2.8,0.9,0.1,1.0,1.9,6.2,/players/j/johnsan02.html,Anthony Johnson
2005,30.0,IND,NBA,PG,63.0,36.0,27.7,3.2,7.2,0.445,0.7,1.7,0.38,2.6,5.5,0.466,0.49,1.3,1.8,0.752,0.5,2.3,2.8,4.8,0.9,0.2,1.5,2.3,8.4,/players/j/johnsan02.html,Anthony Johnson
2006,31.0,IND,NBA,PG,75.0,53.0,26.4,3.6,8.0,0.443,0.7,2.1,0.329,2.9,6.0,0.482,0.485,1.4,1.9,0.752,0.4,1.8,2.2,4.3,0.8,0.3,1.5,1.8,9.2,/players/j/johnsan02.html,Anthony Johnson
2007,32.0,DAL,NBA,PG,40.0,0.0,14.1,1.5,3.7,0.411,0.3,0.7,0.379,1.2,2.9,0.419,0.449,0.5,0.7,0.724,0.3,0.9,1.2,2.0,0.4,0.0,0.8,1.7,3.8,/players/j/johnsan02.html,Anthony Johnson
2007,32.0,ATL,NBA,PG,27.0,17.0,27.4,3.0,7.3,0.416,0.5,1.6,0.318,2.5,5.7,0.444,0.452,0.9,1.2,0.781,0.3,1.6,2.0,4.6,0.6,0.1,1.7,1.9,7.5,/players/j/johnsan02.html,Anthony Johnson
2008,33.0,ATL,NBA,PG,42.0,41.0,26.7,2.7,6.4,0.431,0.6,1.5,0.429,2.1,4.9,0.431,0.481,0.6,0.8,0.813,0.4,1.9,2.3,4.8,1.0,0.2,1.2,2.0,6.7,/players/j/johnsan02.html,Anthony Johnson
2008,33.0,SAC,NBA,PG,27.0,11.0,15.2,1.5,3.3,0.455,0.6,1.1,0.5,0.9,2.1,0.431,0.54,0.3,0.4,0.818,0.2,1.3,1.4,2.2,0.4,0.0,1.3,1.1,3.9,/players/j/johnsan02.html,Anthony Johnson
2009,34.0,ORL,NBA,PG,80.0,12.0,18.5,1.9,4.8,0.404,0.7,1.7,0.391,1.3,3.1,0.411,0.472,0.8,1.0,0.753,0.4,1.5,1.8,2.5,0.6,0.1,1.0,1.4,5.3,/players/j/johnsan02.html,Anthony Johnson
2010,35.0,ORL,NBA,PG,31.0,0.0,13.1,1.6,3.6,0.441,0.4,1.3,0.333,1.2,2.3,0.5,0.5,0.6,0.6,0.95,0.3,1.3,1.5,2.0,0.4,0.0,0.8,1.0,4.2,/players/j/johnsan02.html,Anthony Johnson
