datetime,team_abbr,vegas_odds,sportsbook,bet_type_id,decimal_odds
2012-10-30,WAS,210,sbro,1,3.1
2012-10-30,CLE,-250,sbro,1,1.4
2012-10-30,BOS,240,sbro,1,3.4
2012-10-30,MIA,-280,sbro,1,1.3571428571428572
2012-10-30,DAL,400,sbro,1,5.0
2012-10-30,LAL,-500,sbro,1,1.2
2012-10-31,IND,-120,sbro,1,1.8333333333333333
2012-10-31,TOR,100,sbro,1,2.0
2012-10-31,DEN,-130,sbro,1,1.7692307692307692
2012-10-31,PHI,110,sbro,1,2.1
2012-10-31,HOU,115,sbro,1,2.15
2012-10-31,DET,-135,sbro,1,1.7407407407407407
2012-10-31,SAS,-305,sbro,1,1.3278688524590163
2012-10-31,NOP,255,sbro,1,3.55
2012-10-31,SAC,235,sbro,1,3.35
2012-10-31,CHI,-275,sbro,1,1.3636363636363635
2012-10-31,DAL,330,sbro,1,4.3
2012-10-31,UTA,-400,sbro,1,1.25
2012-10-31,GSW,120,sbro,1,2.2
2012-10-31,PHO,-140,sbro,1,1.7142857142857142
2012-10-31,MEM,155,sbro,1,2.55
2012-10-31,LAC,-175,sbro,1,1.5714285714285714
2012-10-31,LAL,-135,sbro,1,1.7407407407407407
2012-10-31,POR,115,sbro,1,2.15
2012-11-01,OKC,110,sbro,1,2.1
2012-11-01,SAS,-130,sbro,1,1.7692307692307692
2012-11-02,IND,-300,sbro,1,1.3333333333333333
2012-11-02,CHO,250,sbro,1,3.5
2012-11-02,DEN,-250,sbro,1,1.4
2012-11-02,ORL,210,sbro,1,3.1
2012-11-02,HOU,180,sbro,1,2.8
2012-11-02,ATL,-220,sbro,1,1.4545454545454546
2012-11-02,MIL,270,sbro,1,3.7
2012-11-02,BOS,-330,sbro,1,1.303030303030303
2012-11-02,CHI,-150,sbro,1,1.6666666666666667
2012-11-02,CLE,130,sbro,1,2.3
2012-11-02,UTA,-165,sbro,1,1.606060606060606
2012-11-02,NOP,145,sbro,1,2.45
2012-11-02,SAC,130,sbro,1,2.3
2012-11-02,MIN,-150,sbro,1,1.6666666666666667
2012-11-02,POR,350,sbro,1,4.5
2012-11-02,OKC,-450,sbro,1,1.2222222222222223
2012-11-02,MIA,-260,sbro,1,1.3846153846153846
2012-11-02,NYK,220,sbro,1,3.2
2012-11-02,DET,170,sbro,1,2.7
2012-11-02,PHO,-200,sbro,1,1.5
2012-11-02,MEM,-108,sbro,1,1.9259259259259258
2012-11-02,GSW,-102,sbro,1,1.9803921568627452
2012-11-02,LAC,-130,sbro,1,1.7692307692307692
2012-11-02,LAL,110,sbro,1,2.1
2012-11-03,BOS,-240,sbro,1,1.4166666666666667
2012-11-03,WAS,200,sbro,1,3.0
2012-11-03,SAC,285,sbro,1,3.85
2012-11-03,IND,-345,sbro,1,1.289855072463768
2012-11-03,DEN,355,sbro,1,4.55
2012-11-03,MIA,-445,sbro,1,1.2247191011235956
2012-11-03,TOR,200,sbro,1,3.0
2012-11-03,BRK,-235,sbro,1,1.425531914893617
2012-11-03,NOP,455,sbro,1,5.55
2012-11-03,CHI,-580,sbro,1,1.1724137931034482
2012-11-03,POR,195,sbro,1,2.95
2012-11-03,HOU,-230,sbro,1,1.434782608695652
2012-11-03,CHO,475,sbro,1,5.75
2012-11-03,DAL,-625,sbro,1,1.16
2012-11-03,UTA,275,sbro,1,3.75
2012-11-03,SAS,-335,sbro,1,1.2985074626865671
2012-11-03,CLE,250,sbro,1,3.5
2012-11-03,MIL,-300,sbro,1,1.3333333333333333
2012-11-03,GSW,360,sbro,1,4.6
2012-11-03,LAC,-460,sbro,1,1.2173913043478262
2012-11-04,PHI,140,sbro,1,2.4
2012-11-04,NYK,-160,sbro,1,1.625
2012-11-04,MIN,140,sbro,1,2.4
2012-11-04,TOR,-160,sbro,1,1.625
2012-11-04,PHO,-110,sbro,1,1.9090909090909092
2012-11-04,ORL,-110,sbro,1,1.9090909090909092
2012-11-04,ATL,425,sbro,1,5.25
2012-11-04,OKC,-550,sbro,1,1.1818181818181819
2012-11-04,DET,300,sbro,1,4.0
2012-11-04,LAL,-360,sbro,1,1.2777777777777777
2012-11-05,NYK,120,sbro,1,2.2
2012-11-05,PHI,-140,sbro,1,1.7142857142857142
2012-11-05,PHO,1100,sbro,1,12.0
2012-11-05,MIA,-1700,sbro,1,1.0588235294117647
2012-11-05,MIN,290,sbro,1,3.9
2012-11-05,BRK,-350,sbro,1,1.2857142857142858
2012-11-05,UTA,175,sbro,1,2.75
2012-11-05,MEM,-210,sbro,1,1.4761904761904763
2012-11-05,POR,155,sbro,1,2.55
2012-11-05,DAL,-175,sbro,1,1.5714285714285714
2012-11-05,IND,335,sbro,1,4.35
2012-11-05,SAS,-410,sbro,1,1.2439024390243902
2012-11-05,GSW,105,sbro,1,2.05
2012-11-05,SAC,-125,sbro,1,1.8
2012-11-05,CLE,500,sbro,1,6.0
2012-11-05,LAC,-700,sbro,1,1.1428571428571428
2012-11-06,ORL,415,sbro,1,5.15
2012-11-06,CHI,-520,sbro,1,1.1923076923076923
2012-11-06,TOR,400,sbro,1,5.0
2012-11-06,OKC,-505,sbro,1,1.198019801980198
2012-11-06,DET,495,sbro,1,5.95
2012-11-06,DEN,-670,sbro,1,1.1492537313432836
2012-11-07,PHO,-150,sbro,1,1.6666666666666667
2012-11-07,CHO,130,sbro,1,2.3
2012-11-07,WAS,455,sbro,1,5.55
2012-11-07,BOS,-610,sbro,1,1.1639344262295082
2012-11-07,BRK,475,sbro,1,5.75
2012-11-07,MIA,-650,sbro,1,1.1538461538461537
2012-11-07,IND,155,sbro,1,2.55
2012-11-07,ATL,-175,sbro,1,1.5714285714285714
2012-11-07,ORL,210,sbro,1,3.1
2012-11-07,MIN,-250,sbro,1,1.4
2012-11-07,PHI,-117,sbro,1,1.8547008547008548
2012-11-07,NOP,106,sbro,1,2.06
2012-11-07,DEN,125,sbro,1,2.25
2012-11-07,HOU,-145,sbro,1,1.6896551724137931
2012-11-07,MEM,102,sbro,1,2.02
2012-11-07,MIL,-113,sbro,1,1.8849557522123894
2012-11-07,TOR,250,sbro,1,3.5
2012-11-07,DAL,-300,sbro,1,1.3333333333333333
2012-11-07,LAL,125,sbro,1,2.25
2012-11-07,UTA,-145,sbro,1,1.6896551724137931
2012-11-07,DET,230,sbro,1,3.3
2012-11-07,SAC,-270,sbro,1,1.3703703703703705
2012-11-07,CLE,200,sbro,1,3.0
2012-11-07,GSW,-240,sbro,1,1.4166666666666667
2012-11-07,SAS,-108,sbro,1,1.9259259259259258
2012-11-07,LAC,-102,sbro,1,1.9803921568627452
2012-11-08,OKC,-145,sbro,1,1.6896551724137931
2012-11-08,CHI,125,sbro,1,2.25
2012-11-08,LAC,100,sbro,1,2.0
2012-11-08,POR,-110,sbro,1,1.9090909090909092
2012-11-09,MIL,-160,sbro,1,1.625
2012-11-09,WAS,140,sbro,1,2.4
2012-11-09,BRK,-155,sbro,1,1.6451612903225807
2012-11-09,ORL,135,sbro,1,2.35
2012-11-09,PHI,190,sbro,1,2.9
2012-11-09,BOS,-230,sbro,1,1.434782608695652
2012-11-09,DAL,220,sbro,1,3.2
2012-11-09,NYK,-260,sbro,1,1.3846153846153846
2012-11-09,MIA,-190,sbro,1,1.5263157894736843
2012-11-09,ATL,165,sbro,1,2.65
2012-11-09,HOU,250,sbro,1,3.5
2012-11-09,MEM,-300,sbro,1,1.3333333333333333
2012-11-09,CHO,245,sbro,1,3.45
