datetime,team_abbr,vegas_odds,sportsbook,bet_type_id,decimal_odds
2015-10-27,CLE,160,sbro,1,2.6
2015-10-27,CHI,-180,sbro,1,1.5555555555555556
2015-10-27,DET,255,sbro,1,3.55
2015-10-27,ATL,-320,sbro,1,1.3125
2015-10-27,NOP,510,sbro,1,6.1
2015-10-27,GSW,-710,sbro,1,1.1408450704225352
2015-10-28,WAS,-180,sbro,1,1.5555555555555556
2015-10-28,ORL,160,sbro,1,2.6
2015-10-28,PHI,800,sbro,1,9.0
2015-10-28,BOS,-1300,sbro,1,1.0769230769230769
2015-10-28,IND,195,sbro,1,2.95
2015-10-28,TOR,-235,sbro,1,1.425531914893617
2015-10-28,CHI,-205,sbro,1,1.4878048780487805
2015-10-28,BRK,175,sbro,1,2.75
2015-10-28,CHO,210,sbro,1,3.1
2015-10-28,MIA,-260,sbro,1,1.3846153846153846
2015-10-28,UTA,-105,sbro,1,1.9523809523809523
2015-10-28,DET,-115,sbro,1,1.8695652173913044
2015-10-28,SAS,165,sbro,1,2.65
2015-10-28,OKC,-185,sbro,1,1.5405405405405406
2015-10-28,NYK,175,sbro,1,2.75
2015-10-28,MIL,-205,sbro,1,1.4878048780487805
2015-10-28,DEN,510,sbro,1,6.1
2015-10-28,HOU,-710,sbro,1,1.1408450704225352
2015-10-28,CLE,185,sbro,1,2.85
2015-10-28,MEM,-215,sbro,1,1.4651162790697674
2015-10-28,NOP,105,sbro,1,2.05
2015-10-28,POR,-125,sbro,1,1.8
2015-10-28,DAL,210,sbro,1,3.1
2015-10-28,PHO,-260,sbro,1,1.3846153846153846
2015-10-28,LAC,-230,sbro,1,1.434782608695652
2015-10-28,SAC,190,sbro,1,2.9
2015-10-28,MIN,120,sbro,1,2.2
2015-10-28,LAL,-140,sbro,1,1.7142857142857142
2015-10-29,MEM,-145,sbro,1,1.6896551724137931
2015-10-29,IND,125,sbro,1,2.25
2015-10-29,ATL,-185,sbro,1,1.5405405405405406
2015-10-29,NYK,165,sbro,1,2.65
2015-10-29,DAL,650,sbro,1,7.5
2015-10-29,LAC,-950,sbro,1,1.105263157894737
2015-10-30,MIA,185,sbro,1,2.85
2015-10-30,CLE,-215,sbro,1,1.4651162790697674
2015-10-30,UTA,-325,sbro,1,1.3076923076923077
2015-10-30,PHI,260,sbro,1,3.6
2015-10-30,OKC,-365,sbro,1,1.273972602739726
2015-10-30,ORL,300,sbro,1,4.0
2015-10-30,TOR,110,sbro,1,2.1
2015-10-30,BOS,-130,sbro,1,1.7692307692307692
2015-10-30,CHI,-145,sbro,1,1.6896551724137931
2015-10-30,DET,125,sbro,1,2.25
2015-10-30,WAS,-135,sbro,1,1.7407407407407407
2015-10-30,MIL,115,sbro,1,2.15
2015-10-30,CHO,155,sbro,1,2.55
2015-10-30,ATL,-175,sbro,1,1.5714285714285714
2015-10-30,BRK,900,sbro,1,10.0
2015-10-30,SAS,-1600,sbro,1,1.0625
2015-10-30,MIN,140,sbro,1,2.4
2015-10-30,DEN,-160,sbro,1,1.625
2015-10-30,GSW,-115,sbro,1,1.8695652173913044
2015-10-30,HOU,-105,sbro,1,1.9523809523809523
2015-10-30,LAL,245,sbro,1,3.45
2015-10-30,SAC,-305,sbro,1,1.3278688524590163
2015-10-30,POR,170,sbro,1,2.7
2015-10-30,PHO,-200,sbro,1,1.5
2015-10-31,UTA,140,sbro,1,2.4
2015-10-31,IND,-160,sbro,1,1.625
2015-10-31,NYK,260,sbro,1,3.6
2015-10-31,WAS,-320,sbro,1,1.3125
2015-10-31,GSW,-235,sbro,1,1.425531914893617
2015-10-31,NOP,200,sbro,1,3.0
2015-10-31,BRK,705,sbro,1,8.05
2015-10-31,MEM,-955,sbro,1,1.1047120418848169
2015-10-31,PHO,105,sbro,1,2.05
2015-10-31,POR,-125,sbro,1,1.8
2015-10-31,SAC,485,sbro,1,5.85
2015-10-31,LAC,-635,sbro,1,1.1574803149606299
2015-11-01,ATL,-140,sbro,1,1.7142857142857142
2015-11-01,CHO,120,sbro,1,2.2
2015-11-01,SAS,-260,sbro,1,1.3846153846153846
2015-11-01,BOS,210,sbro,1,3.1
2015-11-01,MIL,200,sbro,1,3.0
2015-11-01,TOR,-240,sbro,1,1.4166666666666667
2015-11-01,HOU,150,sbro,1,2.5
2015-11-01,MIA,-170,sbro,1,1.588235294117647
2015-11-01,ORL,300,sbro,1,4.0
2015-11-01,CHI,-365,sbro,1,1.273972602739726
2015-11-01,DEN,800,sbro,1,9.0
2015-11-01,OKC,-1300,sbro,1,1.0769230769230769
2015-11-01,DAL,-180,sbro,1,1.5555555555555556
2015-11-01,LAL,160,sbro,1,2.6
2015-11-02,CLE,-1450,sbro,1,1.0689655172413792
2015-11-02,PHI,850,sbro,1,9.5
2015-11-02,SAS,-335,sbro,1,1.2985074626865671
2015-11-02,NYK,270,sbro,1,3.7
2015-11-02,MIL,-120,sbro,1,1.8333333333333333
2015-11-02,BRK,100,sbro,1,2.0
2015-11-02,OKC,-180,sbro,1,1.5555555555555556
2015-11-02,HOU,160,sbro,1,2.6
2015-11-02,POR,150,sbro,1,2.5
2015-11-02,MIN,-170,sbro,1,1.588235294117647
2015-11-02,MEM,380,sbro,1,4.8
2015-11-02,GSW,-475,sbro,1,1.2105263157894737
2015-11-02,PHO,369,sbro,1,4.69
2015-11-02,LAC,-464,sbro,1,1.2155172413793103
2015-11-03,CHI,-170,sbro,1,1.588235294117647
2015-11-03,CHO,150,sbro,1,2.5
2015-11-03,ATL,155,sbro,1,2.55
2015-11-03,MIA,-175,sbro,1,1.5714285714285714
2015-11-03,IND,165,sbro,1,2.65
2015-11-03,DET,-185,sbro,1,1.5405405405405406
2015-11-03,ORL,175,sbro,1,2.75
2015-11-03,NOP,-205,sbro,1,1.4878048780487805
2015-11-03,TOR,-135,sbro,1,1.7407407407407407
2015-11-03,DAL,115,sbro,1,2.15
2015-11-03,MEM,-185,sbro,1,1.5405405405405406
2015-11-03,SAC,165,sbro,1,2.65
2015-11-03,DEN,130,sbro,1,2.3
2015-11-03,LAL,-150,sbro,1,1.6666666666666667
2015-11-04,SAS,-175,sbro,1,1.5714285714285714
2015-11-04,WAS,155,sbro,1,2.55
2015-11-04,BOS,-129,sbro,1,1.7751937984496124
2015-11-04,IND,109,sbro,1,2.09
2015-11-04,NYK,525,sbro,1,6.25
2015-11-04,CLE,-725,sbro,1,1.1379310344827587
2015-11-04,BRK,280,sbro,1,3.8
2015-11-04,ATL,-345,sbro,1,1.289855072463768
2015-11-04,PHI,325,sbro,1,4.25
2015-11-04,MIL,-400,sbro,1,1.25
2015-11-04,ORL,400,sbro,1,5.0
2015-11-04,HOU,-500,sbro,1,1.2
2015-11-04,TOR,310,sbro,1,4.1
2015-11-04,OKC,-380,sbro,1,1.263157894736842
2015-11-04,POR,240,sbro,1,3.4
2015-11-04,UTA,-300,sbro,1,1.3333333333333333
2015-11-04,SAC,405,sbro,1,5.05
2015-11-04,PHO,-525,sbro,1,1.1904761904761905
2015-11-04,LAC,280,sbro,1,3.8
2015-11-04,GSW,-345,sbro,1,1.289855072463768
2015-11-05,OKC,-105,sbro,1,1.9523809523809523
2015-11-05,CHI,-115,sbro,1,1.8695652173913044
2015-11-05,MIA,-180,sbro,1,1.5555555555555556
2015-11-05,MIN,160,sbro,1,2.6
2015-11-05,CHO,150,sbro,1,2.5
2015-11-05,DAL,-170,sbro,1,1.588235294117647
2015-11-05,UTA,-150,sbro,1,1.6666666666666667
2015-11-05,DEN,130,sbro,1,2.3
2015-11-05,MEM,-185,sbro,1,1.5405405405405406
2015-11-05,POR,165,sbro,1,2.65
2015-11-06,TOR,-240,sbro,1,1.4166666666666667
2015-11-06,ORL,200,sbro,1,3.0
2015-11-06,LAL,135,sbro,1,2.35
2015-11-06,BRK,-155,sbro,1,1.6451612903225807
2015-11-06,WAS,105,sbro,1,2.05
2015-11-06,BOS,-125,sbro,1,1.8
2015-11-06,PHI,950,sbro,1,10.5
2015-11-06,CLE,-1650,sbro,1,1.0606060606060606
2015-11-06,MIL,100,sbro,1,2.0
2015-11-06,NYK,-120,sbro,1,1.8333333333333333
2015-11-06,MIA,-115,sbro,1,1.8695652173913044
2015-11-06,IND,-105,sbro,1,1.9523809523809523
2015-11-06,ATL,-140,sbro,1,1.7142857142857142
2015-11-06,NOP,120,sbro,1,2.2
2015-11-06,DET,160,sbro,1,2.6
2015-11-06,PHO,-180,sbro,1,1.5555555555555556
2015-11-06,HOU,-200,sbro,1,1.5
2015-11-06,SAC,170,sbro,1,2.7
2015-11-06,DEN,2000,sbro,1,21.0
2015-11-06,GSW,-7000,sbro,1,1.0142857142857142
2015-11-07,MIN,380,sbro,1,4.8
2015-11-07,CHI,-475,sbro,1,1.2105263157894737
2015-11-07,ORL,-145,sbro,1,1.6896551724137931
2015-11-07,PHI,125,sbro,1,2.25
2015-11-07,WAS,175,sbro,1,2.75
2015-11-07,ATL,-205,sbro,1,1.4878048780487805
2015-11-07,CHO,400,sbro,1,5.0
2015-11-07,SAS,-520,sbro,1,1.1923076923076923
2015-11-07,BRK,235,sbro,1,3.35
2015-11-07,MIL,-285,sbro,1,1.3508771929824561
2015-11-07,NOP,190,sbro,1,2.9
2015-11-07,DAL,-230,sbro,1,1.434782608695652
2015-11-07,MEM,125,sbro,1,2.25
2015-11-07,UTA,-145,sbro,1,1.6896551724137931
2015-11-07,GSW,-1750,sbro,1,1.0571428571428572
2015-11-07,SAC,950,sbro,1,10.5
2015-11-07,HOU,205,sbro,1,3.05
2015-11-07,LAC,-245,sbro,1,1.4081632653061225
2015-11-08,LAL,205,sbro,1,3.05
2015-11-08,NYK,-245,sbro,1,1.4081632653061225
2015-11-08,IND,305,sbro,1,4.05
2015-11-08,CLE,-370,sbro,1,1.2702702702702702
2015-11-08,TOR,130,sbro,1,2.3
2015-11-08,MIA,-150,sbro,1,1.6666666666666667
2015-11-08,PHO,345,sbro,1,4.45
2015-11-08,OKC,-425,sbro,1,1.2352941176470589
2015-11-08,DET,110,sbro,1,2.1
2015-11-08,POR,-130,sbro,1,1.7692307692307692
2015-11-09,CHI,-725,sbro,1,1.1379310344827587
2015-11-09,PHI,525,sbro,1,6.25
2015-11-09,ORL,160,sbro,1,2.6
2015-11-09,IND,-180,sbro,1,1.5555555555555556
2015-11-09,MIN,325,sbro,1,4.25
2015-11-09,ATL,-400,sbro,1,1.25
2015-11-09,POR,-120,sbro,1,1.8333333333333333
2015-11-09,DEN,100,sbro,1,2.0
2015-11-09,SAS,-340,sbro,1,1.2941176470588236
2015-11-09,SAC,275,sbro,1,3.75
2015-11-09,MEM,230,sbro,1,3.3
2015-11-09,LAC,-290,sbro,1,1.3448275862068966
2015-11-09,DET,800,sbro,1,9.0
