datetime,team_abbr,vegas_odds,sportsbook,bet_type_id,decimal_odds
2011-12-25,BOS,185,sbro,1,2.85
2011-12-25,NYK,-210,sbro,1,1.4761904761904763
2011-12-25,MIA,-210,sbro,1,1.4761904761904763
2011-12-25,DAL,185,sbro,1,2.85
2011-12-25,CHI,-245,sbro,1,1.4081632653061225
2011-12-25,LAL,205,sbro,1,3.05
2011-12-25,ORL,310,sbro,1,4.1
2011-12-25,OKC,-380,sbro,1,1.263157894736842
2011-12-25,LAC,-200,sbro,1,1.5
2011-12-25,GSW,175,sbro,1,2.75
2011-12-26,BRK,145,sbro,1,2.45
2011-12-26,WAS,-165,sbro,1,1.606060606060606
2011-12-26,MIL,-175,sbro,1,1.5714285714285714
2011-12-26,CHO,155,sbro,1,2.55
2011-12-26,HOU,225,sbro,1,3.25
2011-12-26,ORL,-265,sbro,1,1.3773584905660377
2011-12-26,TOR,110,sbro,1,2.1
2011-12-26,CLE,-130,sbro,1,1.7692307692307692
2011-12-26,DET,325,sbro,1,4.25
2011-12-26,IND,-400,sbro,1,1.25
2011-12-26,OKC,-230,sbro,1,1.434782608695652
2011-12-26,MIN,190,sbro,1,2.9
2011-12-26,DEN,170,sbro,1,2.7
2011-12-26,DAL,-200,sbro,1,1.5
2011-12-26,MEM,175,sbro,1,2.75
2011-12-26,SAS,-210,sbro,1,1.4761904761904763
2011-12-26,NOP,220,sbro,1,3.2
2011-12-26,PHO,-260,sbro,1,1.3846153846153846
2011-12-26,LAL,-145,sbro,1,1.6896551724137931
2011-12-26,SAC,125,sbro,1,2.25
2011-12-26,PHI,170,sbro,1,2.7
2011-12-26,POR,-200,sbro,1,1.5
2011-12-26,CHI,-300,sbro,1,1.3333333333333333
2011-12-26,GSW,250,sbro,1,3.5
2011-12-27,ATL,-175,sbro,1,1.5714285714285714
2011-12-27,BRK,155,sbro,1,2.55
2011-12-27,BOS,450,sbro,1,5.5
2011-12-27,MIA,-600,sbro,1,1.1666666666666667
2011-12-27,MIN,200,sbro,1,3.0
2011-12-27,MIL,-240,sbro,1,1.4166666666666667
2011-12-27,SAC,350,sbro,1,4.5
2011-12-27,POR,-450,sbro,1,1.2222222222222223
2011-12-27,UTA,200,sbro,1,3.0
