datetime,team_abbr,vegas_odds,sportsbook,bet_type_id,decimal_odds
2017-10-17,BOS,166,sbro,1,2.66
2017-10-17,CLE,-195,sbro,1,1.5128205128205128
2017-10-17,HOU,364,sbro,1,4.64
2017-10-17,GSW,-470,sbro,1,1.2127659574468086
2017-10-18,BRK,135,sbro,1,2.35
2017-10-18,IND,-155,sbro,1,1.6451612903225807
2017-10-18,PHI,240,sbro,1,3.4
2017-10-18,WAS,-300,sbro,1,1.3333333333333333
2017-10-18,MIA,-170,sbro,1,1.588235294117647
2017-10-18,ORL,145,sbro,1,2.45
2017-10-18,CHO,125,sbro,1,2.25
2017-10-18,DET,-145,sbro,1,1.6896551724137931
2017-10-18,MIL,105,sbro,1,2.05
2017-10-18,BOS,-125,sbro,1,1.8
2017-10-18,NOP,110,sbro,1,2.1
2017-10-18,MEM,-130,sbro,1,1.7692307692307692
2017-10-18,ATL,190,sbro,1,2.9
2017-10-18,DAL,-240,sbro,1,1.4166666666666667
2017-10-18,DEN,120,sbro,1,2.2
2017-10-18,UTA,-140,sbro,1,1.7142857142857142
2017-10-18,MIN,105,sbro,1,2.05
2017-10-18,SAS,-125,sbro,1,1.8
2017-10-18,HOU,-310,sbro,1,1.3225806451612903
2017-10-18,SAC,250,sbro,1,3.5
2017-10-18,POR,-140,sbro,1,1.7142857142857142
2017-10-18,PHO,120,sbro,1,2.2
2017-10-19,CHI,800,sbro,1,9.0
2017-10-19,TOR,-1400,sbro,1,1.0714285714285714
2017-10-19,NYK,650,sbro,1,7.5
2017-10-19,OKC,-1000,sbro,1,1.1
2017-10-19,LAC,-260,sbro,1,1.3846153846153846
2017-10-19,LAL,210,sbro,1,3.1
2017-10-20,BOS,130,sbro,1,2.3
2017-10-20,PHI,-150,sbro,1,1.6666666666666667
2017-10-20,ATL,160,sbro,1,2.6
2017-10-20,CHO,-190,sbro,1,1.5263157894736843
2017-10-20,DET,230,sbro,1,3.3
2017-10-20,WAS,-280,sbro,1,1.3571428571428572
2017-10-20,CLE,-105,sbro,1,1.9523809523809523
2017-10-20,MIL,-115,sbro,1,1.8695652173913044
2017-10-20,POR,-230,sbro,1,1.434782608695652
2017-10-20,IND,185,sbro,1,2.85
2017-10-20,ORL,110,sbro,1,2.1
2017-10-20,BRK,-130,sbro,1,1.7692307692307692
2017-10-20,UTA,170,sbro,1,2.7
2017-10-20,MIN,-200,sbro,1,1.5
2017-10-20,SAC,200,sbro,1,3.0
2017-10-20,DAL,-250,sbro,1,1.4
2017-10-20,GSW,-470,sbro,1,1.2127659574468086
2017-10-20,NOP,360,sbro,1,4.6
2017-10-20,LAL,140,sbro,1,2.4
2017-10-20,PHO,-160,sbro,1,1.625
2017-10-21,PHI,292,sbro,1,3.92
2017-10-21,TOR,-365,sbro,1,1.273972602739726
2017-10-21,ORL,588,sbro,1,6.88
2017-10-21,CLE,-850,sbro,1,1.1176470588235294
2017-10-21,DAL,588,sbro,1,6.88
2017-10-21,HOU,-850,sbro,1,1.1176470588235294
2017-10-21,DET,-115,sbro,1,1.8695652173913044
2017-10-21,NYK,-105,sbro,1,1.9523809523809523
2017-10-21,IND,334,sbro,1,4.34
2017-10-21,MIA,-425,sbro,1,1.2352941176470589
2017-10-21,SAS,-600,sbro,1,1.1666666666666667
2017-10-21,CHI,447,sbro,1,5.47
2017-10-21,GSW,-375,sbro,1,1.2666666666666666
2017-10-21,MEM,299,sbro,1,3.99
2017-10-21,POR,130,sbro,1,2.3
2017-10-21,MIL,-150,sbro,1,1.6666666666666667
2017-10-21,SAC,588,sbro,1,6.88
2017-10-21,DEN,-850,sbro,1,1.1176470588235294
2017-10-21,OKC,-180,sbro,1,1.5555555555555556
2017-10-21,UTA,155,sbro,1,2.55
2017-10-21,PHO,857,sbro,1,9.57
2017-10-21,LAC,-1450,sbro,1,1.0689655172413792
2017-10-22,ATL,-105,sbro,1,1.9523809523809523
2017-10-22,BRK,-115,sbro,1,1.8695652173913044
2017-10-22,MIN,150,sbro,1,2.5
2017-10-22,OKC,-180,sbro,1,1.5555555555555556
2017-10-22,NOP,-210,sbro,1,1.4761904761904763
2017-10-22,LAL,175,sbro,1,2.75
2017-10-23,PHI,140,sbro,1,2.4
2017-10-23,DET,-160,sbro,1,1.625
2017-10-23,ATL,500,sbro,1,6.0
2017-10-23,MIA,-700,sbro,1,1.1428571428571428
2017-10-23,MEM,280,sbro,1,3.8
2017-10-23,HOU,-360,sbro,1,1.2777777777777777
2017-10-23,CHO,210,sbro,1,3.1
2017-10-23,MIL,-260,sbro,1,1.3846153846153846
2017-10-23,GSW,-1400,sbro,1,1.0714285714285714
2017-10-23,DAL,800,sbro,1,9.0
2017-10-23,TOR,125,sbro,1,2.25
2017-10-23,SAS,-145,sbro,1,1.6896551724137931
2017-10-23,WAS,170,sbro,1,2.7
2017-10-23,DEN,-200,sbro,1,1.5
2017-10-23,SAC,-140,sbro,1,1.7142857142857142
2017-10-23,PHO,120,sbro,1,2.2
2017-10-24,BRK,170,sbro,1,2.7
2017-10-24,ORL,-200,sbro,1,1.5
2017-10-24,CHI,1100,sbro,1,12.0
2017-10-24,CLE,-2500,sbro,1,1.04
2017-10-24,NYK,240,sbro,1,3.4
2017-10-24,BOS,-300,sbro,1,1.3333333333333333
2017-10-24,IND,500,sbro,1,6.0
2017-10-24,MIN,-700,sbro,1,1.1428571428571428
2017-10-24,NOP,170,sbro,1,2.7
2017-10-24,POR,-200,sbro,1,1.5
2017-10-24,UTA,170,sbro,1,2.7
2017-10-24,LAC,-200,sbro,1,1.5
2017-10-25,MIN,120,sbro,1,2.2
2017-10-25,DET,-140,sbro,1,1.7142857142857142
2017-10-25,HOU,-160,sbro,1,1.625
2017-10-25,PHI,140,sbro,1,2.4
2017-10-25,DEN,-140,sbro,1,1.7142857142857142
2017-10-25,CHO,120,sbro,1,2.2
2017-10-25,CLE,-340,sbro,1,1.2941176470588236
2017-10-25,BRK,270,sbro,1,3.7
2017-10-25,SAS,-150,sbro,1,1.6666666666666667
2017-10-25,MIA,130,sbro,1,2.3
2017-10-25,IND,650,sbro,1,7.5
2017-10-25,OKC,-1000,sbro,1,1.1
2017-10-25,MEM,-160,sbro,1,1.625
2017-10-25,DAL,140,sbro,1,2.4
2017-10-25,UTA,-330,sbro,1,1.303030303030303
2017-10-25,PHO,260,sbro,1,3.6
2017-10-25,WAS,-220,sbro,1,1.4545454545454546
2017-10-25,LAL,180,sbro,1,2.8
2017-10-25,TOR,700,sbro,1,8.0
2017-10-25,GSW,-1100,sbro,1,1.0909090909090908
2017-10-26,DAL,270,sbro,1,3.7
2017-10-26,MEM,-340,sbro,1,1.2941176470588236
2017-10-26,BOS,160,sbro,1,2.6
2017-10-26,MIL,-190,sbro,1,1.5263157894736843
2017-10-26,ATL,110,sbro,1,2.1
2017-10-26,CHI,-130,sbro,1,1.7692307692307692
2017-10-26,LAC,120,sbro,1,2.2
2017-10-26,POR,-140,sbro,1,1.7142857142857142
2017-10-26,NOP,100,sbro,1,2.0
2017-10-26,SAC,-120,sbro,1,1.8333333333333333
2017-10-27,SAS,-240,sbro,1,1.4166666666666667
2017-10-27,ORL,190,sbro,1,2.9
2017-10-27,HOU,-140,sbro,1,1.7142857142857142
2017-10-27,CHO,120,sbro,1,2.2
2017-10-27,BRK,115,sbro,1,2.15
2017-10-27,NYK,-135,sbro,1,1.7407407407407407
2017-10-27,DEN,-280,sbro,1,1.3571428571428572
2017-10-27,ATL,230,sbro,1,3.3
2017-10-27,OKC,-125,sbro,1,1.8
2017-10-27,MIN,105,sbro,1,2.05
2017-10-27,TOR,-240,sbro,1,1.4166666666666667
2017-10-27,LAL,190,sbro,1,2.9
2017-10-27,WAS,600,sbro,1,7.0
2017-10-27,GSW,-900,sbro,1,1.1111111111111112
2017-10-28,CLE,-135,sbro,1,1.7407407407407407
2017-10-28,NOP,115,sbro,1,2.15
2017-10-28,HOU,115,sbro,1,2.15
2017-10-28,MEM,-135,sbro,1,1.7407407407407407
2017-10-28,BOS,-115,sbro,1,1.8695652173913044
2017-10-28,MIA,-105,sbro,1,1.9523809523809523
2017-10-28,OKC,-400,sbro,1,1.25
2017-10-28,CHI,300,sbro,1,4.0
2017-10-28,PHI,-110,sbro,1,1.9090909090909092
2017-10-28,DAL,-110,sbro,1,1.9090909090909092
2017-10-28,LAL,425,sbro,1,5.25
2017-10-28,UTA,-600,sbro,1,1.1666666666666667
2017-10-28,PHO,600,sbro,1,7.0
2017-10-28,POR,-900,sbro,1,1.1111111111111112
2017-10-28,DET,290,sbro,1,3.9
2017-10-28,LAC,-380,sbro,1,1.263157894736842
2017-10-29,MIL,-240,sbro,1,1.4166666666666667
2017-10-29,ATL,199,sbro,1,2.99
2017-10-29,SAS,-250,sbro,1,1.4
2017-10-29,IND,207,sbro,1,3.07
2017-10-29,ORL,148,sbro,1,2.48
2017-10-29,CHO,-170,sbro,1,1.588235294117647
2017-10-29,WAS,-315,sbro,1,1.3174603174603174
2017-10-29,SAC,256,sbro,1,3.56
2017-10-29,DEN,-215,sbro,1,1.4651162790697674
2017-10-29,BRK,180,sbro,1,2.8
2017-10-29,NYK,451,sbro,1,5.51
2017-10-29,CLE,-606,sbro,1,1.165016501650165
2017-10-29,DET,912,sbro,1,10.12
2017-10-29,GSW,-1600,sbro,1,1.0625
2017-10-30,SAS,151,sbro,1,2.51
2017-10-30,BOS,-175,sbro,1,1.5714285714285714
2017-10-30,DEN,-195,sbro,1,1.5128205128205128
2017-10-30,NYK,166,sbro,1,2.66
2017-10-30,MIN,-149,sbro,1,1.6711409395973154
2017-10-30,MIA,128,sbro,1,2.28
2017-10-30,CHO,180,sbro,1,2.8
2017-10-30,MEM,-215,sbro,1,1.4651162790697674
2017-10-30,ORL,263,sbro,1,3.63
2017-10-30,NOP,-325,sbro,1,1.3076923076923077
2017-10-30,PHI,237,sbro,1,3.37
2017-10-30,HOU,-290,sbro,1,1.3448275862068966
2017-10-30,DAL,292,sbro,1,3.92
2017-10-30,UTA,-365,sbro,1,1.273972602739726
2017-10-30,TOR,150,sbro,1,2.5
2017-10-30,POR,-174,sbro,1,1.5747126436781609
2017-10-30,GSW,-275,sbro,1,1.3636363636363635
2017-10-30,LAC,226,sbro,1,3.26
2017-10-31,SAC,207,sbro,1,3.07
2017-10-31,IND,-250,sbro,1,1.4
2017-10-31,PHO,163,sbro,1,2.63
2017-10-31,BRK,-190,sbro,1,1.5263157894736843
2017-10-31,OKC,-140,sbro,1,1.7142857142857142
2017-10-31,MIL,120,sbro,1,2.2
2017-10-31,DET,-152,sbro,1,1.6578947368421053
2017-10-31,LAL,132,sbro,1,2.32
2017-11-01,PHO,525,sbro,1,6.25
2017-11-01,WAS,-750,sbro,1,1.1333333333333333
2017-11-01,MIL,145,sbro,1,2.45
2017-11-01,CHO,-170,sbro,1,1.588235294117647
2017-11-01,ATL,260,sbro,1,3.6
2017-11-01,PHI,-330,sbro,1,1.303030303030303
2017-11-01,IND,400,sbro,1,5.0
2017-11-01,CLE,-550,sbro,1,1.1818181818181819
2017-11-01,SAC,600,sbro,1,7.0
2017-11-01,BOS,-900,sbro,1,1.1111111111111112
2017-11-01,CHI,375,sbro,1,4.75
2017-11-01,MIA,-500,sbro,1,1.2
2017-11-01,ORL,125,sbro,1,2.25
2017-11-01,MEM,-145,sbro,1,1.6896551724137931
2017-11-01,HOU,-250,sbro,1,1.4
2017-11-01,NYK,200,sbro,1,3.0
2017-11-01,MIN,115,sbro,1,2.15
2017-11-01,NOP,-135,sbro,1,1.7407407407407407
2017-11-01,TOR,105,sbro,1,2.05
2017-11-01,DEN,-125,sbro,1,1.8
2017-11-01,POR,145,sbro,1,2.45
2017-11-01,UTA,-170,sbro,1,1.588235294117647
2017-11-01,DAL,425,sbro,1,5.25
2017-11-01,LAC,-600,sbro,1,1.1666666666666667
2017-11-02,GSW,-350,sbro,1,1.2857142857142858
2017-11-02,SAS,275,sbro,1,3.75
2017-11-02,LAL,190,sbro,1,2.9
2017-11-02,POR,-240,sbro,1,1.4166666666666667
2017-11-03,CLE,135,sbro,1,2.35
2017-11-03,WAS,-155,sbro,1,1.6451612903225807
2017-11-03,CHI,275,sbro,1,3.75
2017-11-03,ORL,-350,sbro,1,1.2857142857142858
2017-11-03,MIL,100,sbro,1,2.0
2017-11-03,DET,-120,sbro,1,1.8333333333333333
2017-11-03,IND,170,sbro,1,2.7
2017-11-03,PHI,-200,sbro,1,1.5
2017-11-03,HOU,-420,sbro,1,1.2380952380952381
2017-11-03,ATL,320,sbro,1,4.2
2017-11-03,PHO,160,sbro,1,2.6
2017-11-03,NYK,-190,sbro,1,1.5263157894736843
2017-11-03,CHO,165,sbro,1,2.65
2017-11-03,SAS,-195,sbro,1,1.5128205128205128
2017-11-03,NOP,-200,sbro,1,1.5
2017-11-03,DAL,170,sbro,1,2.7
2017-11-03,TOR,110,sbro,1,2.1
2017-11-03,UTA,-130,sbro,1,1.7692307692307692
2017-11-03,MIA,190,sbro,1,2.9
2017-11-03,DEN,-240,sbro,1,1.4166666666666667
