datetime,team_abbr,vegas_odds,sportsbook,bet_type_id,decimal_odds
2020-12-22,GSW,265,sbro,1,3.65
2020-12-22,BRK,-320,sbro,1,1.3125
2020-12-22,LAC,115,sbro,1,2.15
2020-12-22,LAL,-135,sbro,1,1.7407407407407407
2020-12-23,CHO,-140,sbro,1,1.7142857142857142
2020-12-23,CLE,120,sbro,1,2.2
2020-12-23,NYK,270,sbro,1,3.7
2020-12-23,IND,-330,sbro,1,1.303030303030303
2020-12-23,MIA,-190,sbro,1,1.5263157894736843
2020-12-23,ORL,170,sbro,1,2.7
2020-12-23,WAS,250,sbro,1,3.5
2020-12-23,PHI,-300,sbro,1,1.3333333333333333
2020-12-23,MIL,-190,sbro,1,1.5263157894736843
2020-12-23,BOS,170,sbro,1,2.7
2020-12-23,NOP,150,sbro,1,2.5
2020-12-23,TOR,-170,sbro,1,1.588235294117647
2020-12-23,ATL,-130,sbro,1,1.7692307692307692
2020-12-23,CHI,110,sbro,1,2.1
2020-12-23,SAS,110,sbro,1,2.1
2020-12-23,MEM,-130,sbro,1,1.7692307692307692
2020-12-23,DET,190,sbro,1,2.9
2020-12-23,MIN,-220,sbro,1,1.4545454545454546
2020-12-23,SAC,260,sbro,1,3.6
2020-12-23,DEN,-310,sbro,1,1.3225806451612903
2020-12-23,UTA,-130,sbro,1,1.7692307692307692
2020-12-23,POR,110,sbro,1,2.1
2020-12-23,DAL,100,sbro,1,2.0
2020-12-23,PHO,-120,sbro,1,1.8333333333333333
2020-12-25,NOP,130,sbro,1,2.3
2020-12-25,MIA,-150,sbro,1,1.6666666666666667
2020-12-25,GSW,450,sbro,1,5.5
2020-12-25,MIL,-600,sbro,1,1.1666666666666667
2020-12-25,BRK,-145,sbro,1,1.6896551724137931
2020-12-25,BOS,125,sbro,1,2.25
2020-12-25,DAL,225,sbro,1,3.25
2020-12-25,LAL,-265,sbro,1,1.3773584905660377
2020-12-25,LAC,-160,sbro,1,1.625
2020-12-25,DEN,140,sbro,1,2.4
2020-12-26,ATL,120,sbro,1,2.2
2020-12-26,MEM,-140,sbro,1,1.7142857142857142
2020-12-26,CLE,-110,sbro,1,1.9090909090909092
2020-12-26,DET,-110,sbro,1,1.9090909090909092
2020-12-26,ORL,110,sbro,1,2.1
2020-12-26,WAS,-130,sbro,1,1.7692307692307692
2020-12-26,OKC,125,sbro,1,2.25
2020-12-26,CHO,-145,sbro,1,1.6896551724137931
2020-12-26,PHI,-360,sbro,1,1.2777777777777777
2020-12-26,NYK,300,sbro,1,4.0
2020-12-26,IND,-240,sbro,1,1.4166666666666667
2020-12-26,CHI,200,sbro,1,3.0
2020-12-26,TOR,-145,sbro,1,1.6896551724137931
2020-12-26,SAS,125,sbro,1,2.25
2020-12-26,MIN,375,sbro,1,4.75
2020-12-26,UTA,-450,sbro,1,1.2222222222222223
2020-12-26,PHO,-160,sbro,1,1.625
2020-12-26,SAC,140,sbro,1,2.4
2020-12-26,HOU,300,sbro,1,4.0
2020-12-26,POR,-360,sbro,1,1.2777777777777777
2020-12-27,DAL,140,sbro,1,2.4
2020-12-27,LAC,-160,sbro,1,1.625
2020-12-27,SAS,170,sbro,1,2.7
2020-12-27,NOP,-190,sbro,1,1.5263157894736843
2020-12-27,ORL,-130,sbro,1,1.7692307692307692
2020-12-27,WAS,110,sbro,1,2.1
2020-12-27,BRK,-600,sbro,1,1.1666666666666667
2020-12-27,CHO,450,sbro,1,5.5
2020-12-27,PHI,-240,sbro,1,1.4166666666666667
2020-12-27,CLE,200,sbro,1,3.0
2020-12-27,MIL,-1200,sbro,1,1.0833333333333333
2020-12-27,NYK,750,sbro,1,8.5
2020-12-27,BOS,-135,sbro,1,1.7407407407407407
2020-12-27,IND,115,sbro,1,2.15
2020-12-27,GSW,-165,sbro,1,1.606060606060606
2020-12-27,CHI,145,sbro,1,2.45
2020-12-27,PHO,-160,sbro,1,1.625
2020-12-27,SAC,140,sbro,1,2.4
2020-12-28,MIN,400,sbro,1,5.0
2020-12-28,LAL,-500,sbro,1,1.2
2020-12-28,MEM,-125,sbro,1,1.8
2020-12-28,BRK,105,sbro,1,2.05
2020-12-28,DET,400,sbro,1,5.0
2020-12-28,ATL,-500,sbro,1,1.2
2020-12-28,UTA,-400,sbro,1,1.25
2020-12-28,OKC,330,sbro,1,4.3
2020-12-28,HOU,225,sbro,1,3.25
2020-12-28,DEN,-265,sbro,1,1.3773584905660377
2020-12-28,POR,195,sbro,1,2.95
2020-12-28,LAL,-230,sbro,1,1.434782608695652
2020-12-29,BOS,-105,sbro,1,1.9523809523809523
2020-12-29,IND,-115,sbro,1,1.8695652173913044
2020-12-29,CHI,210,sbro,1,3.1
2020-12-29,WAS,-250,sbro,1,1.4
2020-12-29,GSW,-170,sbro,1,1.588235294117647
2020-12-29,DET,150,sbro,1,2.5
2020-12-29,TOR,105,sbro,1,2.05
2020-12-29,PHI,-125,sbro,1,1.8
2020-12-29,NYK,140,sbro,1,2.4
2020-12-29,CLE,-160,sbro,1,1.625
2020-12-29,MIL,-240,sbro,1,1.4166666666666667
2020-12-29,MIA,200,sbro,1,3.0
2020-12-29,ORL,-250,sbro,1,1.4
2020-12-29,OKC,210,sbro,1,3.1
2020-12-29,MIN,475,sbro,1,5.75
2020-12-29,LAC,-650,sbro,1,1.1538461538461537
2020-12-29,NOP,105,sbro,1,2.05
2020-12-29,PHO,-125,sbro,1,1.8
2020-12-29,DEN,-110,sbro,1,1.9090909090909092
2020-12-29,SAC,-110,sbro,1,1.9090909090909092
2020-12-30,MEM,245,sbro,1,3.45
2020-12-30,BOS,-285,sbro,1,1.3508771929824561
2020-12-30,MIL,-260,sbro,1,1.3846153846153846
2020-12-30,MIA,220,sbro,1,3.2
2020-12-30,ATL,195,sbro,1,2.95
2020-12-30,BRK,-230,sbro,1,1.434782608695652
2020-12-30,CHO,300,sbro,1,4.0
2020-12-30,DAL,-360,sbro,1,1.2777777777777777
2020-12-30,LAL,-310,sbro,1,1.3225806451612903
2020-12-30,SAS,260,sbro,1,3.6
2020-12-30,POR,190,sbro,1,2.9
2020-12-30,LAC,-220,sbro,1,1.4545454545454546
2020-12-31,CLE,270,sbro,1,3.7
2020-12-31,IND,-330,sbro,1,1.303030303030303
2020-12-31,CHI,250,sbro,1,3.5
2020-12-31,WAS,-300,sbro,1,1.3333333333333333
2020-12-31,PHI,-175,sbro,1,1.5714285714285714
2020-12-31,ORL,155,sbro,1,2.55
2020-12-31,SAC,180,sbro,1,2.8
2020-12-31,HOU,-210,sbro,1,1.4761904761904763
2020-12-31,NYK,300,sbro,1,4.0
2020-12-31,TOR,-360,sbro,1,1.2777777777777777
2020-12-31,NOP,-200,sbro,1,1.5
2020-12-31,OKC,175,sbro,1,2.75
2020-12-31,PHO,150,sbro,1,2.5
2020-12-31,UTA,-170,sbro,1,1.588235294117647
2021-01-01,BOS,-370,sbro,1,1.2702702702702702
2021-01-01,DET,310,sbro,1,4.1
2021-01-01,MIA,-115,sbro,1,1.8695652173913044
2021-01-01,DAL,-105,sbro,1,1.9523809523809523
2021-01-01,MEM,160,sbro,1,2.6
2021-01-01,CHO,-180,sbro,1,1.5555555555555556
2021-01-01,ATL,210,sbro,1,3.1
2021-01-01,BRK,-250,sbro,1,1.4
2021-01-01,WAS,-110,sbro,1,1.9090909090909092
2021-01-01,MIN,-110,sbro,1,1.9090909090909092
2021-01-01,LAL,-340,sbro,1,1.2941176470588236
